ESTADO,CODPROJETO,ANO,CLONESEMENTE,CODTALHAO,ANOREF,ANOREF,CHATALHAO,NUMPARCELA,CHAVE,AREA,AREA,I1,I2,NUMARVORE,NUMARVORE,DAP1,DAP2,ALT1,ALT2,ALTEST1,ALTEST2,VCCI,VCCI2,S,CLONESEMENTE,indice
MT,MTV,2005,SEED,10,2008,2009,611,4539,611-4539,359.7,359.7,2.6,3.6,29,29,10,12.7,NULL,NULL,9.6,12.8,0.034,0.071,23.61,SEED,256
MT,MTV,2005,SEED,10,2009,2010,611,4539,611-4539,359.7,359.7,3.6,4.6,29,29,12.7,14.8,NULL,NULL,12.8,14.4,0.071,0.112,23.61,SEED,256
MT,MTV,2005,SEED,10,2010,2011,611,4539,611-4539,359.7,359.7,4.6,5.7,29,29,14.8,17.3,NULL,NULL,14.4,15.8,0.112,0.159,23.61,SEED,256
MT,MTV,2005,SEED,10,2011,2012,611,4539,611-4539,359.7,359.7,5.7,6.8,29,29,17.3,19.7,NULL,NULL,15.8,17.3,0.159,0.217,23.61,SEED,256
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,29,29,19.8,20.4,NULL,17.8,17.8,17.8,0.233,0.247,23.61,SEED,257
MT,MTV,2005,SEED,10,2007,2008,611,4539,611-4539,359.7,359.7,1.6,2.6,30,30,5.7,9.2,NULL,NULL,5.7,9.3,0.009,0.029,23.61,SEED,258
MT,MTV,2005,SEED,10,2008,2009,611,4539,611-4539,359.7,359.7,2.6,3.6,30,30,9.2,12.4,NULL,NULL,9.3,12.7,0.029,0.068,23.61,SEED,258
MT,MTV,2005,SEED,10,2009,2010,611,4539,611-4539,359.7,359.7,3.6,4.6,30,30,12.4,14.6,NULL,NULL,12.7,14.4,0.068,0.109,23.61,SEED,258
MT,MTV,2005,SEED,10,2010,2011,611,4539,611-4539,359.7,359.7,4.6,5.7,30,30,14.6,17.1,NULL,NULL,14.4,15.8,0.109,0.155,23.61,SEED,258
MT,MTV,2005,SEED,10,2011,2012,611,4539,611-4539,359.7,359.7,5.7,6.8,30,30,17.1,20,NULL,NULL,15.8,17.4,0.155,0.223,23.61,SEED,258
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,30,30,21.4,21.8,NULL,NULL,18.1,19.3,0.274,0.302,23.61,SEED,259
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,30,30,21.8,23.1,NULL,19,19.3,19,0.302,0.33,23.61,SEED,259
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,30,30,23.1,24.5,19,20.4,19,20.4,0.33,0.403,23.61,SEED,259
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,30,30,24.5,26.1,20.4,22,20.4,22,0.403,0.446,23.61,SEED,259
MT,MTV,2005,SEED,10,2007,2008,611,4539,611-4539,359.7,359.7,1.6,2.6,31,31,7.5,10.9,NULL,NULL,6.4,9.9,0.015,0.04,23.61,SEED,260
MT,MTV,2005,SEED,10,2008,2009,611,4539,611-4539,359.7,359.7,2.6,3.6,31,31,10.9,13.5,NULL,NULL,9.9,13.1,0.04,0.08,23.61,SEED,260
MT,MTV,2005,SEED,10,2009,2010,611,4539,611-4539,359.7,359.7,3.6,4.6,31,31,13.5,15.5,NULL,NULL,13.1,14.6,0.08,0.122,23.61,SEED,260
MT,MTV,2005,SEED,10,2007,2008,611,4539,611-4539,359.7,359.7,1.6,2.6,32,32,7,10.2,NULL,NULL,6.3,9.7,0.013,0.035,23.61,SEED,261
MT,MTV,2005,SEED,10,2008,2009,611,4539,611-4539,359.7,359.7,2.6,3.6,32,32,10.2,12.8,NULL,NULL,9.7,12.9,0.035,0.073,23.61,SEED,261
MT,MTV,2005,SEED,10,2009,2010,611,4539,611-4539,359.7,359.7,3.6,4.6,32,32,12.8,14.2,NULL,NULL,12.9,14.3,0.073,0.104,23.61,SEED,261
MT,MTV,2005,SEED,10,2010,2011,611,4539,611-4539,359.7,359.7,4.6,5.7,32,32,14.2,16.1,NULL,NULL,14.3,15.5,0.104,0.139,23.61,SEED,261
MT,MTV,2005,SEED,10,2011,2012,611,4539,611-4539,359.7,359.7,5.7,6.8,32,32,16.1,18.1,NULL,NULL,15.5,17,0.139,0.185,23.61,SEED,261
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,32,32,21.4,22.4,NULL,NULL,18.1,19.5,0.276,0.321,23.61,SEED,262
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,32,32,22.4,23.8,NULL,20.2,19.5,20.2,0.321,0.37,23.61,SEED,262
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,32,32,23.8,25.4,20.2,21.7,20.2,21.7,0.37,0.46,23.61,SEED,262
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,32,32,25.4,26.9,21.7,22.7,21.7,22.7,0.46,0.481,23.61,SEED,262
MT,MTV,2005,SEED,10,2007,2008,611,4539,611-4539,359.7,359.7,1.6,2.6,33,33,3.2,6.7,NULL,NULL,3.7,8,0.003,0.016,23.61,SEED,263
MT,MTV,2005,SEED,10,2008,2009,611,4539,611-4539,359.7,359.7,2.6,3.6,33,33,6.7,8.7,NULL,NULL,8,11.2,0.016,0.033,23.61,SEED,263
MT,MTV,2005,SEED,10,2009,2010,611,4539,611-4539,359.7,359.7,3.6,4.6,33,33,8.7,10.4,NULL,NULL,11.2,13,0.033,0.058,23.61,SEED,263
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,34,34,29.3,30.5,19.4,20.6,19.4,20.6,0.528,0.597,23.61,SEED,264
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,34,34,30.5,32.5,20.6,20.8,20.6,20.8,0.597,0.678,23.61,SEED,264
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,34,34,32.5,33.9,20.8,21.6,20.8,21.6,0.678,0.762,23.61,SEED,264
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,34,34,33.9,36.8,21.6,22.9,21.6,22.9,0.762,0.873,23.61,SEED,264
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,35,35,22.3,23.5,NULL,NULL,18.3,19.7,0.299,0.354,23.61,SEED,265
MT,MTV,2005,SEED,10,2007,2008,611,4539,611-4539,359.7,359.7,1.6,2.6,36,36,4.7,7.6,NULL,NULL,5,8.6,0.006,0.02,23.61,SEED,266
MT,MTV,2005,SEED,10,2008,2009,611,4539,611-4539,359.7,359.7,2.6,3.6,36,36,7.6,9.4,NULL,NULL,8.6,11.6,0.02,0.039,23.61,SEED,266
MT,MTV,2005,SEED,10,2009,2010,611,4539,611-4539,359.7,359.7,3.6,4.6,36,36,9.4,10.8,NULL,NULL,11.6,13.2,0.039,0.062,23.61,SEED,266
MT,MTV,2005,SEED,10,2007,2008,611,4539,611-4539,359.7,359.7,1.6,2.6,37,37,7.9,10.9,NULL,NULL,6.6,9.9,0.017,0.04,23.61,SEED,267
MT,MTV,2005,SEED,10,2008,2009,611,4539,611-4539,359.7,359.7,2.6,3.6,37,37,10.9,14.1,NULL,NULL,9.9,13.2,0.04,0.087,23.61,SEED,267
MT,MTV,2005,SEED,10,2009,2010,611,4539,611-4539,359.7,359.7,3.6,4.6,37,37,14.1,16.5,NULL,15,13.2,15,0.087,0.139,23.61,SEED,267
MT,MTV,2005,SEED,10,2010,2011,611,4539,611-4539,359.7,359.7,4.6,5.7,37,37,16.5,18.9,15,16.1,15,16.1,0.139,0.187,23.61,SEED,267
MT,MTV,2005,SEED,10,2011,2012,611,4539,611-4539,359.7,359.7,5.7,6.8,37,37,18.9,21.3,16.1,17,16.1,17,0.187,0.243,23.61,SEED,267
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,40,40,20.6,21.2,NULL,NULL,18,19.2,0.255,0.287,23.61,SEED,268
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,40,40,21.2,22.7,NULL,21.5,19.2,21.5,0.287,0.361,23.61,SEED,268
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,40,40,22.7,24.1,21.5,22.1,21.5,22.1,0.361,0.428,23.61,SEED,268
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,40,40,24.1,24.8,22.1,23.3,22.1,23.3,0.428,0.422,23.61,SEED,268
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,42,42,23.5,24.8,NULL,NULL,18.5,19.9,0.333,0.395,23.61,SEED,269
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,42,42,24.8,27.1,NULL,19.6,19.9,19.6,0.395,0.457,23.61,SEED,269
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,42,42,27.1,28.7,19.6,20.7,19.6,20.7,0.457,0.54,23.61,SEED,269
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,42,42,28.7,30.5,20.7,22,20.7,22,0.54,0.596,23.61,SEED,269
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,45,45,23,23.9,NULL,NULL,18.4,19.7,0.32,0.367,23.61,SEED,270
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,46,46,24.9,25.4,10,10.7,10,10.7,0.201,0.203,23.61,SEED,271
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,46,46,25.4,26.1,10.7,10.4,10.7,10.4,0.203,0.263,23.61,SEED,271
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,50,50,17.5,18.1,NULL,NULL,17.3,18.5,0.181,0.206,23.61,SEED,272
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,62,62,22.8,23.5,NULL,NULL,18.4,19.7,0.313,0.354,23.61,SEED,273
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,62,62,23.5,25,NULL,0,19.7,20.7,0.354,0.416,23.61,SEED,273
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,62,62,25,27.3,0,19,20.7,19,0.416,0.449,23.61,SEED,273
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,62,62,27.3,29.3,19,20.6,19,20.6,0.449,0.529,23.61,SEED,273
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,63,63,20.2,20.9,NULL,NULL,17.9,19.2,0.243,0.277,23.61,SEED,274
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,64,64,20.4,21,NULL,NULL,18,19.2,0.249,0.28,23.61,SEED,275
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,64,64,21,22.5,NULL,0,19.2,20.1,0.28,0.332,23.61,SEED,275
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,64,64,22.5,24.1,0,0,20.1,21,0.332,0.405,23.61,SEED,275
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,64,64,24.1,25.8,0,0,21,22,0.405,0.437,23.61,SEED,275
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,65,65,22,23.1,NULL,NULL,18.2,19.6,0.292,0.34,23.61,SEED,276
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,65,65,23.1,24.5,NULL,0,19.6,20.6,0.34,0.397,23.61,SEED,276
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,65,65,24.5,26,0,0,20.6,21.3,0.397,0.469,23.61,SEED,276
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,65,65,26,28,0,0,21.3,22.4,0.469,0.514,23.61,SEED,276
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,66,66,23.1,24.4,NULL,NULL,18.4,19.8,0.321,0.381,23.61,SEED,277
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,69,69,23,23.9,NULL,NULL,18.4,19.7,0.318,0.367,23.61,SEED,278
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,69,69,23.9,25.4,NULL,0,19.7,20.7,0.367,0.43,23.61,SEED,278
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,69,69,25.4,26,0,0,20.7,21.3,0.43,0.471,23.61,SEED,278
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,69,69,26,28.3,0,0,21.3,22.4,0.471,0.527,23.61,SEED,278
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,71,71,25.9,26.8,18.7,20,18.7,20,0.405,0.456,23.61,SEED,279
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,71,71,26.8,28.2,20,21.2,20,21.2,0.456,0.533,23.61,SEED,279
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,71,71,28.2,30.4,21.2,21.9,21.2,21.9,0.533,0.637,23.61,SEED,279
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,71,71,30.4,31.4,21.9,24.2,21.9,24.2,0.637,0.673,23.61,SEED,279
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,73,73,16.2,16.9,NULL,NULL,16.9,18.1,0.153,0.178,23.61,SEED,280
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,73,73,16.9,18,NULL,0,18.1,18.8,0.178,0.206,23.61,SEED,280
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,73,73,18,18.9,0,0,18.8,19.8,0.206,0.246,23.61,SEED,280
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,73,73,18.9,20.1,0,0,19.8,20.8,0.246,0.261,23.61,SEED,280
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,74,74,23.8,25.4,NULL,20,18.5,20,0.343,0.415,23.61,SEED,281
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,74,74,25.4,27.9,20,22,20,22,0.415,0.54,23.61,SEED,281
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,74,74,27.9,30.1,22,22.2,22,22.2,0.54,0.638,23.61,SEED,281
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,74,74,30.1,31.3,22.2,13.8,22.2,13.8,0.638,0.451,23.61,SEED,281
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,75,75,22.3,22.9,NULL,NULL,18.3,19.6,0.299,0.336,23.61,SEED,282
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,78,78,24.8,26.1,21,21.9,21,21.9,0.419,0.478,23.61,SEED,283
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,78,78,26.1,27.1,21.9,23.5,21.9,23.5,0.478,0.548,23.61,SEED,283
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,78,78,27.1,28.7,23.5,24.5,23.5,24.5,0.548,0.656,23.61,SEED,283
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,78,78,28.7,30.7,24.5,25.5,24.5,25.5,0.656,0.672,23.61,SEED,283
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,85,85,25.9,27.1,18.3,19.6,18.3,19.6,0.395,0.458,23.61,SEED,284
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,85,85,27.1,29.3,19.6,19.7,19.6,19.7,0.458,0.532,23.61,SEED,284
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,85,85,29.3,31.7,19.7,20.3,19.7,20.3,0.532,0.63,23.61,SEED,284
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,85,85,31.7,33.1,20.3,25.9,20.3,25.9,0.63,0.782,23.61,SEED,284
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,86,86,21.7,22.4,NULL,NULL,18.2,19.5,0.282,0.321,23.61,SEED,285
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,86,86,22.4,23.9,NULL,0,19.5,20.4,0.321,0.379,23.61,SEED,285
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,86,86,23.9,25.1,0,0,20.4,21.2,0.379,0.437,23.61,SEED,285
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,86,86,25.1,26.9,0,0,21.2,22.2,0.437,0.474,23.61,SEED,285
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,88,88,21.9,22.8,NULL,NULL,18.2,19.5,0.289,0.331,23.61,SEED,286
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,89,89,18.8,19.3,NULL,NULL,17.6,18.8,0.21,0.235,23.61,SEED,287
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,91,91,21,21.9,NULL,NULL,18.1,19.4,0.265,0.305,23.61,SEED,288
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,91,91,21.9,22.8,NULL,0,19.4,20.2,0.305,0.343,23.61,SEED,288
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,91,91,22.8,23.8,0,0,20.2,21,0.343,0.395,23.61,SEED,288
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,91,91,23.8,24.5,0,0,21,21.8,0.395,0.394,23.61,SEED,288
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,93,93,21.3,22.2,NULL,NULL,18.1,19.4,0.272,0.314,23.61,SEED,289
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,97,97,24.6,25.3,NULL,NULL,18.6,20,0.366,0.41,23.61,SEED,290
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,97,97,25.3,26.4,NULL,0,20,20.9,0.41,0.464,23.61,SEED,290
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,97,97,26.4,27.1,0,21.9,20.9,21.9,0.464,0.521,23.61,SEED,290
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,97,97,27.1,28.8,21.9,22,21.9,22,0.521,0.537,23.61,SEED,290
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,98,98,21.2,22.2,NULL,NULL,18.1,19.4,0.269,0.314,23.61,SEED,291
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,99,99,22.2,23.3,NULL,NULL,18.3,19.6,0.296,0.348,23.61,SEED,292
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,99,99,23.3,24.8,NULL,0,19.6,20.6,0.348,0.409,23.61,SEED,292
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,99,99,24.8,26.6,0,21.8,20.6,21.8,0.409,0.501,23.61,SEED,292
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,99,99,26.6,28,21.8,21.9,21.8,21.9,0.501,0.506,23.61,SEED,292
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,101,101,21.5,22.6,NULL,NULL,18.2,19.5,0.278,0.327,23.61,SEED,293
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,101,101,22.6,24,NULL,0,19.5,20.5,0.327,0.382,23.61,SEED,293
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,101,101,24,25.2,0,0,20.5,21.2,0.382,0.443,23.61,SEED,293
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,101,101,25.2,25.6,0,0,21.2,22,0.443,0.43,23.61,SEED,293
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,103,103,19.8,20.8,NULL,NULL,17.8,19.1,0.233,0.274,23.61,SEED,294
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,103,103,20.8,21.8,NULL,0,19.1,19.9,0.274,0.311,23.61,SEED,294
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,103,103,21.8,22.8,0,0,19.9,20.8,0.311,0.361,23.61,SEED,294
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,103,103,22.8,23.5,0,0,20.8,21.6,0.361,0.36,23.61,SEED,294
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,106,106,21.4,22.2,NULL,NULL,18.1,19.4,0.274,0.315,23.61,SEED,295
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,106,106,22.2,23.7,NULL,0,19.4,20.4,0.315,0.371,23.61,SEED,295
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,106,106,23.7,25.3,0,0,20.4,21.2,0.371,0.446,23.61,SEED,295
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,106,106,25.3,26.7,0,0,21.2,22.2,0.446,0.469,23.61,SEED,295
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,108,108,20.2,21.1,NULL,NULL,17.9,19.2,0.243,0.284,23.61,SEED,296
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,108,108,21.1,23.4,NULL,0,19.2,20.3,0.284,0.361,23.61,SEED,296
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,108,108,23.4,25,0,0,20.3,21.2,0.361,0.436,23.61,SEED,296
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,108,108,25,26.2,0,0,21.2,22.1,0.436,0.451,23.61,SEED,296
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,112,112,21.4,22.2,NULL,NULL,18.1,19.4,0.276,0.314,23.61,SEED,297
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,115,115,23.1,24.2,NULL,NULL,18.4,19.8,0.323,0.376,23.61,SEED,298
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,115,115,24.2,25.8,NULL,0,19.8,20.8,0.376,0.443,23.61,SEED,298
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,115,115,25.8,27.1,0,22.3,20.8,22.3,0.443,0.532,23.61,SEED,298
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,115,115,27.1,27.4,22.3,22.4,22.3,22.4,0.532,0.495,23.61,SEED,298
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,119,119,18.8,19.6,NULL,NULL,17.6,18.9,0.209,0.244,23.61,SEED,299
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,119,119,19.6,21.2,NULL,0,18.9,19.8,0.244,0.293,23.61,SEED,299
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,119,119,21.2,22.4,0,0,19.8,20.7,0.293,0.348,23.61,SEED,299
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,119,119,22.4,23.8,0,0,20.7,21.7,0.348,0.371,23.61,SEED,299
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,124,124,21.1,22.3,NULL,NULL,18.1,19.4,0.266,0.317,23.61,SEED,300
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,124,124,22.3,23.9,NULL,0,19.4,20.4,0.317,0.379,23.61,SEED,300
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,124,124,23.9,24.7,0,0,20.4,21.1,0.379,0.425,23.61,SEED,300
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,124,124,24.7,25.8,0,0,21.1,22,0.425,0.437,23.61,SEED,300
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,126,126,20.3,21.4,NULL,NULL,17.9,19.3,0.247,0.291,23.61,SEED,301
MT,MTV,2005,SEED,10,2014,2015,611,4539,611-4539,1256.6,1256.6,8.9,9.6,126,126,21.4,22.5,NULL,0,19.3,20.1,0.291,0.334,23.61,SEED,301
MT,MTV,2005,SEED,10,2015,2016,611,4539,611-4539,1256.6,1256.6,9.6,10.7,126,126,22.5,23.3,0,0,20.1,20.9,0.334,0.377,23.61,SEED,301
MT,MTV,2005,SEED,10,2016,2017,611,4539,611-4539,1256.6,1256.6,10.7,11.8,126,126,23.3,23.6,0,0,20.9,21.6,0.377,0.363,23.61,SEED,301
MT,MTV,2005,SEED,10,2013,2014,611,4539,611-4539,1256.6,1256.6,7.7,8.9,129,129,19,19.7,NULL,NULL,17.7,18.9,0.215,0.246,23.61,SEED,302
