Nome;Origem;MesFlorescimento;Fases
Sedum annuum L.;nativa;3;0
Sedum atratum L.;nativa;3;0
Sedum dasyphyllum L.;nativa;3;0
Sedum forsterianum Sm.;nativa;3;0
Sedum maximum (L.) Hoffm.;nativa;3;0
Sedum rubens L.;nativa;2;0
Sedum rupestre L.;nativa;3;0
Sedum sexangulare L.;nativa;3;0
Sedum telephium L. s. str.;nativa;3;0
Sedum villosum L.;nativa;2;0
Selaginella helvetica (L.) Spring;nativa;2;0
Selaginella selaginoides (L.) Schrank & Mart.;nativa;3;0
Selinum carvifolia (L.) L.;nativa;2;0
Sempervivum arachnoideum L.;nativa;3;0
Sempervivum tectorum L.;nativa;3;0
Senecio abrotanifolius L.;nativa;3;0
Senecio alpinus (L.) Scop.;nativa;3;0
Senecio aquaticus Hill s. str.;nativa;2;0
Senecio doronicum (L.) L.;nativa;2;0
Senecio erraticus Bertol.;nativa;4;0
Senecio erucifolius L.;nativa;3;0
Senecio germanicus Wallr.;nativa;3;0
Senecio hercynicus Herborg;nativa;3;0
Senecio incanus L.;nativa;3;0
Senecio jacobaea L.;nativa;3;0
Senecio ovatus (Gaertn., B. Mey. & Scherb.) Willd.;nativa;3;0
Senecio paludosus L.;nativa;2;0
Senecio rupestris Waldst. & Kit.;nativa;4;0
Senecio sarracenicus L.;nativa;2;0
Senecio subalpinus Koch;nativa;3;0
Senecio sylvaticus L.;nativa;3;0
Senecio viscosus L.;nativa;5;2
Senecio vulgaris L.;nativa;10;2
Serratula tinctoria L. s. l.;nativa;3;0
Seseli annuum L.;nativa;3;0
Seseli hippomarathrum Jacq.;nativa;3;0
Seseli libanotis (L.) Koch;nativa;2;0
Seseli montanum L.;nativa;3;0
Sesleria albicans Kit. ex Schult.;nativa;3;0
Sibbaldia procumbens L.;nativa;3;0
Silaum silaus (L.) Schinz & Thell.;nativa;4;0
Silene acaulis (L.) Jacq. s. str.;nativa;4;0
Silene armeria L.;nativa;4;0
Silene chlorantha (Willd.) Ehrh.;nativa;3;0
Silene conica L.;nativa;2;0
Silene dioica (L.) Clairv.;nativa;6;0
Silene latifolia Poir.;nativa;4;0
Silene nutans L.;nativa;4;0
Silene otites (L.) Wibel;nativa;4;0
Silene pusilla Waldst. & Kit.;nativa;4;0
Silene rupestris L.;nativa;2;0
Silene tatarica (L.) Pers.;nativa;3;0
Silene viscosa (L.) Pers.;nativa;3;0
Silene vulgaris (Moench) Garcke s. l.;nativa;5;0
Sisymbrium austriacum Jacq.;nativa;2;0
Sisymbrium strictissimum L.;nativa;2;0
Sium latifolium L.;nativa;2;0
Solanum dulcamara L.;nativa;3;0
Soldanella alpicola F. K. Mey.;nativa;2;0
Soldanella alpina L.;nativa;4;0
Soldanella austriaca Vierh.;nativa;3;0
Soldanella minima Hoppe s. str.;nativa;2;0
Soldanella montana Willd.;nativa;2;0
Solidago virgaurea L.;nativa;4;0
Sonchus arvensis L.;nativa;4;0
Sonchus asper (L.) Hill;nativa;5;0
Sonchus oleraceus L.;nativa;5;0
Sonchus palustris L.;nativa;3;0
Sorbus acutisecta Reuther & O. Schwarz (Sorbus aria s.l. x S. torminalis);nativa;2;0
Sorbus aria (L.) Crantz s. str.;nativa;2;0
Sorbus aucuparia L.;nativa;2;0
Sorbus chamaemespilus (L.) Crantz;nativa;2;0
Sorbus danubialis (J†v.) K†rp†ti;nativa;2;0
Sorbus domestica L.;nativa;1;0
Sorbus graeca (Spach) Lodd. ex Schauer;nativa;1;0
Sorbus mougeotii Soy.-Will. & Godr.;nativa;2;0
Sorbus multicrenata Bornm. ex DÅll (Sorbus aria s.l. x S. torminalis);nativa;2;0
Sorbus pannonica K†rp†ti;nativa;1;0
Sorbus torminalis (L.) Crantz;nativa;2;0
Sparganium angustifolium Michx.;nativa;3;0
Sparganium emersum Rehmann;nativa;2;0
Sparganium erectum L. s. l.;nativa;3;0
Sparganium natans L.;nativa;2;0
Spergula morisonii Boreau;nativa;3;0
Spergula pentandra L.;nativa;2;0
Spergularia echinosperma (Celak.) Asch. & Graebn.;nativa;5;0
Spergularia media (L.) C. Presl;nativa;3;0
Spergularia salina J. Presl & C. Presl;nativa;5;0
Spiranthes aestivalis (Poir.) Rich.;nativa;2;0
Spiranthes spiralis (L.) Chevall.;nativa;3;0
Spirodela polyrhiza (L.) Schleid.;nativa;2;0
Stachys alpina L.;nativa;3;0
Stachys germanica L.;nativa;3;0
Stachys palustris L.;nativa;4;0
Stachys recta L.;nativa;5;0
Stachys sylvatica L.;nativa;4;0
Stachys x ambigua Sm. (Stachys palustris x S. sylvatica);nativa;4;0
Staphylea pinnata L.;nativa;2;0
Stellaria alsine Grimm;nativa;3;0
Stellaria crassifolia Ehrh.;nativa;2;0
Stellaria graminea L.;nativa;3;0
Stellaria holostea L.;nativa;2;0
Stellaria longifolia Muhl. ex Willd.;nativa;3;0
Stellaria neglecta Weihe;nativa;4;0
Stellaria nemorum L. s. l.;nativa;5;0
Stellaria palustris Hoffm.;nativa;3;0
Stipa borysthenica Klokov ex Prokudin;nativa;1;0
Stipa capillata L.;nativa;2;0
Stipa dasyphylla (Czern. ex Lindem.) Trautv.;nativa;2;0
Stipa eriocaulis Borb†s;nativa;2;0
Stipa pennata L. s. str.;nativa;2;0
Stipa pulcherrima K. Koch s. l.;nativa;2;0
Stipa tirsa Steven;nativa;2;0
Stratiotes aloides L.;nativa;4;0
Streptopus amplexifolius (L.) DC.;nativa;2;0
Suaeda maritima (L.) Dumort.;nativa;3;0
Subularia aquatica L.;nativa;2;0
Succisa pratensis Moench;nativa;3;0
Swertia perennis L.;nativa;3;0
Symphytum officinale L. s. l.;nativa;3;0
Symphytum tuberosum L.;nativa;2;0
Tamus communis L.;nativa;2;0
Tanacetum corymbosum (L.) Sch. Bip.;nativa;3;0
Taraxacum sect. Alpina Hegetschw.;nativa;4;0
Taraxacum sect. Erythrosperma  (Willd.) DC.;nativa;3;0
Taraxacum sect. Naevosa  Dahlst.;nativa;3;0
Taraxacum sect. Palustria  (Lyons) Symons;nativa;3;0
Taraxacum sect. Ruderalia  Wiggers;nativa;8;2
Taxus baccata L.;nativa;3;0
Teesdalia nudicaulis (L.) R. Br.;nativa;2;0
Tephroseris crispa (Jacq.) Rchb.;nativa;2;0
Tephroseris helenitis (L.) B. Nord.;nativa;2;0
Tephroseris integrifolia (L.) Holub;nativa;2;0
Tephroseris palustris (L.) Fourr.;nativa;2;0
Tephroseris tenuifolia (Gaudin) Holub;nativa;3;0
Tetragonolobus maritimus (L.) Roth;nativa;2;0
Teucrium chamaedrys L.;nativa;2;0
Teucrium montanum L.;nativa;3;0
Teucrium scordium L.;nativa;2;0
Teucrium scorodonia L.;nativa;3;0
Thalictrum aquilegiifolium L.;nativa;3;0
Thalictrum flavum L.;nativa;2;0
Thalictrum lucidum L.;nativa;2;0
Thalictrum minus L.;nativa;4;0
Thalictrum morisonii C. C. Gmel.;nativa;2;0
Thalictrum simplex L.;nativa;2;0
Thelypteris palustris Schott;nativa;3;0
Thesium alpinum L.;nativa;2;0
Thesium bavarum Schrank;nativa;4;0
Thesium ebracteatum Hayne;nativa;2;0
Thesium linophyllon L.;nativa;2;0
Thesium pyrenaicum Pourr.;nativa;2;0
Thesium rostratum Mert. & W. D. J. Koch;nativa;3;0
Thlaspi caerulescens J. Presl & C. Presl s. str.;nativa;3;0
Thlaspi cepaeifolium (Wulfen) W. D. J. Koch;nativa;4;0
Thlaspi montanum L.;nativa;2;0
Thlaspi perfoliatum L.;nativa;4;0
Thymelaea passerina (L.) Coss. & Germ.;nativa;2;0
Thymus praecox Opiz s. l.;nativa;3;0
Thymus pulegioides L. s. l.;nativa;5;0
Thymus serpyllum L.;nativa;3;0
Tilia cordata Mill.;nativa;2;0
Tilia platyphyllos Scop.;nativa;1;0
Tilia x vulgaris Hayne (Tilia cordata x T. platyphyllos);nativa;2;0
Tofieldia calyculata (L.) Wahlenb.;nativa;2;0
Tofieldia pusilla (Michx.) Pers.;nativa;2;0
Tolpis staticifolia (All.) Sch. Bip.;nativa;4;0
Torilis japonica (Houtt.) DC.;nativa;3;0
Tozzia alpina L.;nativa;3;0
Tragopogon dubius Scop.;nativa;3;0
Tragopogon minor Mill.;nativa;3;0
Tragopogon orientalis L.;nativa;3;0
Tragopogon pratensis L. s. str.;nativa;3;0
Trapa natans L.;nativa;2;0
Traunsteinera globosa (L.) Rchb.;nativa;2;0
Trichophorum alpinum (L.) Pers.;nativa;2;0
Trichophorum cespitosum (L.) Hartm. s. l.;nativa;2;0
Trientalis europaea L.;nativa;3;0
Trifolium alpestre L.;nativa;3;0
Trifolium arvense L.;nativa;4;0
Trifolium aureum Pollich;nativa;2;0
Trifolium badium Schreb.;nativa;2;0
Trifolium campestre Schreb.;nativa;4;0
Trifolium dubium Sibth.;nativa;5;0
Trifolium fragiferum L.;nativa;4;0
Trifolium hybridum L.;nativa;5;0
Trifolium medium L.;nativa;3;0
Trifolium melilotus-ornithopodioides L.;nativa;2;0
Trifolium micranthum Viv.;nativa;3;0
Trifolium montanum L.;nativa;3;0
Trifolium ochroleucon Huds.;nativa;2;0
Trifolium pratense L.;nativa;4;0
Trifolium repens L.;nativa;5;0
Trifolium retusum L.;nativa;2;0
Trifolium rubens L.;nativa;2;0
Trifolium spadiceum L.;nativa;2;0
Trifolium thalii Vill.;nativa;2;0
Triglochin maritimum L.;nativa;3;0
Triglochin palustre L.;nativa;3;0
Trinia glauca (L.) Dumort.;nativa;3;0
Tripleurospermum maritimum (L.) W. D. J. Koch;nativa;5;0
Trisetum distichophyllum (Vill.) P. Beauv.;nativa;2;0
Trisetum flavescens (L.) P. Beauv.;nativa;2;0
Trisetum spicatum (L.) K. Richt.;nativa;2;0
Trollius europaeus L.;nativa;2;0
Tuberaria guttata (L.) Fourr.;nativa;4;0
Tussilago farfara L.;nativa;2;0
Typha angustifolia L.;nativa;2;0
Typha latifolia L.;nativa;2;0
Typha minima Hoppe;nativa;2;0
Typha shuttleworthii W. D. J. Koch & Sond.;nativa;3;0
Ulmus glabra Huds.;nativa;2;0
Ulmus laevis Pall.;nativa;2;0
Ulmus minor Mill.;nativa;2;0
Ulmus x hollandica Mill. (Ulmus minor x U. glabra);nativa;2;0
Urtica dioica L. s. l.;nativa;4;0
Urtica kioviensis Rogow.;nativa;2;0
Utricularia australis R. Br.;nativa;3;0
Utricularia bremii Heer;nativa;3;0
Utricularia intermedia Hayne;nativa;2;0
Utricularia minor L. s. str.;nativa;3;0
Utricularia ochroleuca R. W. Hartm.;nativa;2;0
Utricularia stygia G. Thor;nativa;2;0
Utricularia vulgaris L.;nativa;3;0
Vaccinium myrtillus L.;nativa;5;0
Vaccinium oxycoccos L. (s. l.);nativa;3;0
Vaccinium uliginosum L. s. l.;nativa;3;0
Vaccinium vitis-idaea L.;nativa;4;0
Valeriana dioica L.;nativa;2;0
Valeriana montana L.;nativa;4;0
Valeriana officinalis L. s. str.;nativa;4;0
Valeriana pratensis Dierb.;nativa;2;0
Valeriana procurrens Wallr.;nativa;3;0
Valeriana sambucifolia J. C. Mikan ex Pohl;nativa;2;0
Valeriana saxatilis L.;nativa;3;0
Valeriana supina Ard.;nativa;2;0
Valeriana tripteris L.;nativa;4;0
Valeriana versifolia BrÅgger;nativa;3;0
Valeriana wallrothii Kreyer;nativa;2;0
Valerianella carinata Loisel.;nativa;2;0
Valerianella dentata (L.) Pollich;nativa;3;0
Valerianella rimosa Bastard;nativa;2;0
Ventenata dubia (Leers) Coss.;nativa;1;0
Veratrum album L.;nativa;3;0
Verbascum blattaria L.;nativa;3;0
Verbascum densiflorum Bertol.;nativa;3;0
Verbascum lychnitis L.;nativa;3;0
Verbascum nigrum L.;nativa;4;0
Verbascum phlomoides L.;nativa;2;0
Verbascum phoeniceum L.;nativa;3;0
Verbascum pulverulentum Vill.;nativa;2;0
Verbascum thapsus L.;nativa;3;0
Veronica acinifolia L.;nativa;3;0
Veronica alpina L.;nativa;2;0
Veronica anagallis-aquatica L.;nativa;6;0
Veronica anagalloides Guss.;nativa;5;0
Veronica aphylla L.;nativa;3;0
Veronica austriaca L. s. str.;nativa;3;0
Veronica beccabunga L.;nativa;4;0
Veronica bellidioides L.;nativa;2;0
Veronica catenata Pennell;nativa;5;0
Veronica chamaedrys L. s. l.;nativa;3;0
Veronica dillenii Crantz;nativa;2;0
Veronica fruticans Jacq.;nativa;3;0
Veronica fruticulosa L.;nativa;2;0
Veronica hederifolia L. s. l.;nativa;3;0
Veronica jacquinii Baumg.;nativa;3;0
Veronica montana L.;nativa;2;0
Veronica officinalis L.;nativa;3;0
Veronica praecox All.;nativa;3;0
Veronica prostrata L. s. l.;nativa;4;0
Veronica scutellata L.;nativa;4;0
Veronica serpyllifolia L.;nativa;5;0
Veronica teucrium L.;nativa;3;0
Veronica urticifolia Jacq.;nativa;3;0
Veronica verna L.;nativa;2;0
Viburnum lantana L.;nativa;3;0
Viburnum opulus L.;nativa;2;0
Vicia cassubica L.;nativa;2;0
Vicia cracca L. s. str.;nativa;3;0
Vicia dumetorum L.;nativa;3;0
Vicia hirsuta (L.) Gray;nativa;2;0
Vicia lathyroides L.;nativa;3;0
Vicia oroboides Wulfen;nativa;3;0
Vicia orobus DC.;nativa;2;0
Vicia parviflora Cav.;nativa;2;0
Vicia pisiformis L.;nativa;3;0
Vicia sepium L.;nativa;2;0
Vicia sylvatica L.;nativa;3;0
Vicia tenuifolia Roth s. str.;nativa;3;0
Vicia tetrasperma (L.) Schreb.;nativa;2;0
Vincetoxicum hirundinaria Medik.;nativa;4;0
Viola alba Besser;nativa;2;0
Viola ambigua Waldst. & Kit.;nativa;2;0
Viola biflora L.;nativa;4;0
Viola calaminaria (DC.) Lej. s. str.;nativa;3;0
Viola calcarata L.;nativa;2;0
Viola canina L. s. str.;nativa;2;0
Viola collina Besser;nativa;2;0
Viola elatior Fr.;nativa;3;0
Viola epipsila Ledeb.;nativa;2;0
Viola guestphalica Nauenb.;nativa;6;0
Viola hirta L.;nativa;2;0
Viola kitaibeliana Schult.;nativa;2;0
Viola mirabilis L.;nativa;3;0
Viola montana L.;nativa;2;0
Viola palustris L.;nativa;2;0
Viola pumila Chaix;nativa;2;0
Viola pyrenaica Ramond ex DC.;nativa;2;0
Viola reichenbachiana Jord. ex Boreau;nativa;3;0
Viola riviniana Rchb.;nativa;3;0
Viola rupestris F. W. Schmidt;nativa;2;0
Viola schultzii Billot;nativa;2;0
Viola stagnina Kit. Ex Schult.;nativa;2;0
Viola tricolor L.;nativa;6;0
Viola uliginosa Besser;nativa;2;0
Virga pilosa (L.) Hill;nativa;2;0
Viscum album L. s. str.;nativa;4;0
Viscum laxum Boiss. & Reut s. l.;nativa;3;0
Vulpia bromoides (L.) Gray;nativa;3;0
Vulpia myuros (L.) C. C. Gmel.;nativa;5;0
Wahlenbergia hederacea (L.) Rchb.;nativa;4;0
Willemetia stipitata (Jacq.) Dalla Torre;nativa;3;0
Woodsia alpina (Bolton) Gray;nativa;2;0
Woodsia ilvensis (L.) R. Br.;nativa;2;0
Woodsia pulchella Bertol.;nativa;2;0
X Calammophila baltica (FlÅggÇ ex Schrad.) Brand (Ammophila arenaria x Calamagrostis epigejos);nativa;2;0
Zannichellia palustris L.;nativa;5;0
Zostera marina L.;nativa;4;0
Zostera noltii Hornem.;nativa;3;0
Acer negundo L.;exotica;1;0
Achillea crithmifolia Waldst. & Kit.;exotica;6;0
Achillea roseoalba Ehrend.;exotica;6;0
Aconogonon polystachyum (Wall. ex Meisn.) Small;exotica;2;0
Acorus calamus L.;exotica;2;0
Acroptilon repens (L.) DC.;exotica;3;0
Adonis annua L.;exotica;4;0
Aesculus hippocastanum L.;exotica;2;0
Agrostis castellana Boiss. & Reut.;exotica;2;0
Agrostis scabra Willd.;exotica;2;0
Ailanthus altissima (Mill.) Swingle;exotica;1;0
Aira elegantissima Schur;exotica;4;0
Alcea rosea L.;exotica;5;0
Alchemilla mollis (Buser) Rothm.;exotica;3;0
Alchemilla splendens Christ ex Gremli;exotica;5;0
Allium ampeloprasum L.;exotica;3;0
Allium atropurpureum Waldst. & Kit.;exotica;1;0
Allium cepa L.;exotica;3;0
Allium fistulosum L.;exotica;3;0
Allium flavum L.;exotica;3;0
Allium nigrum L.;exotica;2;0
Allium paradoxum (M. Bieb.) G. Don;exotica;2;0
Allium sativum L.;exotica;2;0
Alyssum murale Waldst. & Kit.;exotica;2;0
Alyssum saxatile L.;exotica;2;0
Amaranthus albus L.;exotica;4;0
Amaranthus blitoides S. Watson;exotica;3;0
Amaranthus bouchonii Thell.;exotica;5;0
Amaranthus caudatus L.;exotica;3;0
Amaranthus chlorostachys Willd. s. str.;exotica;4;0
Amaranthus crispus (Lesp. & Thevenau) N. Terracc.;exotica;3;0
Amaranthus cruentus L. s. str.;exotica;4;0
Amaranthus deflexus L.;exotica;5;0
Amaranthus emarginatus Moq. ex Uline & W. L. Bray;exotica;4;0
Amaranthus graecizans L.;exotica;3;0
Amaranthus hypochondriacus L. s. str.;exotica;3;0
Amaranthus powellii S. Watson;exotica;3;0
Amaranthus retroflexus L.;exotica;3;0
Amaranthus standleyanus Parodi ex Covas;exotica;4;0
Ambrosia artemisiifolia L.;exotica;3;0
Ambrosia coronopifolia Torr. & A. Gray;exotica;3;0
Ambrosia trifida L.;exotica;3;0
Amelanchier alnifolia (Nutt.) Nutt.;exotica;2;0
Amelanchier lamarckii F. G. Schroed.;exotica;2;0
Amelanchier spicata (Lam.) K. Koch;exotica;2;0
Ammi majus L.;exotica;4;0
Amorpha fruticosa L.;exotica;4;0
Anaphalis margaritacea (L.) Benth.;exotica;3;0
Anchusa azurea Mill.;exotica;5;0
Anethum graveolens L.;exotica;3;0
Anthoxanthum aristatum Boiss.;exotica;3;0
Antirrhinum majus L.;exotica;4;0
Apera interrupta (L.) P. Beauv.;exotica;2;0
Arabis caucasica Willd.;exotica;2;0
Arabis collina Ten.;exotica;3;0
Armoracia rusticana Gaertn., B. Mey. & Scherb.;exotica;3;0
Aronia x prunifolia (Marshall) Rehder (Aronia arbutifolia x A. melanocarpa);exotica;2;0
Artemisia abrotanum L.;exotica;4;0
Artemisia annua L.;exotica;3;0
Artemisia austriaca Jacq.;exotica;3;0
Artemisia biennis Willd.;exotica;3;0
Artemisia dracunculus L.;exotica;2;0
Artemisia siversiana Ehrh. ex Willd.;exotica;2;0
Artemisia tournefortiana Rchb.;exotica;2;0
Artemisia verlotiorum Lamotte;exotica;3;0
Asarina procumbens Mill.;exotica;3;0
Asclepias syriaca L.;exotica;3;0
Asplenium foreziense Legrand;exotica;4;0
Aster laevis L.;exotica;2;0
Aster lanceolatus Willd. s. str.;exotica;3;0
Aster novae-angliae L.;exotica;3;0
Aster novi-belgii L.;exotica;2;0
Aster parviflorus Nees;exotica;3;0
Aster x salignus Willd. (Aster lanceolatus x A. novi-belgii);exotica;3;0
Aster x versicolor Willd. (Aster laevis x A. novi-belgii);exotica;2;0
Astragalus onobrychis L.;exotica;2;0
Atriplex hortensis L.;exotica;3;0
Atriplex micrantha Ledeb.;exotica;3;0
Atriplex tatarica L.;exotica;3;0
Avena sterilis L.;exotica;3;0
Azolla filiculoides Lam.;exotica;3;0
Azolla mexicana C. Presl;exotica;3;0
Barbarea intermedia Boreau;exotica;2;0
Barbarea verna (Mill.) Asch.;exotica;3;0
Bassia scoparia (L.) Voss;exotica;4;0
Beckmannia syzigachne (Steud.) Fernald;exotica;4;0
Berberis thunbergii DC.;exotica;1;0
Berteroa incana (L.) DC.;exotica;5;0
Bidens connata Muhl. ex Willd.;exotica;3;0
Bidens frondosa L.;exotica;2;0
Bifora radians M. Bieb.;exotica;4;0
Borago officinalis L.;exotica;2;0
Brassica elongata Ehrh.;exotica;4;0
Brassica juncea (L.) Czern.;exotica;4;0
Brassica napus L.;exotica;6;0
Brassica nigra (L.) W. D. J. Koch;exotica;4;0
Brassica rapa L.;exotica;6;0
Bromus carinatus Hook. & Arnott;exotica;6;0
Bromus catharticus M. Vahl;exotica;4;0
Bromus japonicus Thunb.;exotica;2;0
Bromus madritensis L.;exotica;3;0
Bromus squarrosus L.;exotica;2;0
Buddleja davidii Franch.;exotica;2;0
Bunias erucago L.;exotica;3;0
Bunias orientalis L.;exotica;4;0
Bupleurum gerardii All.;exotica;2;0
Calepina irregularis (Asso) Thell.;exotica;2;0
Callistephus chinensis (L.) Nees;exotica;4;0
Calystegia pulchra Brummitt & Heywood;exotica;4;0
Calystegia silvatica (Kit.) Griseb.;exotica;4;0
Campanula alliariifolia Willd.;exotica;2;0
Campanula medium L.;exotica;4;0
Campanula rhomboidalis L.;exotica;3;0
Cannabis sativa L. s. l.;exotica;2;0
Caragana arborescens Lam.;exotica;1;0
Cardaria draba (L.) Desv.;exotica;3;0
Carex crawfordii Fernald;exotica;2;0
Carex vulpinoidea Michx.;exotica;2;0
Carlina acanthifolia All.;exotica;3;0
Carthamus tinctorius L.;exotica;2;0
Catapodium rigidum (L.) C. E. Hubb. ex Dony;exotica;5;0
Celosia argentea L.;exotica;3;0
Centaurea calcitrapa L.;exotica;2;0
Centaurea diffusa Lam.;exotica;2;0
Centaurea nigrescens Willd.;exotica;3;0
Centaurea solstitialis L.;exotica;3;0
Centranthus ruber (L.) DC.;exotica;3;0
Cerastium tomentosum L.;exotica;3;0
Ceratocephala testiculata (Crantz) Roth;exotica;3;0
Chaenomeles speciosa (Sweet) Nakai;exotica;2;0
Chamaemelum nobile (L.) All.;exotica;4;0
Chamaesyce canescens (L.) Prokh.;exotica;4;0
Chamaesyce humifusa (Willd.) Prokh.;exotica;4;0
Chamaesyce maculata (L.) Small;exotica;5;0
Chamaesyce nutans (Lag.) Small;exotica;3;0
Chamaesyce prostrata (Aiton) Small;exotica;2;0
Chamaesyce serpens (Kunth) Small;exotica;4;0
Chenopodium ambrosioides L.;exotica;4;0
Chenopodium berlandieri Moq.;exotica;4;0
Chenopodium botrys L.;exotica;2;0
Chenopodium capitatum (L.) Asch.;exotica;3;0
Chenopodium foliosum Asch.;exotica;3;0
Chenopodium hircinum Schrad.;exotica;4;0
Chenopodium pratericola Rydb.;exotica;3;0
Chenopodium probstii Aellen;exotica;2;0
Chenopodium pumilio R. Br.;exotica;4;0
Chenopodium schraderianum Schult.;exotica;3;0
Chenopodium strictum Roth;exotica;3;0
Chionodoxa forbesii Baker;exotica;2;0
Chionodoxa luciliae Boiss.;exotica;2;0
Chionodoxa sardensis Whittall ex Barr & Sugden;exotica;2;0
Cicerbita macrophylla (Willd.) Wallr.;exotica;2;0
Cichorium endivia L.;exotica;3;0
Cirsium dissectum (L.) Hill;exotica;2;0
Claytonia perfoliata Donn ex Willd.;exotica;3;0
Claytonia sibirica L.;exotica;3;0
Cnicus benedictus L.;exotica;3;0
Collomia grandiflora Douglas ex Lindl.;exotica;2;0
Colutea arborescens L.;exotica;3;0
Conopodium majus (Gouan) Loret;exotica;2;0
Consolida ajacis (L.) Schur;exotica;3;0
Consolida hispanica (Costa) Greuter & Burdet;exotica;3;0
Conyza albida Willd. ex Spreng.;exotica;3;0
Conyza bonariensis (L.) Cronquist;exotica;4;0
Conyza canadensis (L.) Cronquist;exotica;4;0
Coriandrum sativum L.;exotica;2;0
Corispermum leptopterum (Asch.) Iljin;exotica;3;0
Corispermum marschallii Steven;exotica;3;0
Cornus alba L.;exotica;2;0
Cornus sericea L.;exotica;2;0
Coronopus didymus (L.) Sm.;exotica;3;0
Cosmos bipinnatus Cav.;exotica;3;0
Cotinus coggygria Scop.;exotica;2;0
Cotoneaster acuminatus Lindl.;exotica;2;0
Cotoneaster acutifolius Turcz.;exotica;2;0
Cotoneaster bullatus Bois;exotica;2;0
Cotoneaster dielsianus E. Pritz.;exotica;2;0
Cotoneaster divaricatus Rehder & E. Wilson;exotica;2;0
Cotoneaster horizontalis Decne.;exotica;1;0
Cotoneaster roseus Edgew.;exotica;2;0
Cotoneaster simonsii Baker;exotica;1;0
Cotula coronopifolia L.;exotica;2;0
Crassula helmsii (Kirk) Cockayne;exotica;2;0
Crepis nicaeensis Balb.;exotica;2;0
Crepis setosa Haller f.;exotica;4;0
Crocus vernus (L.) Hill s. str.;exotica;3;0
Cuscuta campestris Yunck.;exotica;3;0
Cuscuta gronovii Willd. ex Roem. & Schult.;exotica;2;0
Cuscuta scandens Brot.;exotica;4;0
Cuscuta suaveolens Ser.;exotica;2;0
Cuscuta trifolii Bab. & Gibson;exotica;3;0
Cydonia oblonga Mill.;exotica;2;0
Cymbalaria muralis Gaertn., B. Mey. & Scherb.;exotica;4;0
Cynodon dactylon (L.) Pers.;exotica;3;0
Cynosurus echinatus L.;exotica;1;0
Cyperus eragrostis Lam.;exotica;3;0
Cyperus esculentus L.;exotica;3;0
Cytisus striatus (Hill) Rothm.;exotica;3;0
Datura stramonium L.;exotica;5;0
Delphinium elatum L.;exotica;2;0
Dianthus barbatus L.;exotica;4;0
Dianthus caryophyllus L.;exotica;2;0
Dianthus plumarius L.;exotica;3;0
Digitalis lanata Ehrh.;exotica;2;0
Diplotaxis muralis (L.) DC.;exotica;4;0
Diplotaxis tenuifolia (L.) DC.;exotica;6;0
Diplotaxis viminea (L.) DC.;exotica;4;0
Dipsacus laciniatus L.;exotica;2;0
Dipsacus sativus (L.) Honck.;exotica;2;0
Dittrichia graveolens (L.) Greuter;exotica;3;0
Dorycnium hirsutum (L.) Ser.;exotica;3;0
Draba nemorosa L.;exotica;2;0
Dryopteris oreades Fomin;exotica;3;0
Duchesnea indica (Andrews) Focke;exotica;6;0
Echinochloa muricata (P. Beauv.) Fernald;exotica;4;0
Echinocystis lobata (Michx.) Torr. & A. Gray;exotica;3;0
Echinops banaticus Rochel ex Schrader;exotica;3;0
Echinops exaltatus Schrad.;exotica;3;0
Echinops sphaerocephalus L.;exotica;3;0
Egeria densa Planch.;exotica;4;0
Elaeagnus angustifolia L.;exotica;2;0
Elaeagnus commutata Bernh. ex Rydb.;exotica;2;0
Eleusine indica (L.) Gaertn.;exotica;3;0
Elodea callitrichoides (Rich.) Casp.;exotica;2;0
Elodea canadensis Michx.;exotica;4;0
Elodea nuttallii (Planch.) H. St. John;exotica;4;0
Elsholtzia ciliata (Thunb.) Hyl.;exotica;3;0
Elytrigia obtusiflora (DC). Tzvelev;exotica;2;0
Epilobium ciliatum Raf.;exotica;4;0
Epimedium alpinum L.;exotica;3;0
Eragrostis albensis H. Scholz;exotica;2;0
Eragrostis cilianensis (All.) Vignolo ex Janch.;exotica;4;0
Eragrostis minor Host;exotica;2;0
Eragrostis multicaulis Steud.;exotica;4;0
Eragrostis pilosa (L.) P. Beauv.;exotica;2;0
Eragrostis tef (Zuccagni) Trotter;exotica;3;0
Eranthis hyemalis (L.) Salisb.;exotica;3;0
Erechtites hieraciifolia (L.) Raf. ex DC.;exotica;4;0
Erigeron annuus (L.) Pers.;exotica;4;0
Eriophyllum lanatum (Pursh) Forbes;exotica;2;0
Erodium moschatum (L.) L'HÇr.;exotica;2;0
Eruca sativa Mill.;exotica;2;0
Eschscholzia californica Cham.;exotica;5;0
Euphorbia segetalis L.;exotica;2;0
Euphorbia virgata Waldst. & Kit.;exotica;3;0
Fallopia baldschuanica (Regel) Holub;exotica;4;0
Fallopia japonica (Houtt.) Ronse Decr.;exotica;3;0
Fallopia sachalinensis (F. Schmidt) Ronse Decr.;exotica;3;0
Fallopia x bohemica (Chrtek & Chrtkov†) J. P. Bailey (Fallopia japonica x F. sachalinensis);exotica;2;0
Foeniculum vulgare Mill.;exotica;3;0
Forsythia suspensa (Thunb.) Vahl;exotica;2;0
Forsythia x intermedia Zabel;exotica;2;0
Fragaria x ananassa (Duchesne) Decne. & Naudin;exotica;2;0
Fraxinus ornus L.;exotica;2;0
Fraxinus pennsylvanica Marshall;exotica;2;0
