Nome;Origem;MesFlorescimento;Fases
Hieracium franconicum (Griseb.) Zahn (bupleuroides - murorum);nativa;2;0
Hieracium fuscocinereum Norrl.;nativa;3;0
Hieracium fuscum Vill. (aurantiacum > lactucella);nativa;2;0
Hieracium glabratum Hoppe ex Willd. (villosum - glaucum);nativa;2;0
Hieracium glaucinum Jord. (schmidtii - murorum);nativa;3;0
Hieracium glaucum All.;nativa;3;0
Hieracium glomeratum Froel. (cymosum - caespitosum);nativa;2;0
Hieracium guthnickianum Hegetschw. (cymosum - aurantiacum);nativa;3;0
Hieracium harzianum Zahn (franconicum >= laevigatum);nativa;1;0
Hieracium heterodoxum (Tausch) NÑgeli & Peter (calodon > pilosella);nativa;1;0
Hieracium hoppeanum Schult. s. str.;nativa;2;0
Hieracium humile Jacq.;nativa;3;0
Hieracium hybridum Chaix (cymosum > peleterianum);nativa;1;0
Hieracium hypeuryum Peter (hoppeanum - pilosella);nativa;3;0
Hieracium intybaceum All.;nativa;3;0
Hieracium inuloides Tausch (prenanthoides - laevigatum);nativa;3;0
Hieracium iseranum (Uechtr.) Zahn (floribundum > pilosella);nativa;2;0
Hieracium juraniforme (Zahn) Zahn (prenanthoides - bifidum);nativa;2;0
Hieracium jurassicum Griseb. (prenanthoides >= murorum);nativa;2;0
Hieracium kalksburgense Wiesb. (cymosum < pilosella);nativa;1;0
Hieracium kerneri Ausserd. (humile - bifidum);nativa;3;0
Hieracium lachenalii C. C. Gmel.;nativa;3;0
Hieracium lactucella Wallr.;nativa;4;0
Hieracium laevigatum Willd. excl. species americ. borealis;nativa;3;0
Hieracium laurinum Arv.-Touv. (umbellatum > sabaudum);nativa;3;0
Hieracium leptophyton NÑgeli & Peter (bauhini > pilosella);nativa;2;0
Hieracium leucense F. O. Wolf (piloselloides < peleterianum);nativa;2;0
Hieracium leucophaeum Gren. & Godr.;nativa;2;0
Hieracium longisquamum Peter (peleterianum - pilosella);nativa;2;0
Hieracium lycopifolium Froel. (sabaudum - prenanthoides);nativa;3;0
Hieracium macilentum Fr. (jurassicum < bifidum);nativa;2;0
Hieracium macranthelum NÑgeli & Peter (glomeratum - pilosella);nativa;2;0
Hieracium macranthum (Ten.) Ten.;nativa;2;0
Hieracium macrostolonum Gus. Schneid. (caespitosum < pilosella);nativa;2;0
Hieracium maculatum Schrank (glaucinum >= lachenalii);nativa;3;0
Hieracium melanops Arv.-Touv. (murorum - piliferum);nativa;2;0
Hieracium montanum NÑgeli & Peter (arvicola > pilosella);nativa;1;0
Hieracium murorum L.;nativa;4;0
Hieracium nassovicum (Zahn) Gottschlich (calodon < pilosella);nativa;1;0
Hieracium nigrescens Willd. (alpinum >= murorum);nativa;2;0
Hieracium niphostribes Peter (lactucella - angustifolium);nativa;2;0
Hieracium norvegicum Fr. (laevigatum - saxifragum);nativa;3;0
Hieracium nothum Huter (aurantiacum - sphaerocephalum);nativa;2;0
Hieracium onosmoides Fr. (schmidtii > lachenalii);nativa;3;0
Hieracium oxyodon Fr. (glaucum > bifidum);nativa;2;0
Hieracium pallescens Waldst. & Kit. (bifidum >= dentatum);nativa;2;0
Hieracium paragogum NÑgeli & Peter (brachiatum - lactucella);nativa;1;0
Hieracium peleterianum MÇrat;nativa;2;0
Hieracium picroides Vill. (prenanthoides - intybaceum);nativa;2;0
Hieracium pietroszense Degen & Zahn (alpinum < bifidum);nativa;2;0
Hieracium piliferum Hoppe;nativa;2;0
Hieracium pilosella L.;nativa;6;2
Hieracium piloselliflorum NÑgeli & Peter (floribundum < pilosella);nativa;2;0
Hieracium pilosellinum F. W. Schultz (fallacinum - pilosella);nativa;1;0
Hieracium piloselloides Vill.;nativa;4;0
Hieracium pilosum Schleich. ex Froel.;nativa;2;0
Hieracium polymastix Peter (bauhini - caespitosum);nativa;1;0
Hieracium porrectum Fr. (valdepilosum > bifidum);nativa;2;0
Hieracium prenanthoides Vill.;nativa;3;0
Hieracium prinzii (KÑser ex Zahn) Zahn (murorum > humile);nativa;2;0
Hieracium prussicum NÑgeli & Peter (caespitosum > pilosella);nativa;2;0
Hieracium pseudeffusum Peter (bauhini - piloselloides);nativa;3;0
Hieracium pseudocorymbosum Gremli (lycopifolium - umbellatum);nativa;3;0
Hieracium pseudolichaetum (Benz & Zahn) Zahn (atratum - pallescens);nativa;2;0
Hieracium racemosum Waldst. & Kit. ex Willd.;nativa;4;0
Hieracium rapunculoides Arv.-Touv. (prenanthoides >= lachenalii);nativa;2;0
Hieracium rohacsense Kit. (alpinum < bifidum);nativa;2;0
Hieracium rothianum Wallr. (echoides > pilosella);nativa;2;0
Hieracium rubriflorum Zahn (aurantiacum > hoppeanum);nativa;2;0
Hieracium rubrum Peter;nativa;2;0
Hieracium sabaudum L.;nativa;3;0
Hieracium schmidtii Tausch;nativa;3;0
Hieracium schneidii Schack & Zahn (calodon - densiflorum);nativa;1;0
Hieracium schultesii F. W. Schultz (lactucella - pilosella);nativa;2;0
Hieracium sciadophorum NÑgeli & Peter (cymosum - lactucella);nativa;2;0
Hieracium scorzonerifolium Vill. (villosum >= bupleuroides);nativa;2;0
Hieracium serratum NÑgeli & Peter (alpinum <= dentatum);nativa;2;0
Hieracium sommerfeltii Lindeb. (caesium - schmidtii);nativa;3;0
Hieracium sparsiramum NÑgeli & Peter (bupleuroides (oder glaucum) > villosum);nativa;2;0
Hieracium sphaerocephalum Froel. (angustifolium - hoppeanum);nativa;2;0
Hieracium spurium Chaix ex Froel. (cymosum > pilosella);nativa;1;0
Hieracium stenoplecum Arv.-Touv. & Huter (prenanthoides > intybaceum);nativa;1;0
Hieracium stoloniflorum Waldst. & Kit. (aurantiacum < pilosella);nativa;2;0
Hieracium subramosum Lînnr.;nativa;1;0
Hieracium subrigidum Almq. ex Stenstr.;nativa;3;0
Hieracium substoloniflorum Peter (aurantiacum <= hoppeanum);nativa;2;0
Hieracium sulphureum Dîll (piloselloides - lactucella);nativa;1;0
Hieracium umbellatum L.;nativa;4;0
Hieracium umbrosum Jord. (prenanthoides < murorum);nativa;2;0
Hieracium valdepilosum Vill. (villosum - prenanthoides);nativa;2;0
Hieracium valoddae (Zahn) Zahn (humile - pallescens);nativa;2;0
Hieracium villosum Jacq.;nativa;3;0
Hieracium viridifolium Peter (lactucella - hoppeanum);nativa;3;0
Hieracium visianii (F. W. Schultz & Sch. Bip.) Schinz & Thell. (piloselloides > pilosella);nativa;2;0
Hieracium vulgatum Fr. (bifidum <= lachenalii);nativa;2;0
Hieracium walteri-langii Gottschlich (fallax - leptophyton);nativa;1;0
Hieracium wiesbaurianum Uechtr. (schmidtii (oder glaucinum) - bifidum);nativa;3;0
Hieracium zizianum Tausch (piloselloides - cymosum);nativa;3;0
Hierochloe australis (Schrad.) Roem. & Schult;nativa;2;0
Hierochloe hirta (Schrank) Borb†s;nativa;3;0
Hierochloe odorata (L.) P. Beauv.;nativa;2;0
Himantoglossum hircinum (L.) W. D. J. Koch;nativa;2;0
Hippocrepis comosa L.;nativa;3;0
Hippocrepis emerus (L.) Lassen;nativa;3;0
Hippophae rhamnoides L.;nativa;3;0
Hippuris vulgaris L.;nativa;4;0
Holcus lanatus L.;nativa;3;0
Holcus mollis L.;nativa;3;0
Holosteum umbellatum L.;nativa;3;0
Homogyne alpina (L.) Cass.;nativa;3;0
Homogyne discolor (Jacq.) Cass.;nativa;3;0
Honckenya peploides (L.) Ehrh.;nativa;2;0
Hordelymus europaeus (L.) Harz;nativa;3;0
Hordeum marinum Huds.;nativa;3;0
Hordeum secalinum Schreb.;nativa;2;0
Horminum pyrenaicum L.;nativa;4;0
Hornungia petraea (L.) Rchb.;nativa;3;0
Hottonia palustris L.;nativa;3;0
Humulus lupulus L.;nativa;2;0
Huperzia selago (L.) Schrank & Mart.;nativa;4;0
Hyacinthoides non-scripta (L.) Chouard ex Rothm.;nativa;2;0
Hydrocharis morsus-ranae L.;nativa;3;0
Hydrocotyle vulgaris L.;nativa;2;0
Hymenolobus procumbens (L.) Nutt.;nativa;2;0
Hymenophyllum tunbrigense (L.) Sm.;nativa;1;0
Hypericum elegans Stephan ex Willd.;nativa;2;0
Hypericum elodes L.;nativa;2;0
Hypericum hirsutum L.;nativa;2;0
Hypericum humifusum L.;nativa;5;0
Hypericum maculatum Crantz s. l.;nativa;2;0
Hypericum montanum L.;nativa;3;0
Hypericum perforatum L.;nativa;2;0
Hypericum pulchrum L.;nativa;3;0
Hypericum tetrapterum Fr.;nativa;2;0
Hypochaeris glabra L.;nativa;5;2
Hypochaeris maculata L.;nativa;4;0
Hypochaeris radicata L.;nativa;4;0
Hypochaeris uniflora Vill.;nativa;3;0
Ilex aquifolium L.;nativa;2;0
Illecebrum verticillatum L.;nativa;3;0
Impatiens noli-tangere L.;nativa;2;0
Inula britannica L.;nativa;3;0
Inula conyzae (Griess.) Meikle;nativa;5;0
Inula germanica L.;nativa;2;0
Inula helvetica Weber;nativa;3;0
Inula hirta L.;nativa;2;0
Inula salicina L.;nativa;5;0
Iris aphylla L.;nativa;2;0
Iris pseudacorus L.;nativa;2;0
Iris sibirica L.;nativa;2;0
Iris spuria L.;nativa;2;0
Iris variegata L.;nativa;2;0
Isoetes echinospora Durieu;nativa;3;0
Isoetes lacustris L.;nativa;3;0
Isolepis setacea (L.) R. Br.;nativa;4;0
Jasione laevis Lam.;nativa;2;0
Jasione montana L.;nativa;3;0
Jovibarba globifera (L.) J. Parn. s. str.;nativa;3;0
Juncus acutiflorus Ehrh. ex Hoffm.;nativa;3;0
Juncus alpinus Vill.;nativa;2;0
Juncus anceps Laharpe;nativa;2;0
Juncus articulatus L.;nativa;3;0
Juncus atratus Krock.;nativa;3;0
Juncus balticus Willd.;nativa;2;0
Juncus bufonius L.;nativa;4;0
Juncus bulbosus L.;nativa;3;0
Juncus capitatus Weigel;nativa;4;0
Juncus compressus Jacq.;nativa;2;0
Juncus conglomeratus L.;nativa;3;0
Juncus effusus L.;nativa;3;0
Juncus filiformis L.;nativa;3;0
Juncus gerardii Loisel.;nativa;2;0
Juncus inflexus L.;nativa;3;0
Juncus jacquinii L.;nativa;3;0
Juncus maritimus Lam.;nativa;2;0
Juncus minutulus Albert & Jahand.;nativa;4;0
Juncus pygmaeus Rich. ex Thuill.;nativa;5;0
Juncus ranarius Perrier & Songeon;nativa;4;0
Juncus sphaerocarpus Nees;nativa;3;0
Juncus squarrosus L.;nativa;3;0
Juncus stygius L.;nativa;2;0
Juncus subnodulosus Schrank;nativa;2;0
Juncus tenageia Ehrh. ex L. f.;nativa;3;0
Juncus trifidus L. s. l.;nativa;2;0
Juncus triglumis L.;nativa;2;0
Juniperus communis L. s. str.;nativa;2;0
Juniperus sabina L.;nativa;2;0
Juniperus sibirica Burgsd.;nativa;2;0
Jurinea cyanoides (L.) Rchb.;nativa;3;0
Kernera saxatilis (L.) Sweet;nativa;3;0
Knautia arvensis (L.) Coult. s. str.;nativa;2;0
Knautia dipsacifolia Kreutzer;nativa;4;0
Knautia drymeia Heuff.;nativa;5;0
Knautia kitaibelii (Schult.) Borb†s;nativa;2;0
Kobresia simpliciuscula (Wahlenb.) Mack.;nativa;2;0
Koeleria arenaria (Dumort.) Conert;nativa;2;0
Koeleria glauca (Spreng.) DC.;nativa;3;0
Koeleria macrantha (Ledeb.) Schult.;nativa;2;0
Koeleria pyramidata (Lam.) P. Beauv.;nativa;2;0
Koeleria vallesiana (Honck.) Gaudin;nativa;2;0
Lactuca perennis L.;nativa;2;0
Lactuca quercina L.;nativa;3;0
Lactuca saligna L.;nativa;2;0
Lactuca serriola L.;nativa;3;0
Lactuca viminea (L.) J. Presl & C. Presl;nativa;2;0
Lactuca virosa L.;nativa;2;0
Lamium maculatum L.;nativa;6;0
Lappula deflexa (Wahlenb.) Garcke;nativa;3;0
Lapsana communis L.;nativa;4;0
Larix decidua Mill.;nativa;4;0
Laser trilobum (L.) Borkh.;nativa;2;0
Laserpitium latifolium L.;nativa;2;0
Laserpitium prutenicum L.;nativa;2;0
Laserpitium siler L.;nativa;3;0
Lastrea limbosperma (All.) Heywood;nativa;2;0
Lathraea squamaria L.;nativa;3;0
Lathyrus bauhini Genty;nativa;3;0
Lathyrus heterophyllus L.;nativa;2;0
Lathyrus japonicus Willd.;nativa;3;0
Lathyrus laevigatus (Waldst. & Kit.) Gren.;nativa;3;0
Lathyrus linifolius (Reichard) BÑssler;nativa;3;0
Lathyrus niger (L.) Bernh.;nativa;2;0
Lathyrus palustris L.;nativa;2;0
Lathyrus pannonicus (Jacq.) Garcke;nativa;2;0
Lathyrus pratensis L.;nativa;3;0
Lathyrus sylvestris L.;nativa;2;0
Lathyrus tuberosus L.;nativa;3;0
Lathyrus vernus (L.) Bernh.;nativa;2;0
Lavatera thuringiaca L.;nativa;2;0
Ledum palustre L.;nativa;3;0
Leersia oryzoides (L.) Sw.;nativa;3;0
Lemna gibba L.;nativa;3;0
Lemna minor L.;nativa;2;0
Lemna trisulca L.;nativa;1;0
Leontodon autumnalis L.;nativa;3;0
Leontodon helveticus MÇrat;nativa;3;0
Leontodon hispidus L.;nativa;5;0
Leontodon incanus (L.) Schrank;nativa;2;0
Leontodon montanus Lam.;nativa;2;0
Leontodon saxatilis Lam.;nativa;2;0
Leontopodium alpinum Cass.;nativa;3;0
Leonurus marrubiastrum L.;nativa;2;0
Lepidium graminifolium L.;nativa;3;0
Lepidium latifolium L.;nativa;3;0
Leucanthemopsis alpina (L.) Heywood;nativa;2;0
Leucanthemum adustum (W. D. J. Koch) Gremli;nativa;2;0
Leucanthemum halleri (Suter) Ducommun;nativa;3;0
Leucanthemum ircutianum DC.;nativa;5;0
Leucanthemum vulgare Lam. s. str.;nativa;5;0
Leucojum vernum L.;nativa;3;0
Leymus arenarius (L.) Hochst.;nativa;3;0
Ligusticum mutellina (L.) Crantz;nativa;3;0
Ligusticum mutellinoides (Crantz) Vill.;nativa;2;0
Ligustrum vulgare L.;nativa;2;0
Lilium bulbiferum L.;nativa;2;0
Lilium martagon L.;nativa;2;0
Limodorum abortivum (L.) Sw.;nativa;3;0
Limonium vulgare Mill.;nativa;2;0
Limosella aquatica L.;nativa;5;0
Linaria alpina (L.) Mill.;nativa;2;0
Linaria vulgaris Mill.;nativa;5;0
Lindernia procumbens (Krock.) Borb†s;nativa;2;0
Linnaea borealis L.;nativa;3;0
Linum alpinum Jacq.;nativa;3;0
Linum catharticum L.;nativa;2;0
Linum flavum L.;nativa;2;0
Linum leonii F. W. Schultz;nativa;3;0
Linum ockendonii Greuter & Burdet;nativa;3;0
Linum perenne L. s. str.;nativa;3;0
Linum tenuifolium L.;nativa;2;0
Linum viscosum L.;nativa;3;0
Liparis loeselii (L.) Rich.;nativa;2;0
Listera cordata (L.) R. Br.;nativa;3;0
Listera ovata (L.) R. Br.;nativa;2;0
Lithospermum officinale L.;nativa;3;0
Littorella uniflora (L.) Asch.;nativa;4;0
Lloydia serotina (L.) Rchb.;nativa;2;0
Lobelia dortmanna L.;nativa;2;0
Loiseleuria procumbens (L.) Desv.;nativa;2;0
Lolium perenne L.;nativa;6;0
Lomatogonium carinthiacum (Wulfen) Rchb.;nativa;2;0
Lonicera alpigena L.;nativa;3;0
Lonicera caerulea L.;nativa;2;0
Lonicera caprifolium L.;nativa;2;0
Lonicera nigra L.;nativa;2;0
Lonicera periclymenum L.;nativa;3;0
Lonicera xylosteum L.;nativa;2;0
Loranthus europaeus Jacq.;nativa;2;0
Lotus alpinus (DC.) Schleich. ex Ramond;nativa;3;0
Lotus corniculatus L.;nativa;3;0
Lotus pedunculatus Cav.;nativa;2;0
Lotus tenuis Waldst. & Kit. ex Willd.;nativa;3;0
Ludwigia palustris (L.) Elliott;nativa;2;0
Lunaria rediviva L.;nativa;3;0
Luronium natans (L.) Raf.;nativa;4;0
Luzula alpina Hoppe;nativa;3;0
Luzula alpinopilosa (Chaix) Breistr.;nativa;3;0
Luzula campestris (L.) DC.;nativa;2;0
Luzula congesta (Thuill.) Lej.;nativa;2;0
Luzula desvauxii Kunth;nativa;2;0
Luzula divulgata Kirschner;nativa;2;0
Luzula forsteri (Sm.) DC.;nativa;2;0
Luzula glabrata (Hoppe) Desv.;nativa;2;0
Luzula luzulina (Vill.) Dalla Torre & Sarnth.;nativa;2;0
Luzula luzuloides (Lam.) Dandy & Wilmott;nativa;2;0
Luzula multiflora (Ehrh.) Lej. s. str.;nativa;2;0
Luzula nivea (L.) DC.;nativa;3;0
Luzula pallidula Kirschner;nativa;2;0
Luzula pilosa (L.) Willd.;nativa;2;0
Luzula spicata (L.) DC.;nativa;3;0
Luzula sudetica (Willd.) Schult.;nativa;3;0
Luzula sylvatica (Huds.) Gaudin s. l.;nativa;2;0
Lychnis flos-cuculi L.;nativa;3;0
Lychnis viscaria L.;nativa;3;0
Lycopodiella inundata (L.) Holub;nativa;3;0
Lycopodium annotinum L.;nativa;2;0
Lycopodium clavatum L.;nativa;2;0
Lycopus europaeus L.;nativa;3;0
Lycopus exaltatus L. f.;nativa;3;0
Lysimachia nemorum L.;nativa;4;0
Lysimachia nummularia L.;nativa;3;0
Lysimachia thyrsiflora L.;nativa;3;0
Lysimachia vulgaris L.;nativa;3;0
Lythrum hyssopifolia L.;nativa;3;0
Lythrum salicaria L.;nativa;3;0
Maianthemum bifolium (L.) F. W. Schmidt;nativa;2;0
Malaxis monophyllos (L.) Sw.;nativa;2;0
Malus sylvestris Mill.;nativa;1;0
Marsilea quadrifolia L.;nativa;2;0
Matteuccia struthiopteris (L.) Tod.;nativa;2;0
Medicago falcata L. s. str.;nativa;4;0
Medicago lupulina L.;nativa;6;0
Medicago minima (L.) L.;nativa;2;0
Melampyrum arvense L.;nativa;4;0
Melampyrum cristatum L.;nativa;4;0
Melampyrum nemorosum L.;nativa;5;0
Melampyrum pratense L.;nativa;4;0
Melampyrum sylvaticum L.;nativa;4;0
Melica ciliata L.;nativa;1;0
Melica nutans L.;nativa;2;0
Melica picta K. Koch;nativa;2;0
Melica transsilvanica Schur;nativa;1;0
Melica uniflora Retz.;nativa;2;0
Melilotus altissimus Thuill.;nativa;3;0
Melilotus dentatus (Waldst. & Kit.) Pers.;nativa;3;0
Melittis melissophyllum L.;nativa;2;0
Mentha aquatica L.;nativa;4;0
Mentha arvensis L.;nativa;5;0
Mentha longifolia (L.) L.;nativa;3;0
Mentha pulegium L.;nativa;3;0
Mentha x carinthiaca Host (Mentha arvensis x M. suaveolens);nativa;3;0
Mentha x dalmatica Tausch (Mentha arvensis x M. longifolia);nativa;3;0
Mentha x dumetorum Schult. (Mentha aquatica x M. longifolia);nativa;3;0
Mentha x gracilis Sole (Mentha arvensis x M. spicata);nativa;3;0
Mentha x verticillata L. s. str. (Mentha aquatica x M. arvensis);nativa;2;0
Menyanthes trifoliata L.;nativa;2;0
Mercurialis ovata Sternb. & Hoppe;nativa;2;0
Mercurialis perennis L.;nativa;2;0
Meum athamanticum Jacq.;nativa;2;0
Mibora minima (L.) Desv.;nativa;3;0
Micropyrum tenellum (L.) Link;nativa;3;0
Milium effusum L.;nativa;3;0
Minuartia austriaca (Jacq.) Hayek;nativa;3;0
Minuartia cherlerioides (Hoppe) Bech.;nativa;2;0
Minuartia hybrida (Vill.) Schischk.;nativa;3;0
Minuartia rubra (Scop.) McNeill;nativa;2;0
Minuartia rupestris (Scop.) Schinz & Thell.;nativa;2;0
Minuartia sedoides (L.) Hiern;nativa;2;0
Minuartia setacea (Thuill.) Hayek;nativa;4;0
Minuartia stricta (Sw.) Hiern;nativa;3;0
Minuartia verna (L.) Hiern s. l.;nativa;4;0
Minuartia viscosa (Schreb.) Schinz. & Thell.;nativa;3;0
Moehringia ciliata (Scop.) Dalla Torre;nativa;3;0
Moehringia muscosa L.;nativa;5;0
Moehringia trinervia (L.) Clairv.;nativa;3;0
Moenchia erecta (L.) Gaertn., B. Mey. & Scherb.;nativa;2;0
Molinia arundinacea Schrank;nativa;3;0
Molinia caerulea (L.) Moench s. str.;nativa;3;0
Moneses uniflora (L.) A. Gray;nativa;3;0
Monotropa hypophegea Wallr.;nativa;2;0
Monotropa hypopitys L. s. str.;nativa;2;0
Montia fontana L. s. l.;nativa;3;0
Muscari botryoides (L.) Mill.;nativa;2;0
Muscari tenuiflorum Tausch;nativa;2;0
Mycelis muralis (L.) Dumort.;nativa;2;0
Myosotis alpestris F. W. Schmidt;nativa;3;0
Myosotis decumbens Host;nativa;3;0
Myosotis discolor Pers.;nativa;3;0
Myosotis laxa Lehm.;nativa;3;0
Myosotis nemorosa Besser;nativa;4;0
Myosotis praecox HÅlph.;nativa;2;0
Myosotis rehsteineri Wartm.;nativa;2;0
Myosotis scorpioides L. s. str.;nativa;5;0
Myosotis sparsiflora Pohl;nativa;3;0
Myosotis sylvatica Ehrh. ex Hoffm.;nativa;3;0
Myosoton aquaticum (L.) Moench;nativa;4;0
Myrica gale L.;nativa;2;0
Myricaria germanica (L.) Desv.;nativa;3;0
Myriophyllum alterniflorum DC.;nativa;3;0
Myriophyllum spicatum L.;nativa;2;0
Myriophyllum verticillatum L.;nativa;3;0
Najas flexilis (Willd.) Rostk. & W. L. E. Schmidt;nativa;3;0
Najas marina L. s. l.;nativa;3;0
Najas minor All.;nativa;3;0
Narcissus pseudonarcissus L.;nativa;2;0
Narcissus radiiflorus Salisb.;nativa;2;0
Nardus stricta L.;nativa;2;0
Narthecium ossifragum (L.) Huds.;nativa;2;0
Nasturtium microphyllum (Boenn.) Rchb.;nativa;6;0
Nasturtium officinale R. Br.;nativa;6;0
Neottia nidus-avis (L.) Rich.;nativa;2;0
Nigritella nigra (L.) Rchb. f. s. str.;nativa;3;0
Nigritella rhellicani Teppner & Klein;nativa;3;0
Nigritella rubra (Wettst.) K. Richt.;nativa;3;0
Nigritella widderi Teppner & Klein;nativa;1;0
Nonea pulla (L.) DC.;nativa;4;0
Nuphar lutea (L.) Sibth. & Sm.;nativa;3;0
Nuphar pumila (Timm) DC.;nativa;2;0
Nymphaea alba L.;nativa;3;0
Nymphaea candida C. Presl;nativa;3;0
Nymphoides peltata (S. G. Gmel.) Kuntze;nativa;2;0
Odontites litoralis (Fr.) Fr.;nativa;3;0
Odontites luteus (L.) Clairv.;nativa;4;0
Odontites vernus (Bellardi) Dumort.;nativa;3;0
Odontites vulgaris Moench;nativa;3;0
Oenanthe aquatica (L.) Poir.;nativa;3;0
Oenanthe conioides Lange;nativa;2;0
Oenanthe fistulosa L.;nativa;3;0
Oenanthe fluviatilis (Bab.) Coleman;nativa;2;0
Oenanthe lachenalii C. C. Gmel.;nativa;3;0
Oenanthe peucedanifolia Pollich;nativa;2;0
Oenothera albipercurva Renner ex Hudziok (Oenothera ammophila x Oe. biennis);nativa;2;0
Oenothera ammophila Focke;nativa;3;0
Oenothera biennis L. s. str.;nativa;3;0
Oenothera pseudocernua Hudziok;nativa;2;0
Omphalodes scorpioides (Haenke) Schrank;nativa;2;0
Onobrychis arenaria (Kit.) DC.;nativa;2;0
Onobrychis montana DC.;nativa;2;0
Ononis repens L.;nativa;2;0
Ononis spinosa L. s. str.;nativa;2;0
Onosma arenaria Waldst. & Kit.;nativa;2;0
Ophioglossum vulgatum L.;nativa;2;0
Ophrys apifera Huds.;nativa;2;0
Ophrys araneola Rchb.;nativa;2;0
Ophrys holoserica (Burm. f.) Greuter;nativa;2;0
Ophrys insectifera L.;nativa;2;0
Ophrys sphegodes Mill. s. str.;nativa;2;0
Orchis coriophora L.;nativa;2;0
Orchis mascula (L.) L.;nativa;2;0
Orchis militaris L.;nativa;2;0
Orchis morio L.;nativa;3;0
Orchis pallens L.;nativa;2;0
Orchis palustris Jacq. s. l.;nativa;2;0
Orchis purpurea Huds.;nativa;2;0
Orchis simia Lam.;nativa;2;0
Orchis spitzelii W. D. J. Koch;nativa;2;0
Orchis tridentata Scop.;nativa;2;0
Orchis ustulata L.;nativa;2;0
Oreochloa disticha (Wulfen) Link;nativa;2;0
Origanum vulgare L.;nativa;3;0
Ornithogalum pyrenaicum L. s. l.;nativa;3;0
Ornithopus perpusillus L.;nativa;2;0
Orobanche alba Stephan ex Willd.;nativa;2;0
Orobanche alsatica Kirschl. s. l.;nativa;2;0
Orobanche amethystea Thuill.;nativa;2;0
Orobanche arenaria Borkh.;nativa;2;0
Orobanche artemisiae-campestris Vaucher ex Gaudin;nativa;2;0
Orobanche caryophyllacea Sm.;nativa;2;0
Orobanche coerulescens Stephan;nativa;2;0
Orobanche elatior Sutton;nativa;2;0
Orobanche flava Mart. ex F. W. Schultz;nativa;3;0
Orobanche gracilis Sm.;nativa;4;0
Orobanche hederae Duby;nativa;3;0
Orobanche lucorum A. Braun;nativa;3;0
Orobanche lutea Baumg.;nativa;2;0
Orobanche picridis F. W. Schultz;nativa;2;0
Orobanche purpurea Jacq.;nativa;2;0
Orobanche rapum-genistae Thuill.;nativa;2;0
Orobanche reticulata Wallr.;nativa;2;0
Orobanche salviae F. W. Schultz ex W. D. J. Koch;nativa;3;0
Orobanche teucrii Holandre;nativa;2;0
Orthilia secunda (L.) House;nativa;2;0
Osmunda regalis L.;nativa;2;0
Oxalis acetosella L.;nativa;2;0
Oxyria digyna (L.) Hill;nativa;3;0
Oxytropis jacquinii Bunge;nativa;2;0
Oxytropis pilosa (L.) DC.;nativa;2;0
Papaver alpinum L.;nativa;2;0
Parapholis strigosa (Dumort.) C. E. Hubb.;nativa;2;0
Paris quadrifolia L.;nativa;2;0
Parnassia palustris L.;nativa;3;0
Pastinaca sativa L.;nativa;3;0
Pedicularis elongata Kern.;nativa;2;0
Pedicularis foliosa L.;nativa;3;0
Pedicularis oederi Vahl;nativa;3;0
Pedicularis palustris L.;nativa;4;0
Pedicularis recutita L.;nativa;2;0
Pedicularis rostratocapitata Crantz;nativa;3;0
Pedicularis rostratospicata Crantz;nativa;2;0
Pedicularis sceptrum-carolinum L.;nativa;3;0
Pedicularis sylvatica L.;nativa;3;0
Pedicularis verticillata L.;nativa;3;0
Peplis portula L.;nativa;3;0
Persicaria amphibia (L.) Delarbre;nativa;4;0
Persicaria brittingeri (Opiz) Opiz;nativa;4;0
Persicaria dubia (A. Braun) Fourr.;nativa;4;0
Persicaria hydropiper (L.) Delarbre;nativa;3;0
Persicaria lapathifolia (L.) Delarbre s. str.;nativa;4;0
Persicaria maculosa Gray;nativa;4;0
Persicaria minor (Huds.) Opiz;nativa;4;0
Petasites albus (L.) Gaertn.;nativa;2;0
Petasites hybridus (L.) Gaertn., B. Mey. & Scherb.;nativa;2;0
Petasites paradoxus (Retz.) Baumg.;nativa;2;0
Petasites spurius (Retz.) Rchb.;nativa;1;0
Petrocallis pyrenaica (L.) R. Br.;nativa;2;0
Petrorhagia prolifera (L.) P. W. Ball & Heywood;nativa;5;0
Petrorhagia saxifraga (L.) Link;nativa;4;0
Peucedanum alsaticum L.;nativa;3;0
Peucedanum carvifolia Vill.;nativa;3;0
Peucedanum cervaria (L.) Lapeyr.;nativa;3;0
Peucedanum officinale L.;nativa;3;0
Peucedanum oreoselinum (L.) Moench;nativa;2;0
Peucedanum ostruthium (L.) Koch;nativa;2;0
Peucedanum palustre (L.) Moench;nativa;2;0
Phalaris arundinacea L.;nativa;2;0
Phegopteris connectilis (Michx.) Watt;nativa;2;0
Phleum alpinum L. s. str.;nativa;2;0
Phleum arenarium L.;nativa;2;0
Phleum bertolonii DC.;nativa;3;0
Phleum hirsutum Honck.;nativa;2;0
Phleum paniculatum Huds.;nativa;3;0
Phleum phleoides (L.) H. Karst.;nativa;2;0
Phleum pratense L. s. str.;nativa;3;0
Phleum rhaeticum (Humphries) Rauschert;nativa;2;0
Phragmites australis (Cav.) Steud.;nativa;3;0
Phyllitis scolopendrium (L.) Newman;nativa;2;0
Physalis alkekengi L.;nativa;4;0
Phyteuma betonicifolium Vill.;nativa;4;0
Phyteuma hemisphaericum L.;nativa;2;0
