talhao,areatalhao,dataplantio,espacamento,parcela,datamedicao,areaparcela,cova,dap,ht,obs
4,51,01/05/2007,3x3,11,05/09/2012,810,64,16,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,65,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,66,12,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,67,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,68,12,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,69,15,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,70,15,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,71,15,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,72,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,73,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,74,13,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,75,13,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,76,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,77,16,22.8,D
4,51,01/05/2007,3x3,11,05/09/2012,810,78,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,79,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,80,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,81,11,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,82,13,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,83,13,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,84,13.5,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,85,13,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,86,14.5,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,87,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,88,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,89,14,0,N
4,51,01/05/2007,3x3,11,05/09/2012,810,90,15,0,N
