parcela,comum,cientifico,familia,dap,hc,ht,vertical,luminosidade
T14,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,mato,NA,NA,17.1,15.34,20.88,S,2
T14,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
T14,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,mato,NA,NA,17.1,15.34,20.88,S,2
T14,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
T14,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,mato,NA,NA,17.1,15.34,20.88,S,2
T14,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
T14,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T15,tento,Ormosia coccinea,Fabaceae,13.6,10.37,17.83,S,2
T15,abiurana branca,Pouteria guianensis,Sapotaceae,37,12.32,17.12,C,2
T15,parajuba,Manilkara bidentata,Sapotaceae,14.5,27.72,38.52,S,2
T15,matamata,Eschweilera amazonica,Lecythidaceae,31.9,10.85,13.96,S,2
T15,capueiro,Rinorea guianensis,Violaceae,12.4,4.25,6.85,S,2
T15,matamata,Eschweilera amazonica,Lecythidaceae,31.8,30.49,32.58,C,2
T15,axixa,Sterculia pruriens,Malvaceae,35.3,21.53,28.5,C,2
T15,capueiro,Rinorea guianensis,Violaceae,12,11.87,17.87,S,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,16.2,19.48,32.2,S,2
T15,casca seca,Licania canescens,Chrysobalanaceae,52.2,26.02,38.26,C,2
T15,morta,NA,NA,50.1,NA,3.53,NA,NA
T15,pintadinho,Poeppigia procera,Fabaceae,12.9,18.94,25,S,2
T15,macaranduba,Manilkara huberi,Sapotaceae,41.7,20.9,32.58,C,1
T15,jatereu,Lecythis idatimon,Lecythidaceae,12,12.97,18.82,S,2
T15,timborana,Pseudopiptadenia suaveolens,Fabaceae,13.9,9.19,20.34,S,1
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,35.4,19.75,28.42,S,2
T15,abiurana,Pouteria gongrijpii,Sapotaceae,50,29.93,40.02,C,2
T15,capueiro,Rinorea guianensis,Violaceae,10.3,11.28,18.55,S,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,29.6,18.95,28.15,S,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,11.5,NA,11.3,NA,NA
T15,jatereu,Lecythis idatimon,Lecythidaceae,17.9,NA,7.58,NA,NA
T15,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,39.2,18.62,26.65,C,2
T15,parajuba,Manilkara bidentata,Sapotaceae,21.9,21.15,28.16,C,2
T15,freijo branco,Cordia scabrifolia,Boraginaceae,43.3,17.84,26.6,S,2
T15,fava vique,Swartzia sp.,Fabaceae,30.1,11.8,20.95,S,1
T15,caramuxi,Pouteria hispida,Sapotaceae,43.4,20.25,30.53,C,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,12.4,10.34,19.33,S,2
T15,matamata,Eschweilera parviflora,Lecythidaceae,50.1,23.95,35.02,C,2
T15,caramuxi,Pouteria hispida,Sapotaceae,38.3,25.53,34.89,C,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,12.7,15.27,22.04,S,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,45.4,29.35,39.71,S,2
T15,macaranduba,Manilkara huberi,Sapotaceae,88.5,32.15,49.4,E,1
T15,breu barrote,Tetragastris panamensis,Burseraceae,23.1,17.9,28.11,S,2
T15,muirapiranga,Brosimum rubescens,Moraceae,58.9,28.87,36.24,C,2
T15,louro preto,Nectandra cuspidata,Lauraceae,44.1,12.84,21.77,S,2
T15,breu barrote,Tetragastris panamensis,Burseraceae,11,2.96,6.14,S,2
T15,abiurana,Pouteria gongrijpii,Sapotaceae,68,28.9,41.3,C,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,38.8,15.91,35.54,S,2
T15,capueiro,Rinorea guianensis,Violaceae,16.8,16.68,21.53,S,2
T15,tachi branco,Tachigali paniculata,Fabaceae,55,29.43,43.03,E,1
T15,caramuxi,Pouteria hispida,Sapotaceae,41.8,26.07,35.83,C,2
T15,capueiro,Rinorea guianensis,Violaceae,15.3,15.75,27.64,S,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,37.6,22.89,36.02,C,2
T15,capueiro,Rinorea guianensis,Violaceae,21.2,18.16,25.44,C,2
T15,breu vermelho,Protium hebetatum,Burseraceae,43,21.13,37.55,E,1
T15,inga vermelho,Inga alba,Fabaceae,35.2,21.84,35.46,C,2
T15,goiabao,Pradosia cochlearia,Sapotaceae,49,27.71,29.8,C,2
T15,maracatiara,Astronium graveolens,Anacardiaceae,88.4,33.91,49.86,E,1
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,42.1,24.08,35.31,S,2
T15,morta,NA,NA,86.3,NA,3.78,NA,NA
T15,breu vermelho,Protium hebetatum,Burseraceae,52,25.16,29.34,E,1
T15,morta,NA,NA,70,NA,8.44,NA,NA
T15,tachi preto,Tachigali myrmecophila,Fabaceae,53.6,23.6,31.61,E,1
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,58.6,25.06,32.99,C,2
T15,abiurana,Pouteria gongrijpii,Sapotaceae,50,26.02,43.98,C,1
T15,cucutitiriba,Pouteria sp.,Sapotaceae,30.3,16.68,23.27,S,1
T15,morta,NA,NA,99.9,NA,22.35,NA,NA
T15,jatereu,Lecythis idatimon,Lecythidaceae,24.6,19.11,24.72,S,1
T15,matamata preto,Eschweilera ovata,Lecythidaceae,33.8,19.27,24.12,S,1
T15,pau santo,Zollernia paraensis,Fabaceae,13.2,12.94,16.68,S,2
T15,caramuxi,Pouteria hispida,Sapotaceae,38.2,21.53,27.93,C,1
T15,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,82.8,26.78,33.04,C,2
T15,tauari,Couratari stellata,Lecythidaceae,41.9,18.55,32.34,C,2
T15,inhare,Helicostylis sp.,Moraceae,12.2,11.49,16.11,S,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,49.4,14.83,31.34,C,2
T15,ucuuba,Virola michelii,Myristicaceae,47.8,24.6,33.43,C,2
T15,louro-abacate,Ocotea glomerata,Lauraceae,82.5,19.63,30.29,C,1
T15,abiurana branca,Pouteria guianensis,Sapotaceae,39.4,18.86,26.12,S,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,42.5,18.14,24.36,S,1
T15,morta,NA,NA,47.9,NA,20.13,NA,NA
T15,goiabinha,Myrcia splendens,Myrtaceae,12.5,9.99,15.47,S,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,36.6,15.08,22.89,C,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,36,19.83,24.87,C,2
T15,morta,NA,NA,39.3,NA,8.12,NA,NA
T15,cucutitiriba,Pouteria sp.,Sapotaceae,16.9,3.92,6.2,S,2
T15,inga branco,Inga thibaudiana,Fabaceae,15.8,11.97,17,S,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,20.2,12.47,17.28,S,2
T15,timborana,Pseudopiptadenia suaveolens,Fabaceae,43.1,23.93,31.51,E,1
T15,abiurana,Pouteria gongrijpii,Sapotaceae,42.3,16.98,26.98,S,2
T15,goiabao,Pradosia cochlearia,Sapotaceae,45.3,22.83,34.22,E,1
T15,abiurana,Pouteria gongrijpii,Sapotaceae,50,19.02,37.66,E,1
T15,abiurana branca,Pouteria guianensis,Sapotaceae,42.2,19.96,32.41,C,2
T15,ucurana,Sloanea guianensis,Elaeocarpaceae,40,19.87,27.66,C,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,11.4,11.65,14.92,S,2
T15,abiurana,Pouteria gongrijpii,Sapotaceae,50,17.22,30.04,C,1
T15,parajuba,Manilkara bidentata,Sapotaceae,71.4,25.73,38.54,E,1
T15,caramuxi,Pouteria hispida,Sapotaceae,44.5,16.78,29.34,S,2
T15,arataciu,Sagotia racemosa,Euphorbiaceae,11.5,15.64,22.52,S,2
T15,goiabao,Pradosia cochlearia,Sapotaceae,57,19.4,30.43,C,2
T15,muirapiranga,Brosimum rubescens,Moraceae,37.8,22.39,31.02,C,2
T15,breu barrote,Tetragastris panamensis,Burseraceae,52,12.02,25.91,S,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,50.5,18.9,23.71,C,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,38,13.91,26.36,S,2
T15,mato,NA,NA,11.7,7.65,12.91,S,2
T15,matamata preto,Eschweilera ovata,Lecythidaceae,24.5,13.35,25.81,S,2
T15,parajuba,Manilkara bidentata,Sapotaceae,66,18.69,32.68,C,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,35.4,16.24,31.43,C,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,21.9,15.36,23.57,S,2
T15,abiurana,Pouteria gongrijpii,Sapotaceae,13.5,11.85,18.41,S,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,10.8,9.62,15.47,S,2
T15,iperana,Eperua bijuga,Fabaceae,15.3,12.11,15.96,S,2
T15,maracatiara,Astronium graveolens,Anacardiaceae,51.2,24.56,38.64,E,1
T15,inhare,Helicostylis sp.,Moraceae,10.6,9.17,11.37,S,2
T15,abiurana,Pouteria gongrijpii,Sapotaceae,42.8,21.77,32.29,C,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,29.3,13.78,24.77,S,2
T15,parajuba,Manilkara bidentata,Sapotaceae,52.9,23.34,35.16,C,2
T15,cucutitiriba,Pouteria sp.,Sapotaceae,14.8,12.04,22.96,S,2
T15,capueiro,Rinorea guianensis,Violaceae,10.9,11.37,15.17,S,2
T15,iperana,Eperua bijuga,Fabaceae,43,14.38,30.14,S,2
T15,piquiarana,Caryocar glabrum,Caryocaraceae,80,19.89,41.3,C,2
T15,tatapiririca,Tapirira guianensis,Anacardiaceae,50,18.54,34.37,C,2
T15,breu vermelho,Protium hebetatum,Burseraceae,32.1,21.75,44.65,S,2
T15,casca seca,Licania canescens,Chrysobalanaceae,39.5,19.89,37.23,C,2
T15,breu barrote,Tetragastris panamensis,Burseraceae,56,17.45,37.55,C,2
T15,abiurana,Pouteria gongrijpii,Sapotaceae,14.3,11.11,22.2,S,2
T15,tento,Ormosia coccinea,Fabaceae,13.6,10.37,17.83,S,2
T15,parajuba,Manilkara bidentata,Sapotaceae,14.5,27.72,38.52,S,2
T15,matamata,Eschweilera amazonica,Lecythidaceae,31.9,10.85,13.96,S,2
T15,capueiro,Rinorea guianensis,Violaceae,12.4,4.25,6.85,S,2
T15,matamata,Eschweilera amazonica,Lecythidaceae,31.8,30.49,32.58,C,2
T15,capueiro,Rinorea guianensis,Violaceae,12,11.87,17.87,S,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,16.2,19.48,32.2,S,2
T15,pintadinho,Poeppigia procera,Fabaceae,12.9,18.94,25,S,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,12,12.97,18.82,S,2
T15,timborana,Pseudopiptadenia suaveolens,Fabaceae,13.9,9.19,20.34,S,1
T15,capueiro,Rinorea guianensis,Violaceae,10.3,11.28,18.55,S,2
T15,matamata branco,Eschweilera coriacea,Lecythidaceae,29.6,18.95,28.15,S,2
T15,jatereu,Lecythis idatimon,Lecythidaceae,11.5,NA,11.3,NA,NA
T15,jatereu,Lecythis idatimon,Lecythidaceae,17.9,NA,7.58,NA,NA
T15,parajuba,Manilkara bidentata,Sapotaceae,21.9,21.15,28.16,C,2
T15,fava vique,Swartzia sp.,Fabaceae,30.1,11.8,20.95,S,1
T15,jatereu,Lecythis idatimon,Lecythidaceae,12.4,10.34,19.33,S,2
