base,nomePopular,nomeCient,familia,deadAno1,deadAno2,ingresso,dap1,dap2,ida,intervaloMed,ht1,hcom1,ht2,hcom2,posSocio,luminosidade,classeDiam,classeDiam2,grupoEco,utmLeste,UTMNorte
ALL,parapara,Jacaranda copaia,Bignoniaceae,FALSE,FALSE,,15.8,15.8,0,3,,,,,,,ALL,ALL,ALL,721947.4148,9627197.402
ALL,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,FALSE,FALSE,,10.6,11.1,0.17,3,,,,,,,ALL,ALL,ALL,721915.5657,9627221.619
ALL,parapara,Jacaranda copaia,Bignoniaceae,FALSE,FALSE,,13.2,13.9,0.23,3,,,,,,,ALL,ALL,ALL,721949.5195,9627197.257
ALL,freijo branco,Cordia scabrifolia,Boraginaceae,FALSE,FALSE,,27.7,27.8,0.03,3,,,,,,,ALL,ALL,ALL,721914.4783,9627220.702
ALL,embauba branca,Cecropia palmata,Urticaceae,FALSE,FALSE,,12.1,14.9,0.93,3,,,,,,,ALL,ALL,ALL,721952.3551,9627196.958
ALL,capueiro,Rinorea guianensis,Violaceae,FALSE,FALSE,,10.4,11.2,0.27,3,,,,,,,ALL,ALL,ALL,721913.4106,9627218.88
ALL,ucuuba terra-firme,Virola sebifera,Myristicaceae,FALSE,FALSE,,25.4,25.7,0.1,3,,,,,,,ALL,ALL,ALL,721952.3955,9627195.821
ALL,murta,Strychnos subcordata,Loganiaceae,FALSE,FALSE,,10.2,10.3,0.03,3,,,,,,,ALL,ALL,ALL,721912.3509,9627217.07
ALL,goiabao,Pradosia cochlearia,Sapotaceae,FALSE,FALSE,,12.8,13.5,0.23,3,,,,,,,ALL,ALL,ALL,721950.406,9627194.122
ALL,angelim rajado,Zygia racemosa,Fabaceae,FALSE,FALSE,,14.4,15,0.2,3,,,,,,,ALL,ALL,ALL,721910.0824,9627220.707
ALL,embauba branca,Cecropia palmata,Urticaceae,FALSE,FALSE,,23.6,26.3,0.9,3,,,,,,,ALL,ALL,ALL,721946.2255,9627194.551
ALL,muirapixuna,Chamaecrista scleroxylon,Fabaceae,FALSE,FALSE,,19,20.2,0.4,3,,,,,,,ALL,ALL,ALL,721909.0403,9627218.55
ALL,embauba branca,Cecropia palmata,Urticaceae,FALSE,FALSE,,15.3,10.1,0,3,,,,,,,ALL,ALL,ALL,721946.5395,9627194.527
ALL,goiabao,Pradosia cochlearia,Sapotaceae,FALSE,FALSE,,21.2,19.3,0,3,,,,,,,ALL,ALL,ALL,721903.4343,9627222.128
ALL,acoita-cavalo,Luehea speciosa,Malvaceae,FALSE,FALSE,,17.9,18.5,0.2,3,,,,,,,ALL,ALL,ALL,721942.8764,9627189.702
ALL,matamata preto,Eschweilera ovata,Lecythidaceae,FALSE,FALSE,,15,14.5,0,3,,,,,,,ALL,ALL,ALL,721903.4411,9627221.952
ALL,joao-mole,Neea oppositifolia,Nyctaginaceae,FALSE,FALSE,,33.5,33.8,0.1,3,,,,,,,ALL,ALL,ALL,721951.1944,9627189.433
ALL,tauari,Couratari stellata,Lecythidaceae,FALSE,TRUE,,15.2,,,3,,,,,,,ALL,ALL,ALL,721901.355,9627219.225
ALL,quinarana,Geissospermum sericeum,Apocynaceae,FALSE,FALSE,,37.4,37.7,0.1,3,,,,,,,ALL,ALL,ALL,721949.5029,9627187.029
ALL,muirapixuna,Chamaecrista scleroxylon,Fabaceae,FALSE,TRUE,,11,,,3,,,,,,,ALL,ALL,ALL,721903.6171,9627217.356
ALL,cucutitiriba,Pouteria sp,Sapotaceae,FALSE,FALSE,,19.9,20.7,0.27,3,,,,,,,ALL,ALL,ALL,721948.0828,9627189.721
ALL,envira preta,Guatteria schomburgkiana,Annonaceae,FALSE,FALSE,,29,28.5,0,3,,,,,,,ALL,ALL,ALL,721903.6916,9627215.412
ALL,acoita-cavalo,Luehea speciosa,Malvaceae,FALSE,FALSE,,11.1,12.3,0.4,3,,,,,,,ALL,ALL,ALL,721946.8882,9627186.581
ALL,quinarana,Geissospermum sericeum,Apocynaceae,FALSE,FALSE,,18.6,18.5,0,3,,,,,,,ALL,ALL,ALL,721901.518,9627215.452
ALL,cajuacu,Anacardium spruceanum,Anacardiaceae,FALSE,FALSE,,14.2,16.2,0.67,3,,,,,,,ALL,ALL,ALL,721945.8433,9627186.385
ALL,joao-mole,Neea oppositifolia,Nyctaginaceae,FALSE,TRUE,,11.6,,,3,,,,,,,ALL,ALL,ALL,721902.8201,9627210.148
ALL,abiurana,Pouteria gongrijpii,Sapotaceae,FALSE,FALSE,,11,11,0,3,,,,,,,ALL,ALL,ALL,721902.9026,9627208.122
ALL,coracao-de-negro,Chamaecrista xinguensis,Fabaceae,FALSE,FALSE,,39.7,39.9,0.07,3,,,,,,,ALL,ALL,ALL,721949.7425,9627181.874
ALL,urucurana,Sloanea guianensis,Elaeocarpaceae,FALSE,FALSE,,10.9,11,0.03,3,,,,,,,ALL,ALL,ALL,721901.9426,9627205.623
ALL,breu branco,Protium paniculatum,Burseraceae,FALSE,FALSE,,14.2,15.1,0.3,3,,,,,,,ALL,ALL,ALL,721946.6273,9627181.221
