"","parcela","arv","comum.nome","cientifico.nome","familia.nome","dap.2012","tipo","vert.2012","Luz.2012","Hcom.2012","Htot.2012","dap.2014","UTM.leste","UTM.norte"
"1248","T11",92,"tachi preto","Tachigali myrmecophila","Fabaceae",76.2,"O","C",1,23.85,42.23,76.3,779651.7191,9584163.958
"1249","T11",95,"ucuuba","Virola michelii","Myristicaceae",50.7,"O","C",1,25.93,44.36,47.5,779634.7967,9584161.684
"1250","T11",96,"capueiro","Rinorea guianensis","Violaceae",13.4,"O","S",3,9.61,16.35,14,779632.836,9584162.634
"1251","T11",97,"tachi preto","Tachigali myrmecophila","Fabaceae",54.5,"O","E",1,24.68,42.22,61,779620.1456,9584166.363
"1252","T11",101,"embauba","Cecropia ficifolia","Urticaceae",32.9,"O","E",1,17,26.22,33.6,779595.5253,9584161.319
"1253","T11",102,"breu barrote","Tetragastris panamensis","Burseraceae",73.2,"O","C",1,15.61,22.18,63.3,779595.8558,9584168.328
"1254","T11",104,"jatereu","Lecythis idatimon","Lecythidaceae",26.7,"O","S",2,11.49,20.77,27.2,779580.5108,9584160.488
"1255","T11",105,"abiurana","Pouteria gongrijpii","Sapotaceae",12.6,"O","S",2,17.42,23.95,13.2,779580.0261,9584160.478
"1256","T11",110,"iperana","Eperua bijuga","Fabaceae",42,"O","C",1,22.42,32.7,42.4,779556.2364,9584161.754
"1257","T11",112,"matamata preto","Eschweilera ovata","Lecythidaceae",38.8,"O","C",1,18.09,26.83,39.5,779555.3066,9584159.933
"1258","T11",114,"capueiro","Rinorea guianensis","Violaceae",10.4,"O","S",2,7.53,10.35,10.4,779552.3963,9584159.969
"1259","T11",117,"abiurana","Pouteria gongrijpii","Sapotaceae",90.1,"O","E",1,22.08,34.31,90.7,779548.338,9584168.081
"1260","T11",118,"uxirana","Sacoglottis guianensis","Humiriaceae",61.8,"O","E",1,26.98,42.73,62.6,779507.7678,9584158.474
"1261","T11",120,"timborana","Pseudopiptadenia suaveolens","Fabaceae",62.3,"O","E",1,21.41,36.63,63.4,779476.7569,9584156.481
"1262","T11",122,"iperana","Eperua bijuga","Fabaceae",14.9,"O","S",1,9.11,16.17,15.1,779459.0538,9584155.086
"1263","T11",124,"jatereu","Lecythis idatimon","Lecythidaceae",10.8,"O","S",1,7.74,12.28,11.7,779442.8873,9584153.995
"1264","T11",125,"muirapiranga","Brosimum rubescens","Moraceae",94.5,"O","E",1,27.77,44.58,95.2,779434.3439,9584155.322
"1265","T11",128,"parajuba","Manilkara bidentata","Sapotaceae",42.1,"O","S",2,24.01,40.81,42.7,779423.4969,9584153.806
"1266","T11",129,"capueiro","Rinorea guianensis","Violaceae",12.8,"O","S",3,7.35,11.26,13.1,779417.7072,9584152.746
"1267","T11",130,"angelim vermelho","Dinizia excelsa","Fabaceae",83,"O","E",1,34.5,57.02,80.7,779418.6184,9584154.872
"1268","T11",131,"jatereu","Lecythis idatimon","Lecythidaceae",23.3,"O","S",2,15.09,21.89,23.8,779413.3463,9584152.626
"1269","T11",133,"jatereu","Lecythis idatimon","Lecythidaceae",24.9,"O","S",1,11.56,24.12,25.6,779393.9646,9584152.091
"1270","T11",134,"morta",NA,NA,38.5,"O",NA,NA,NA,3.61,NA,779383.6982,9584155.109
"1271","T11",136,"fava vermelha","Stryphnodendron pulcherrimum","Fabaceae",46.1,"O","E",1,15.59,28.12,48.4,779381.3664,9584151.744
"1272","T11",138,"matamata branco","Eschweilera coriacea","Lecythidaceae",39.6,"O","S",2,8.77,12.71,39.5,779365.3213,9584153.302
"1273","T11",139,"jatereu","Lecythis idatimon","Lecythidaceae",19.2,"O","S",3,13.7,19.1,19.3,779359.0747,9584151.229
"1274","T11",140,"seringueira","Hevea brasiliensis","Euphorbiaceae",40.7,"O","E",1,14.58,22.54,48.7,779356.0599,9584155.047
"1275","T11",141,"piquiarana","Caryocar glabrum","Caryocaraceae",29.6,"O","S",1,14.62,22.09,29.7,779355.1983,9584151.122
"1276","T11",142,"capueiro","Rinorea guianensis","Violaceae",14.6,"O","S",2,8.27,14.5,14.9,779354.232,9584150.995
"1277","T11",143,"capueiro","Rinorea guianensis","Violaceae",19,"O","S",2,10.74,15.07,19,779353.2629,9584150.968
"1278","T11",145,"axixa","Sterculia pruriens","Malvaceae",13,"O","S",3,7.17,10.46,13,779330.9739,9584150.353
"1279","T11",147,"abiurana casca fina","Pouteria retinervis","Sapotaceae",20.2,"O","S",2,12.6,21.36,25.2,779319.3448,9584150.033
"1280","T11",149,"inga amargoso","Inga sp.","Fabaceae",13.9,"O","S",2,8.37,13.29,14.5,779312.5612,9584149.846
"1281","T11",151,"parajuba","Manilkara bidentata","Sapotaceae",22,"O","C",1,14.52,21.81,23.2,779303.3521,9584149.692
"1282","T11",152,"capueiro","Rinorea guianensis","Violaceae",11.5,"O","S",2,11.83,19.55,11.8,779288.3341,9584149.177
"1283","T11",155,"envira","Xylopia sp.","Annonaceae",11.1,"O","S",2,1.62,14.15,11.8,779275.7359,9584148.83
"1284","T11",156,"ingarana","Inga sp.","Fabaceae",32,"O","S",1,15.79,27.53,32.3,779275.7387,9584148.73
"1285","T11",157,"ingarana","Inga sp.","Fabaceae",40,"O","S",1,14.74,26.93,41.3,779275.2541,9584148.716
"1286","T11",158,"ingarana","Inga sp.","Fabaceae",35.7,"O","S",1,13.61,25.63,35.5,779274.7668,9584148.803
"1287","T11",159,"angelim vermelho","Dinizia excelsa","Fabaceae",16,"O","S",2,11.95,20.14,16.7,779265.076,9584148.536
"1288","T11",161,"abiurana","Pouteria gongrijpii","Sapotaceae",23.4,"O","S",3,12.38,16.07,23.8,779263.1378,9584148.482
"1289","T11",162,"matamata branco","Eschweilera coriacea","Lecythidaceae",14.7,"O","S",2,10.25,14.8,15.8,779255.8696,9584148.282
"1290","T11",164,"piquiarana","Caryocar glabrum","Caryocaraceae",95,"O","E",1,23.94,40.47,95,779251.0242,9584148.148
"1291","T11",168,"cupiuba","Goupia glabra","Goupiaceae",57.4,"O","E",1,18.61,29.18,58.6,779233.085,9584148.053
"1292","T11",170,"matamata preto","Eschweilera ovata","Lecythidaceae",59.4,"O","C",2,25.42,37.35,59.5,779233.3194,9584139.556
"1293","T11",171,"tachi vermelho","Tachigali paniculata","Fabaceae",43.5,"O","C",2,23.86,30.95,43.5,779246.928,9584138.431
"1294","T11",172,"jatereu","Lecythis idatimon","Lecythidaceae",40,"O","S",2,20.55,29.09,49.7,779246.877,9584157.857
"1295","T11",173,"parajuba","Manilkara bidentata","Sapotaceae",36,"O","C",2,18.02,27.02,36.5,779271.9726,9584144.624
"1296","T11",174,"inga branco","Inga thibaudiana","Fabaceae",47.7,"O","C",2,20.63,31.85,45.1,779292.7115,9584148.698
"1297","T11",175,"matamata branco","Eschweilera coriacea","Lecythidaceae",39,"O","C",2,22.75,33.43,39.5,779295.2583,9584144.266
"1298","T11",176,"ucuuba","Virola michelii","Myristicaceae",44.9,"O","C",2,18.63,29.4,45.7,779339.9191,9584142.497
"1299","T11",177,"mapatirana","Pourouma minor","Urticaceae",45.1,"O","C",2,23.05,32.63,46.8,779399.5612,9584160.149
"1300","T11",178,"jutai-pororoca","Dialium guianense","Fabaceae",41.9,"O","C",2,13.61,28.03,41.9,779412.5124,9584147.701
"1301","T11",179,"matamata preto","Eschweilera ovata","Lecythidaceae",66.7,"O","C",2,24.16,35.83,61.2,779431.0311,9584145.076
"1302","T11",180,"abiurana","Pouteria gongrijpii","Sapotaceae",35.2,"O","C",2,20.73,26.29,36.3,779455.6998,9584148.746
"1303","T11",181,"timborana","Pseudopiptadenia suaveolens","Fabaceae",39.4,"O","C",2,12.29,22.08,39.3,779488.7307,9584150.474
"1304","T11",182,"breu vermelho","Protium hebetatum","Burseraceae",58.9,"O","C",2,23.12,35.39,60,779503.1687,9584167.284
"1305","T11",183,"matamata preto","Eschweilera ovata","Lecythidaceae",46.4,"O","C",2,22.48,38.46,48.4,779523.9887,9584150.741
"1306","T11",184,"caramuxi","Pouteria hispida","Sapotaceae",41.2,"O","C",2,15.98,28.7,42.7,779552.2883,9584164.867
"1307","T11",185,"morta",NA,NA,40.6,"O",NA,NA,NA,14.5,38.2,779567.5342,9584155.201
"1308","T11",186,"matamata branco","Eschweilera coriacea","Lecythidaceae",36.5,"O","C",2,18.52,27.94,36.5,779589.1031,9584166.679
"1309","T11",187,"breu barrote","Tetragastris panamensis","Burseraceae",45.6,"O","C",2,19.31,27.02,38.3,779632.5715,9584152.633
"1310","T11",188,"abiurana","Pouteria gongrijpii","Sapotaceae",37.9,"O","C",2,16.86,26.98,37.9,779634.0035,9584153.665
"1311","T11",189,"parajuba","Manilkara bidentata","Sapotaceae",57.5,"O","S",2,21.89,30.32,57.5,779645.2507,9584171.417
"1312","T11",190,"mapatirana","Pourouma villosa","Urticaceae",35,"O","C",2,10.82,22.58,35,779648.0266,9584155.474
"1313","T11",191,"breu barrote","Tetragastris panamensis","Burseraceae",42.2,"O","S",2,22.39,33.21,43,779665.674,9584168.867
"1314","T11",192,"breu barrote","Tetragastris panamensis","Burseraceae",42.2,"O","S",2,19.15,28.55,41.1,779667.5907,9584169.909
"1315","T11",193,"fava-saboeiro","Abarema cochleata","Fabaceae",48.7,"O","C",2,21.22,30.04,50.3,779681.1512,9584170.708
"1316","T11",194,"matamata branco","Eschweilera coriacea","Lecythidaceae",38.2,"O","C",2,22.62,30.93,42.1,779694.5684,9584156
"1317","T11",195,"iperana","Eperua bijuga","Fabaceae",41.7,"O","C",2,11.24,15.81,42.1,779720.2462,9584157.066
"1318","T12",1,"jarana","Lecythis lurida","Lecythidaceae",55.9,"O","E",1,17.6,34.04,56.4,778933.1757,9586598.046
"1319","T12",2,"jatereu","Lecythis idatimon","Lecythidaceae",10.3,"O","S",1,2.28,3.94,10.5,778938.8674,9586599.511
"1320","T12",3,"morta",NA,NA,12.3,"O",NA,NA,NA,2.47,12.2,778938.7674,9586599.51
"1321","T12",4,"matamata branco","Eschweilera coriacea","Lecythidaceae",50,"O","C ",1,14.56,23.79,51,778946.0965,9586611.966
"1322","T12",5,"breu barrote","Tetragastris panamensis","Burseraceae",18.3,"O","S",1,4.66,3.87,NA,778938.8612,9586618.131
"1323","T12",6,"matamata branco","Eschweilera coriacea","Lecythidaceae",57.9,"O","C",1,22.74,38.78,60.4,778935.9822,9586631.961
"1324","T12",7,"casca seca","Licania canescens","Chrysobalanaceae",41.8,"O","C",1,23.59,33.1,49.5,778944.9793,9586632.49
"1325","T12",8,"matamata branco","Eschweilera coriacea","Lecythidaceae",46.5,"O","C",1,24,31.69,46.9,778941.9658,9586634.86
"1326","T12",9,"tamaquare","Caraipa grandifolia","Calophyllaceae",20.9,"O","S",2,20.52,27.74,22.2,778939.8924,9586646.307
"1327","T12",10,"anani","Symphonia globulifera","Clusiaceae",53.3,"O","E",1,27.26,37.92,54.3,778936.2923,9586647.719
"1328","T12",11,"axixa","Sterculia pruriens","Malvaceae",47.6,"O","C",2,19.97,28.24,49.9,778944.4894,9586648.243
"1329","T12",12,"burangica","Galipea trifoliata","Rutaceae",10.7,"O","S",2,11.96,18.03,10.8,778939.1759,9586650.6
"1330","T12",13,"matamata branco","Eschweilera coriacea","Lecythidaceae",28.7,"O","S",2,19,27.99,29.6,778939.4623,9586652.989
"1331","T12",14,"jatereu","Lecythis idatimon","Lecythidaceae",12.3,"O","S",1,13.83,16.71,12.7,778939.3669,9586669.699
"1332","T12",15,"morta",NA,NA,15,"O",NA,NA,NA,11.3,NA,778939.0097,9586679.724
"1333","T12",16,"tauari","Couratari stellata","Lecythidaceae",60,"O","E",1,31.23,39.16,61,778947.9987,9586681.685
"1334","T12",17,"matamata branco","Eschweilera coriacea","Lecythidaceae",13.2,"O","S",2,12.42,20.58,13.7,778938.8716,9586686.407
"1335","T12",18,"matamata branco","Eschweilera coriacea","Lecythidaceae",43.4,"O","E",1,23.06,33.64,43.7,778947.2496,9586690.275
"1336","T12",19,"breu barrote","Tetragastris panamensis","Burseraceae",50.6,"O","C",1,20.97,31.82,51.4,778943.6442,9586691.209
"1337","T12",20,"matamata branco","Eschweilera coriacea","Lecythidaceae",28.8,"O","S",1,13.22,16.7,28.8,778937.6169,9586697.382
"1338","T12",21,"morta",NA,NA,20.6,"O",NA,NA,NA,20.36,20.6,778938.8953,9586699.776
"1339","T12",22,"guajara-bolacha","Pouteria oppositifolia","Sapotaceae",52.3,"O","E",1,28.01,38.48,52.4,778930.9273,9586711.667
"1340","T12",23,"abiurana","Pouteria gongrijpii","Sapotaceae",45,"O","E",1,30.28,40.18,45,778931.5273,9586711.67
"1341","T12",24,"morta",NA,NA,22.9,"O",NA,NA,NA,10.56,22.9,778939.0408,9586709.326
"1342","T12",25,"jatereu","Lecythis idatimon","Lecythidaceae",13.9,"O","S",2,10.76,14.37,14.2,778939.4326,9586710.761
"1343","T12",26,"mato",NA,NA,51.7,"O","C",1,19.93,26.76,52.7,778947.7862,9586718.925
"1344","T12",27,"matamata branco","Eschweilera coriacea","Lecythidaceae",58.5,"O","C",1,19.41,28.66,58.9,778930.4674,9586722.168
"1345","T12",28,"casca seca","Licania canescens","Chrysobalanaceae",53.7,"O","C",1,25.9,34.93,54.9,778947.0589,9586723.695
"1346","T12",29,"arataciu","Sagotia racemosa","Euphorbiaceae",13.8,"O","S",3,5.26,8.68,13.9,778937.448,9586726.983
"1347","T12",30,"matamata branco","Eschweilera coriacea","Lecythidaceae",20.2,"O","S",2,16.72,19.46,20.8,778938.21,9586732.239
"1348","T12",31,"caramuxi","Pouteria hispida","Sapotaceae",40,"O","C",1,20.21,33.09,49.2,778945.9045,9586733.238
"1349","T12",32,"uxi","Endopleura uchi","Humiriaceae",38,"O","C",1,22.31,32.12,39.2,778943.3663,9586739.908
"1350","T12",33,"jatereu","Lecythis idatimon","Lecythidaceae",25,"O","S",2,16.16,20.65,26,778939.323,9586746.092
"1351","T12",34,"tachi branco","Tachigali paniculata","Fabaceae",60,"O","E",1,19.51,30.11,61,778939.3255,9586747.047
"1352","T12",35,"gema-de-ovo","Aspidosperma parvifolium","Apocynaceae",10.2,"O","S",2,5.43,7.99,10.3,778938.0038,9586750.859
"1353","T12",36,"matamata branco","Eschweilera coriacea","Lecythidaceae",16.2,"O","S",1,7.3,9.49,16.3,778938.4765,9586755.636
"1354","T12",37,"castanha-sapucaia","Lecythis pisonis","Lecythidaceae",81.3,"O","C",1,28.36,42.49,81.5,778940.0858,9586789.067
"1355","T12",38,"louro preto","Ocotea cernua","Lauraceae",23.1,"O","S",2,15.51,26.36,24.1,778937.8776,9586790.487
"1356","T12",39,"caramuxi","Pouteria hispida","Sapotaceae",11.8,"O","S",3,12.42,21.04,12.2,778937.6242,9586795.319
"1357","T12",40,"uxirana","Sacoglottis guianensis","Humiriaceae",12.1,"O","S",3,17.1,25.34,12.5,778938.6326,9586796.018
"1358","T12",41,"jarana","Lecythis lurida","Lecythidaceae",86,"O","E",1,29.07,39.82,88.2,778933.6323,9586804.377
"1359","T12",42,"casca seca","Licania canescens","Chrysobalanaceae",14.3,"O","S",2,11.47,16.4,14.7,778937.7802,9586808.359
"1360","T12",43,"seringueira","Hevea brasiliensis","Euphorbiaceae",28,"O","S",2,15.87,23.65,24.2,778938.4652,9586815.465
"1361","T12",44,"uxirana","Sacoglottis guianensis","Humiriaceae",56.1,"O","C",1,15.92,22.61,57.7,778947.9816,9586816.773
"1362","T12",45,"abiurana","Pouteria gongrijpii","Sapotaceae",35.2,"O","C",1,16.06,21.57,35.9,778933.8961,9586826.427
"1363","T12",46,"uxirana","Sacoglottis guianensis","Humiriaceae",40.6,"O","C",1,20.32,34.74,41.2,778944.5975,9586834.836
"1364","T12",47,"pau-para-tudo","Simaba cedron","Simaroubaceae",10.9,"O","S",2,6.93,9.93,11,778938.7653,9586848.896
"1365","T12",48,"matamata branco","Eschweilera coriacea","Lecythidaceae",35.3,"O","C",2,18.3,25.6,36.8,778937.888,9586850.803
"1366","T12",49,"macaranduba","Manilkara huberi","Sapotaceae",38.3,"O","C",2,18.74,29.07,39.3,778941.8615,9586856.921
"1367","T12",50,"jatereu","Lecythis idatimon","Lecythidaceae",48.5,"O","C",2,24.09,39.78,49.5,778933.282,9586858.684
"1368","T12",51,"caramuxi","Pouteria hispida","Sapotaceae",70.8,"O","C",1,21.34,32.35,71.2,778938.8071,9586860.752
"1369","T12",52,"morta",NA,NA,48.5,"O",NA,NA,NA,36.16,48.5,778944.9407,9586863.524
"1370","T12",53,"matamata branco","Eschweilera coriacea","Lecythidaceae",35.5,"O","S",2,24.3,33.66,35.9,778942.9579,9586864.97
"1371","T12",54,"matamata branco","Eschweilera coriacea","Lecythidaceae",51.3,"O","S",2,16.87,32.21,54.9,778932.4012,9586868.653
"1372","T12",55,"parajuba","Manilkara bidentata","Sapotaceae",79.2,"O","E",1,29.74,42.83,79.9,778937.8831,9586875.464
"1373","T12",56,"morta",NA,NA,54.4,"O",NA,NA,NA,29.49,54.4,778945.1904,9586884.388
"1374","T12",57,"maracatiara","Astronium graveolens","Anacardiaceae",99.6,"O","E",1,30.34,51.89,98.9,778939.3579,9586897.584
"1375","T12",58,"murta","Strychnos subcordata","Loganiaceae",12.6,"O","S",2,6.63,14.41,13.2,778938.4416,9586903.291
"1376","T12",59,"casca seca","Licania canescens","Chrysobalanaceae",49,"O","C",1,33.5,37.17,49.4,778948.4642,9586905.531
"1377","T12",60,"abiurana","Pouteria gongrijpii","Sapotaceae",41,"O","S",2,20.94,34.61,41,778945.6659,9586920.755
"1378","T12",61,"jatereu","Lecythis idatimon","Lecythidaceae",12.3,"O","S",2,11.81,16.96,13.1,778940.2853,9586922.251
"1379","T12",62,"abiurana branca","Pouteria guianensis","Sapotaceae",20.4,"O","S",2,11.37,19.5,21.9,778940.1979,9586923.201
"1380","T12",63,"casca seca","Licania canescens","Chrysobalanaceae",43.5,"O","C",1,17.85,27.45,43.9,778932.8748,9586936.587
"1381","T12",64,"uxirana","Sacoglottis guianensis","Humiriaceae",13,"O","S",2,12.22,17.93,13.8,778939.6931,9586937.92
"1382","T12",65,"matamata branco","Eschweilera coriacea","Lecythidaceae",54.8,"O","C",1,23.2,35.8,55.2,778935.8934,9586937.97
"1383","T12",66,"macucu","Licania guianensis","Chrysobalanaceae",35.9,"O","C",2,17.79,27.44,36.9,778939.7309,9586940.767
"1384","T12",67,"jutai-pororoca","Dialium guianense","Fabaceae",25,"O","S",2,14.53,25.98,26.3,778940.3308,9586940.759
"1385","T12",68,"ata preta","Annona sp.","Annonaceae",10.1,"O","S",2,8.45,11.07,10.1,778941.0235,9586948.343
"1386","T12",69,"casca seca","Licania canescens","Chrysobalanaceae",36.5,"O","C",2,26.97,31.08,37.3,778940.2882,9586952.624
"1387","T12",70,"abiurana","Pouteria gongrijpii","Sapotaceae",100.7,"O","E",1,27.06,44.73,100.7,778937.1326,9586955.988
"1388","T12",71,"burangica","Galipea trifoliata","Rutaceae",15.4,"O","S",1,4.48,6.33,15.9,778941.1431,9586957.359
"1389","T12",72,"morta",NA,NA,38,"O",NA,NA,NA,6.2,37,778940.4267,9586963.064
"1390","T12",73,"matamata branco","Eschweilera coriacea","Lecythidaceae",39,"O","S",2,22.53,35.62,38,778937.227,9586963.106
"1391","T12",74,"tanibuca","Terminalia amazonia","Combretaceae",55.1,"O","C",2,23.43,37.26,58.1,778937.3025,9586968.8
"1392","T12",75,"macaranduba","Manilkara huberi","Sapotaceae",42.7,"O","E",1,24.21,37.36,44.1,778948.3205,9586970.078
"1393","T12",76,"matamata preto","Eschweilera ovata","Lecythidaceae",58.2,"O","C",1,15.91,33.31,59,778944.4467,9586979.621
"1394","T12",77,"mato",NA,NA,20.8,"O","S",2,18.47,24.86,21,778940.6597,9586980.62
"1395","T12",78,"casca seca","Licania canescens","Chrysobalanaceae",36.9,"O","C",2,21.85,30.02,37.4,778937.611,9586992.051
"1396","T12",79,"abiurana","Pouteria gongrijpii","Sapotaceae",36.2,"O","S",2,18.43,33.96,36.8,778942.6232,9586992.934
"1397","T12",80,"murure","Brosimum acutifolium","Moraceae",35,"O","S",2,23.97,33.35,34.8,778940.5178,9587000.081
"1398","T12",81,"sucupira tento","Ormosia nobilis","Fabaceae",47.3,"O","E",1,25.16,37.51,47.9,778939.1179,9587000.099
"1399","T12",82,"matamata branco","Eschweilera coriacea","Lecythidaceae",35.2,"O","S",2,20.53,30.59,36.8,778937.7558,9587002.965
"1400","T12",83,"cajuacu","Anacardium spruceanum","Anacardiaceae",68.6,"O","E",1,21.05,32.65,68.9,778940.9681,9587003.871
"1401","T12",84,"envira-surucucu","Duguetia surinamensis","Annonaceae",35.5,"O","S",2,21.71,31.26,35.8,778938.3006,9587013.873
"1402","T12",85,"jutai-pororoca","Dialium guianense","Fabaceae",12.7,"O","S",3,11.39,14.75,13,778940.1162,9587029.511
"1403","T12",86,"tatapiririca","Tapirira guianensis","Anacardiaceae",11.5,"O","S",3,10.6,15.79,12.3,778940.9144,9587029.975
"1404","T12",87,"jutai-pororoca","Dialium guianense","Fabaceae",17.5,"O","S",3,6.92,11.69,17.3,778940.6648,9587033.775
"1405","T12",88,"louro preto","Ocotea cernua","Lauraceae",13,"O","S",3,9.32,16.44,13.9,778940.8711,9587034.247
"1406","T12",89,"matamata preto","Eschweilera ovata","Lecythidaceae",42.7,"O","S",2,20.15,28.76,43,778945.177,9587034.664
"1407","T12",90,"macaranduba","Manilkara huberi","Sapotaceae",66.4,"O","C",2,21.18,32.86,66.9,778940.0467,9587039.953
"1408","T12",91,"matamata branco","Eschweilera coriacea","Lecythidaceae",12.2,"O","S",2,8.17,11.83,12.4,778941.0592,9587040.888
"1409","T12",92,"jatereu","Lecythis idatimon","Lecythidaceae",23,"O","S",2,9.8,11.27,23,778941.2844,9587042.784
"1410","T12",93,"tachi preto","Tachigali myrmecophila","Fabaceae",70,"O","E",1,20.56,33.95,71,778945.2966,9587043.68
"1411","T12",94,"abiurana","Pouteria gongrijpii","Sapotaceae",10.9,"O","S",3,6.44,15.94,11,778942.3488,9587062.703
"1412","T12",95,"jutai","Hymenaea parvifolia","Fabaceae",37.6,"O","C",2,19.57,30.2,37.3,778947.0672,9587064.064
"1413","T12",96,"matamata branco","Eschweilera coriacea","Lecythidaceae",46.2,"O","C",2,13.23,25.98,46.2,778945.7862,9587065.504
"1414","T12",97,"casca seca","Licania canescens","Chrysobalanaceae",19.1,"O","S",2,15.54,21.44,19.1,778941.8244,9587068.405
"1415","T12",98,"maracatiara","Astronium graveolens","Anacardiaceae",48.5,"O","E",1,21.41,31.92,49.8,778947.2931,9587073.553
"1416","T12",99,"arataciu","Sagotia racemosa","Euphorbiaceae",12.2,"O","S",1,NA,2.31,12.2,778941.3629,9587078.852
"1417","T12",100,"matamata preto","Eschweilera ovata","Lecythidaceae",17.6,"O","S",1,3.71,5.9,17.7,778941.3637,9587086.445
"1418","T12",101,"tachirana","Stryphnodendron paniculatum","Fabaceae",44.7,"O","S",1,16.93,25.12,46.8,778947.4694,9587086.839
"1419","T13",1,"matamata branco","Eschweilera coriacea","Lecythidaceae",36.4,"O","S",2,21.73,30.13,37.2,779078.6394,9586254.766
"1420","T13",2,"lacre-da-mata","Vismia floribunda","Hypericaceae",58,"O","E",1,19.4,39.08,58.7,779074.5276,9586267.126
"1421","T13",3,"matamata branco","Eschweilera coriacea","Lecythidaceae",37.9,"O","C",2,11.59,17.37,38.7,779067.3069,9586261.928
"1422","T13",4,"arataciu","Sagotia racemosa","Euphorbiaceae",10.5,"O","S",2,23.28,33.58,10.5,779067.2627,9586258.829
"1423","T13",5,"casca seca","Licania canescens","Chrysobalanaceae",37.1,"O","C",2,23.34,31.35,37.8,779062.4222,9586253.497
"1424","T13",6,"abiurana","Pouteria gongrijpii","Sapotaceae",20.2,"O","S",2,16.1,24.85,21,779057.2594,9586258.971
"1425","T13",7,"jatereu","Lecythis idatimon","Lecythidaceae",17.7,"O","S",2,14.6,23.04,18.1,779056.3195,9586259.885
"1426","T13",8,"morta",NA,NA,42,"O",NA,NA,NA,4.63,42,779055.3754,9586260.498
"1427","T13",9,"abiu rosadinho","Pouteria reticulata","Sapotaceae",37.9,"O","S",1,23.68,32.44,38.3,779052.6185,9586267.638
"1428","T13",10,"matamata preto","Eschweilera ovata","Lecythidaceae",28.7,"O","S",1,19.6,18.2,28.7,779046.7926,9586260.021
"1429","T13",11,"casca seca","Licania canescens","Chrysobalanaceae",65,"O","C",1,17.29,37.26,60.8,779044.2625,9586249.656
"1430","T13",12,"abiurana","Pouteria gongrijpii","Sapotaceae",17.8,"O","C",2,23.37,30.54,18,779042.9832,9586260.175
"1431","T13",13,"parajuba","Manilkara bidentata","Sapotaceae",51.7,"O","E",1,18.16,35.63,52.4,779038.1071,9586252.344
"1432","T13",14,"guajara branco","Pouteria sp.","Sapotaceae",58.7,"O","E",1,25.48,39.71,59.8,779036.8206,9586262.363
"1433","T13",15,"seringarana","Micrandra minor","Euphorbiaceae",66,"O","C",1,23.2,39.68,65.8,779030.6424,9586263.451
"1434","T13",16,"macucu","Licania guianensis","Chrysobalanaceae",53.4,"O","C",1,24.16,38.02,54.1,779029.7082,9586264.765
"1435","T13",17,"abiurana branca","Pouteria guianensis","Sapotaceae",45.5,"O","C",1,17.77,31.8,45.9,779024.4527,9586263.74
"1436","T13",18,"abiurana branca","Pouteria guianensis","Sapotaceae",35,"O","C",1,19.41,29.65,35.4,779022.4889,9586259.667
"1437","T13",19,"jatereu","Lecythis idatimon","Lecythidaceae",37.1,"O","S",2,22.6,30.85,37.2,779020.4965,9586253.595
"1438","T13",20,"capueiro","Rinorea guianensis","Violaceae",10.3,"O","S",2,13.3,21.82,10.4,779011.5456,9586260.715
"1439","T13",21,"jatereu","Lecythis idatimon","Lecythidaceae",36.2,"O","C",2,18.13,32.02,36.3,779009.6118,9586258.751
"1440","T13",22,"jatereu","Lecythis idatimon","Lecythidaceae",24.8,"O","C",2,23.09,30.15,25,779005.3346,9586259.512
"1441","T13",23,"papuda",NA,NA,48,"O","E",1,16.83,33.63,48.5,779004.7628,9586252.819
"1442","T13",24,"abiurana","Pouteria gongrijpii","Sapotaceae",48.1,"O","C",2,19.63,33.58,48.5,779001.665,9586269.465
"1443","T13",25,"capueiro","Rinorea guianensis","Violaceae",10.4,"O","S",3,8.07,14.27,10.4,779001.5253,9586259.666
"1444","T13",26,"abiurana branca","Pouteria guianensis","Sapotaceae",45.8,"O","S",2,23.41,29.84,46,778990.7136,9586269.941
"1445","T13",28,"guajara peludo","Pouteria sp.","Sapotaceae",53.2,"O","E",1,23.88,39.02,52.7,778987.6285,9586254.064
"1446","T13",29,"morta",NA,NA,55,"O",NA,NA,NA,30.52,55,778986.3421,9586264.083
"1447","T13",30,"fava vermelha","Stryphnodendron pulcherrimum","Fabaceae",65.8,"O","E",1,27.12,44.33,66.3,778981.5672,9586263.351
"1448","T13",31,"abiurana branca","Pouteria guianensis","Sapotaceae",35.3,"O","S",2,22.3,34.66,35.8,778981.1593,9586268.157
"1449","T13",32,"matamata branco","Eschweilera coriacea","Lecythidaceae",40,"O","S",2,22.99,34.78,40.3,778980.9711,9586254.959
"1450","T13",33,"casca seca","Licania canescens","Chrysobalanaceae",39.3,"O","S",2,23.06,38.69,40,778976.3388,9586264.226
"1451","T13",34,"matamata branco","Eschweilera coriacea","Lecythidaceae",45,"O","C",2,21.9,32.02,45.4,778967.3195,9586266.555
"1452","T13",35,"abiurana","Pouteria gongrijpii","Sapotaceae",10.7,"O","S",2,10.95,21.4,10.7,778961.04,9586260.543
"1453","T13",36,"capueiro","Rinorea guianensis","Violaceae",16.5,"O","S",2,16.84,23.64,16.6,778957.707,9586260.691
"1454","T13",37,"axixa","Sterculia pruriens","Malvaceae",33.6,"O","C",1,23.1,31.07,34.3,778952.4672,9586260.766
