"","parcela","arv","comum.nome","cientifico.nome","familia.nome","dap.2012","tipo","vert.2012","Luz.2012","Hcom.2012","Htot.2012","dap.2014","UTM.leste","UTM.norte"
"7149","T07",3,"uxirana","Sacoglottis guianensis","Humiriaceae",33.8,"O","S",2,18.91,30.72,34.2,779054.6689,9585197.714
"7159","T07",5,"ucuuba","Virola michelii","Myristicaceae",33.7,"O","S",1,30.34,53.7,35.9,779054.1793,9585180.499
"7179","T07",7,"capueiro","Rinorea guianensis","Violaceae",15.5,"O","S",2,10.71,21.6,15.7,779054.8273,9585152.796
"7189","T07",8,"capueiro","Rinorea guianensis","Violaceae",10.8,"O","S",2,7.76,14.93,10.9,779054.8944,9585149.931
"7199","T07",10,"capueiro","Rinorea guianensis","Violaceae",23.2,"O","S",2,8.99,19.27,22.4,779056.3006,9585123.68
"7209","T07",15,"capueiro","Rinorea guianensis","Violaceae",10.8,"O","S",2,6.42,10.94,NA,779056.0786,9585099.302
"72113","T07",16,"inga","Inga marginata","Fabaceae",20.2,"O","S",2,14.35,22.38,20.5,779056.3914,9585085.929
"72211","T07",18,"capueiro","Rinorea guianensis","Violaceae",18.9,"O","S",3,14.33,21.26,19.3,779057.2397,9585079.258
"7239","T07",19,"capueiro","Rinorea guianensis","Violaceae",11,"O","S",3,4.93,7.28,NA,779057.4402,9585074.962
"7249","T07",21,"liana",NA,NA,12.3,"L",NA,NA,NA,NA,NA,779058.0982,9585055.384
"7259","T07",22,"matamata","Eschweilera amazonica","Lecythidaceae",26.5,"O","S",3,17.61,25.35,26.7,779057.7542,9585052.987
"7269","T07",23,"capueiro","Rinorea guianensis","Violaceae",22.4,"O","S",2,7.94,13.4,22.8,779057.2852,9585047.719
"7319","T07",28,"capueiro","Rinorea guianensis","Violaceae",12.3,"O","S",2,9.13,11.92,NA,779058.2387,9584999.638
"7339","T07",32,"jatereu","Lecythis idatimon","Lecythidaceae",17.5,"O","E",1,10.97,13.95,17.9,779056.08,9584983.6
"7349","T07",33,"capueiro","Rinorea guianensis","Violaceae",24.9,"O","S",2,14.2,20.76,25.2,779056.2544,9584972.301
"7379","T07",39,"capueiro","Rinorea guianensis","Violaceae",11.1,"O","S",2,8.85,15.66,12,779052.2832,9584924.497
"7409","T07",45,"liana",NA,NA,15.4,"L",NA,NA,NA,NA,15.9,779051.0964,9584885.225
"74113","T07",46,"tachi preto","Tachigali myrmecophila","Fabaceae",16,"O","S",2,10.37,17.47,16,779050.8853,9584880.943
"74211","T07",47,"morta",NA,NA,14.5,"O",NA,NA,NA,8.46,NA,779049.364,9584856.685
"7439","T07",49,"breu branco","Protium paniculatum","Burseraceae",11.5,"O","S",2,8.62,15.63,12,779050.1334,9584848.089
"7469","T07",58,"papo-de-mutum","Lacunaria jenmanii","Ochnaceae",24.5,"O","S",2,16.15,23.65,24.5,779047.7219,9584793.363
"7499","T07",63,"capueiro","Rinorea guianensis","Violaceae",18.7,"O","S",3,14.79,21.03,19.7,779048.0963,9584769.532
"75113","T07",66,"capueiro","Rinorea guianensis","Violaceae",14.6,"O","S",3,12.98,18.31,15.1,779047.2667,9584745.256
"7539","T07",68,"uxi","Endopleura uchi","Humiriaceae",10.2,"O","S",2,8.04,15.14,10.3,779046.921,9584731.925
"7549","T07",69,"capueiro","Rinorea guianensis","Violaceae",10.1,"O","S",2,9.72,17.04,10.5,779046.8099,9584727.64
"7579","T07",74,"morta",NA,NA,22.2,"O",NA,NA,NA,11.27,NA,779047.9274,9584724.752
"7619","T07",79,"liana",NA,NA,25.5,"L",NA,NA,NA,NA,26,779048.3874,9584757.614
"7629","T07",80,"abiurana","Pouteria gongrijpii","Sapotaceae",21.5,"O","C",2,19.59,26.84,21.8,779048.1234,9584762.861
"7639","T07",83,"molongo","Ambelania acida","Apocynaceae",10.3,"O","S",2,6.27,9.02,10.6,779049.6806,9584792.359
"7649","T07",84,"capueiro","Rinorea guianensis","Violaceae",31.8,"O","S",1,18.75,23.23,31.8,779049.7793,9584796.168
"7659","T07",86,"jatereu","Lecythis idatimon","Lecythidaceae",12.5,"O","S",2,11.33,13.37,13,779050.0386,9584806.166
"7669","T07",87,"inga","Inga marginata","Fabaceae",11.7,"O","S",2,14.33,19.14,12,779049.5037,9584823.808
"7679","T07",89,"morta",NA,NA,17.8,"O",NA,NA,NA,4.31,NA,779050.0753,9584834.274
"7689","T07",90,"uxirana","Sacoglottis guianensis","Humiriaceae",21.8,"O","S",2,18.29,30.19,21.8,779049.8247,9584836.186
"7699","T07",91,"liana",NA,NA,20.2,"L",NA,NA,NA,NA,NA,779050.9769,9584842.35
"7739","T07",95,"jatereu","Lecythis idatimon","Lecythidaceae",24.8,"O","S",1,10.57,18.7,NA,779051.0494,9584875.698
"7759","T07",99,"jatereu","Lecythis idatimon","Lecythidaceae",23.3,"O","S",2,15.49,26.08,23.2,779052.1598,9584911.747
"7769","T07",105,"capueiro","Rinorea guianensis","Violaceae",15.6,"O","S",1,11.52,19.86,16.3,779055.6769,9584954.676
"7809","T07",111,"abiurana","Pouteria gongrijpii","Sapotaceae",33.5,"O","S",2,20.47,36.6,34.5,779056.9565,9584980.592
"7909","T07",128,"jatereu","Lecythis idatimon","Lecythidaceae",11.7,"O","S",3,11.24,16.38,11.9,779057.4485,9585095.989
"79113","T07",129,"caqui","Diospyros guianensis","Ebenaceae",13.7,"O","S",3,12.68,18.02,13.7,779058.0174,9585101.259
"79211","T07",131,"araca","Myrcia deflexa","Myrtaceae",19.9,"O","E",1,14.38,30.11,NA,779057.9168,9585105.558
"7959","T07",134,"capueiro","Rinorea guianensis","Violaceae",10.1,"O","S",2,10.28,13.46,NA,779056.8798,9585111.746
"7969","T07",135,"abiu cutite",NA,NA,14.2,"O","S",2,10.32,18.53,14.2,779057.3462,9585113.191
"7979","T07",136,"jatereu","Lecythis idatimon","Lecythidaceae",13.7,"O","S",2,5.07,11.03,14.4,779057.1239,9585114.141
"7989","T07",137,"capueiro","Rinorea guianensis","Violaceae",11.8,"O","S",2,6.21,13.73,12.3,779057.6934,9585115.11
"7999","T07",138,"capueiro","Rinorea guianensis","Violaceae",11.1,"O","S",2,7.52,13.22,11.3,779056.333,9585130.849
"8009","T07",139,"capueiro","Rinorea guianensis","Violaceae",14.5,"O","S",1,9.01,14.91,14.8,779057.28,9585132.783
"8029","T07",144,"capueiro","Rinorea guianensis","Violaceae",12.8,"O","S",2,11.3,31.51,13.3,779055.9296,9585156.645
"8039","T07",145,"matamata","Eschweilera amazonica","Lecythidaceae",23.1,"O","S",2,24.79,33.06,23.5,779056.196,9585158.085
"8099","T07",152,"jatereu","Lecythis idatimon","Lecythidaceae",13.1,"O","S",3,11.87,22.68,13.7,779055.2687,9585197.728
"8449","T08",1,"morta",NA,NA,33,"O",NA,NA,NA,2.08,33,779536.2074,9585149.514
"8459","T08",2,"morta",NA,NA,15.8,"O",NA,NA,NA,13.01,17.3,779536.7421,9585137.358
"8469","T08",3,"abiu cutite",NA,NA,11.4,"O","S",3,6.98,10.68,11.5,779535.9107,9585135.507
"8479","T08",5,"freijo branco","Cordia scabrifolia","Boraginaceae",27.8,"O","S",2,14.87,22.17,35.9,779535.6634,9585123.835
"8489","T08",10,"abiu cutite",NA,NA,24.2,"O","S",2,12.29,18.9,24.3,779535.06,9585095.354
"8509","T08",15,"jatereu","Lecythis idatimon","Lecythidaceae",11.7,"O","S",2,7.97,14.21,12.5,779534.7237,9585079.48
"8539","T08",20,"papuda",NA,NA,18.1,"O","S",2,18.11,24.98,18.8,779534.0869,9585030.914
"8589","T08",27,"liana",NA,NA,11.2,"L",NA,NA,NA,NA,11.5,779534.2253,9585037.451
"8599","T08",30,"arataciu","Sagotia racemosa","Euphorbiaceae",14.2,"O","S",2,8.14,14.75,NA,779532.963,9584996.372
"8619","T08",32,"jatereu","Lecythis idatimon","Lecythidaceae",17.9,"O","S",2,14.27,21.95,18.1,779533.4867,9584988.42
"8629","T08",33,"seringueira","Hevea brasiliensis","Euphorbiaceae",11.5,"O","S",2,5.46,8.07,11.6,779533.6569,9584987.015
"8639","T08",34,"matamata","Eschweilera parviflora","Lecythidaceae",20.3,"O","S",2,9.54,15.73,20.2,779532.8681,9584982.828
"8659","T08",41,"capueiro","Rinorea guianensis","Violaceae",12.5,"O","S",1,24.19,38.55,13,779532.7292,9584950.065
"8669","T08",43,"breu vermelho","Protium hebetatum","Burseraceae",24.7,"O","S",1,15.58,26.1,25.5,779532.3862,9584946.483
"8679","T08",44,"jatereu","Lecythis idatimon","Lecythidaceae",10.2,"O","S",2,6.88,11.97,10.6,779532.4777,9584939.808
"8689","T08",45,"pintadinho","Poeppigia procera","Fabaceae",22,"O","S",2,15.09,24.77,22.6,779532.6696,9584939.811
"8709","T08",49,"morta",NA,NA,17.2,"O",NA,NA,NA,9.17,17.2,779532.6605,9584926.458
"8719","T08",53,"matamata","Eschweilera parviflora","Lecythidaceae",28.7,"O","S",2,11.51,25.85,29.5,779533.9267,9584906.446
"8729","T08",58,"liana",NA,NA,10,"L",NA,NA,NA,NA,10.1,779534.2925,9584879.746
"8739","T08",60,"abiurana","Pouteria gongrijpii","Sapotaceae",33.2,"O","S",2,15.04,26.76,33.8,779533.4182,9584871.15
"8749","T08",62,"liana",NA,NA,10,"L",NA,NA,NA,NA,10.2,779534.715,9584853.598
"8769","T08",64,"inga","Inga marginata","Fabaceae",11.9,"O","S",3,12.24,18.16,12.3,779534.6324,9584853.112
"8779","T08",66,"cucutitiriba","Pouteria sp.","Sapotaceae",13.9,"O","S",3,13.9,20.71,14,779535.2692,9584838.174
"8829","T08",76,"burangica","Galipea trifoliata","Rutaceae",13.5,"O","S",2,7.95,13.2,14.5,779537.4326,9584766.828
"8849","T08",78,"axixa","Sterculia pruriens","Malvaceae",29,"O","C",1,20.43,33.66,30.6,779537.0622,9584763.436
"8859","T08",79,"matamata","Eschweilera amazonica","Lecythidaceae",26.4,"O","S",2,17.55,20.12,27,779537.1834,9584760.063
"8879","T08",81,"matamata","Eschweilera amazonica","Lecythidaceae",18.4,"O","S",2,11.46,21.64,19.3,779537.9774,9584746.096
"8899","T08",85,"morta",NA,NA,28.1,"O",NA,NA,NA,6.9,28,779539.2911,9584723.461
"8919","T08",87,"jatereu","Lecythis idatimon","Lecythidaceae",11,"O","S",3,7.12,11.22,11.3,779538.9499,9584710.901
"8929","T08",88,"morta",NA,NA,14.8,"O",NA,NA,NA,6.67,14.7,779539.828,9584708.52
"8949","T08",92,"matamata","Eschweilera amazonica","Lecythidaceae",23.5,"O","S",1,13.5,25.64,24,779539.6253,9584692.104
"8959","T08",93,"morta",NA,NA,32.3,"O",NA,NA,NA,18.18,32.3,779540.121,9584689.227
"8999","T08",98,"inga amarelo","Inga sp.","Fabaceae",14.9,"O","S",2,11.93,23.13,15.9,779540.4912,9584668.006
"9029","T08",106,"jatereu","Lecythis idatimon","Lecythidaceae",10,"O","S",2,10.43,13.9,10.8,779541.0885,9584706.635
"9049","T08",108,"ata preta","Annona sp.","Annonaceae",10.7,"O","S",2,8.92,15.07,11,779540.5516,9584721.576
"9059","T08",110,"jatereu","Lecythis idatimon","Lecythidaceae",13.4,"O","S",2,15,20.41,14.8,779539.6522,9584727.335
"9079","T08",113,"liana",NA,NA,10.3,"L",NA,NA,NA,NA,10.2,779538.8717,9584768.327
"9099","T08",115,"matamata","Eschweilera parviflora","Lecythidaceae",17.8,"O","S",3,14.9,18.8,17.8,779538.1069,9584773.126
"9129","T08",122,"matamata","Eschweilera parviflora","Lecythidaceae",19.1,"O","S",2,14.79,23.1,19.9,779537.2611,9584813.151
"9149","T08",125,"matamata","Eschweilera parviflora","Lecythidaceae",14.6,"O","S",2,4.68,9.49,15.2,779536.8801,9584823.754
"9189","T08",135,"jatereu","Lecythis idatimon","Lecythidaceae",19.5,"O","S",3,11.31,17.17,19.7,779533.9953,9584901.44
"9229","T08",142,"capueiro","Rinorea guianensis","Violaceae",17.8,"O","S",3,15.13,23.34,18.1,779534.5725,9584931.73
"9259","T08",149,"matamata","Eschweilera amazonica","Lecythidaceae",18,"O","E",1,8.67,14.4,18.5,779534.3014,9584951.517
"9299","T08",157,"matamata","Eschweilera amazonica","Lecythidaceae",13.6,"O","S",2,11.66,18.88,14.1,779535.0652,9585001.933
"9319","T08",160,"uxirana","Sacoglottis guianensis","Humiriaceae",25.6,"O","S",2,11.89,19.04,26.2,779535.3916,9585017.341
"9329","T08",164,"freijo branco","Cordia scabrifolia","Boraginaceae",33.5,"O","C",2,22.16,33.92,33.7,779535.2163,9585032.292
"9339","T08",165,"abiurana casca fina","Pouteria retinervis","Sapotaceae",11.7,"O","S",3,11.84,20.14,12.1,779535.246,9585033.692
"9359","T08",168,"balsamo","Myroxylon peruiferum","Fabaceae",13.3,"O","S",3,7.57,12.86,13.5,779535.134,9585042.57
"9369","T08",169,"capueiro","Rinorea guianensis","Violaceae",21.7,"O","S",2,16.34,22.46,22.2,779535.1725,9585049.108
"9379","T08",170,"matamata","Eschweilera parviflora","Lecythidaceae",26.1,"O","S",1,13.39,24.32,26.2,779536.1434,9585052.825
"9389","T08",177,"parajuba","Manilkara bidentata","Sapotaceae",17.9,"O","S",3,14.16,22.61,18.4,779536.233,9585089.724
"9619","T09",3,"inga","Inga marginata","Fabaceae",27.2,"O","S",1,11.82,20.85,27.2,780487.0129,9585155.939
"9679","T09",11,"jarana","Lecythis lurida","Lecythidaceae",20.3,"O","S",2,13.86,23.75,20.4,780489.5111,9585095.194
"9689","T09",12,"morta",NA,NA,10.9,"O",NA,NA,NA,12.32,10.8,780490.5715,9585088.685
"9729","T09",20,"andiroba","Carapa guianensis","Meliaceae",19,"O","S",2,12.56,19.7,19,780492.6085,9585039.154
"9749","T09",24,"arataciu","Sagotia racemosa","Euphorbiaceae",10.5,"O","S",2,9.35,13.82,10.5,780492.9391,9585021.382
"9779","T09",28,"jatereu","Lecythis idatimon","Lecythidaceae",19,"O","S",3,19.29,31.52,19,780493.8961,9585007.848
"9829","T09",36,"jatereu","Lecythis idatimon","Lecythidaceae",12.5,"O","S",2,13.14,17.86,13,780494.4784,9584948.557
"9849","T09",39,"matamata","Eschweilera parviflora","Lecythidaceae",20.8,"O","S",2,15.17,23.04,21,780494.2367,9584936.147
"9879","T09",42,"jatereu","Lecythis idatimon","Lecythidaceae",24,"O","C",1,22.94,29.18,24.2,780494.4795,9584898.911
"9889","T09",43,"morta",NA,NA,24.6,"O",NA,NA,NA,4.31,24.6,780494.0099,9584879.52
"9909","T09",45,"uxi","Endopleura uchi","Humiriaceae",14.4,"O","C",2,10.2,20.73,14.5,780493.9798,9584872.022
"9919","T09",46,"matamata","Eschweilera parviflora","Lecythidaceae",14.3,"O","S",2,7.81,9.3,14.3,780494.9246,9584867.143
"9949","T09",52,"ingarana","Inga sp.","Fabaceae",18.5,"O","S",2,10.3,13.52,18.4,780495.2173,9584838.379
"9959","T09",57,"capueiro","Rinorea guianensis","Violaceae",11.5,"O","S",1,7.99,12.01,11.6,780497.1544,9584813.041
"9969","T09",58,"joao-mole","Neea oppositifolia","Nyctaginaceae",13.3,"O","S",3,6.41,9.44,14.4,780497.0889,9584802.487
"10019","T09",64,"muirapiranga","Brosimum rubescens","Moraceae",17,"O","S",2,10.88,17.17,17.1,780498.7692,9584752.199
"10049","T09",67,"capueiro","Rinorea guianensis","Violaceae",11,"O","S",2,7.72,12.07,11.2,780499.6332,9584738.326
"10079","T09",71,"macaranduba","Manilkara huberi","Sapotaceae",20.2,"O","S",2,16.07,20.93,20.2,780501.022,9584719.2
"10089","T09",72,"capueiro","Rinorea guianensis","Violaceae",12.5,"O","S",2,NA,9.66,13.5,780500.1899,9584717.727
"10109","T09",74,"capueiro","Rinorea guianensis","Violaceae",21.1,"O","S",2,14.94,20.21,21.1,780502.2664,9584691.435
"10119","T09",76,"jatereu","Lecythis idatimon","Lecythidaceae",20.3,"O","S",2,14.41,22.27,20.2,780501.7094,9584680.861
"10149","T09",80,"capueiro","Rinorea guianensis","Violaceae",15.3,"O","S",3,11.16,17.92,15.3,780502.5107,9584700.078
"10199","T09",90,"angelim vermelho","Dinizia excelsa","Fabaceae",15,"O","S",2,10.25,15.35,14,780499.3262,9584762.773
"10219","T09",95,"jatereu","Lecythis idatimon","Lecythidaceae",13.2,"O","S",2,6.5,10.75,12,780499.1179,9584784.826
"10269","T09",102,"murta","Strychnos subcordata","Loganiaceae",14.1,"O","S",1,8.49,13.4,14.1,780497.5351,9584830.322
"10289","T09",106,"breu branco","Protium paniculatum","Burseraceae",12,"O","S",2,13.57,17.45,12,780495.9951,9584850.881
"10309","T09",111,"barrote","Tetragastris altissima","Burseraceae",24,"O","S",2,16.24,25.06,24,780495.9835,9584876.927
"10349","T09",115,"envira","Xylopia sp.","Annonaceae",26.3,"O","S",2,18.01,24.66,26.4,780496.1596,9584920.883
"10359","T09",117,"uxi","Endopleura uchi","Humiriaceae",28.6,"O","C",1,22.59,29.52,28.6,780496.2082,9584933.036
"10379","T09",120,"morta",NA,NA,10.5,"O",NA,NA,NA,1.9,10.3,780495.8074,9584955.792
"10419","T09",131,"abiurana","Pouteria gongrijpii","Sapotaceae",13.3,"O","S",3,12.71,16.59,13.4,780495.2605,9584986.841
"10439","T09",134,"angelim rajado","Zygia racemosa","Fabaceae",10.3,"O","S",3,11.93,17.62,10.3,780494.1843,9585013.008
"10449","T09",135,"barrote","Tetragastris altissima","Burseraceae",33.7,"O","S",3,22.05,25.34,33.8,780494.1766,9585008.327
"10459","T09",136,"abiurana","Pouteria gongrijpii","Sapotaceae",21.5,"O","C",2,20.55,29.37,21.5,780493.9268,9585014.402
"10469","T09",137,"barrote","Tetragastris altissima","Burseraceae",31,"O","C",2,21.67,27.72,31,780493.8499,9585016.271
"10479","T09",139,"jatereu","Lecythis idatimon","Lecythidaceae",10.6,"O","S",2,12.8,16.33,10.6,780494.4529,9585023.316
"10489","T09",141,"tento","Ormosia coccinea","Fabaceae",30.2,"O","S",2,12.86,24.23,30.3,780493.1773,9585032.625
"10499","T09",142,"morta",NA,NA,19.1,"O",NA,NA,NA,9.83,19,780492.9083,9585039.167
"10519","T09",144,"iperana","Eperua bijuga","Fabaceae",24.5,"O","S",3,18.35,24.54,24.6,780492.7084,9585051.328
"10529","T09",147,"andirobarana","Guarea guidonia","Meliaceae",16.6,"O","S",3,9.34,12.03,17.6,780492.4931,9585066.297
"10539","T09",148,"jatereu","Lecythis idatimon","Lecythidaceae",19.9,"O","S",3,18.15,20.9,19.9,780491.3017,9585083.098
"10549","T09",150,"jarana","Lecythis lurida","Lecythidaceae",14.2,"O","S",3,15.42,20.16,14.2,780491.1095,9585087.771
"10569","T09",153,"morta",NA,NA,32.5,"O",NA,NA,NA,12.19,32.5,780491.3589,9585098.547
"10579","T09",161,"jatereu","Lecythis idatimon","Lecythidaceae",12.5,"O","S",2,7.91,10.98,12.5,780489.7255,9585138.264
"110013","T10",4,"jatereu","Lecythis idatimon","Lecythidaceae",11.1,"O","S",2,7.52,14.22,11.4,778631.6758,9583628.631
"110111","T10",5,"jatereu","Lecythis idatimon","Lecythidaceae",15.2,"O","S",2,11.05,22.35,15.2,778631.4422,9583638.257
"11029","T10",6,"capueiro","Rinorea guianensis","Violaceae",10.5,"O","S",2,13.92,19.78,10.7,778631.8391,9583649.308
"11039","T10",7,"abiurana","Pouteria gongrijpii","Sapotaceae",17.6,"O","S",2,12.6,20.85,17.7,778631.7038,9583651.716
"11049","T10",8,"macucu","Licania guianensis","Chrysobalanaceae",14.7,"O","S",1,8.81,16.58,15.2,778632.2652,9583665.168
"11059","T10",13,"liana",NA,NA,12,"L",NA,NA,NA,NA,12.3,778633.9354,9583712.736
"11079","T10",15,"abiurana","Pouteria gongrijpii","Sapotaceae",11.6,"O","S",2,6.15,10.88,12.1,778633.2503,9583720.45
"11089","T10",16,"jarana","Lecythis lurida","Lecythidaceae",20.6,"O","S",2,11.16,24.18,22,778633.7151,9583737.752
"11099","T10",17,"inhare","Helicostylis sp.","Moraceae",13.8,"O","S",2,16.47,17.84,13.9,778633.8151,9583737.749
"11119","T10",21,"jatereu","Lecythis idatimon","Lecythidaceae",13.4,"O","S",2,10.8,17.89,14.7,778634.167,9583754.573
"11129","T10",25,"capueiro","Rinorea guianensis","Violaceae",13.9,"O","S",2,7.36,13.54,14.5,778635.3944,9583767.044
"11139","T10",27,"jatereu","Lecythis idatimon","Lecythidaceae",18.8,"O","S",1,12.52,19.43,18.9,778634.7048,9583783.219
"11149","T10",31,"matamata","Eschweilera amazonica","Lecythidaceae",16.7,"O","S",3,13.65,19.96,17.1,778635.0456,9583800.732
"11159","T10",33,"jatereu","Lecythis idatimon","Lecythidaceae",10.4,"O","S",3,9.41,26.02,10.4,778634.878,9583806.053
"11169","T10",35,"abiurana","Pouteria gongrijpii","Sapotaceae",11.3,"O","S",1,6.82,11,11.3,778633.8397,9583826.565
"11189","T10",39,"jatereu","Lecythis idatimon","Lecythidaceae",24.8,"O","S",2,12.53,19.04,24.3,778633.6089,9583846.343
"11219","T10",44,"ucuuba","Virola michelii","Myristicaceae",26.7,"O","S",2,12.48,21.22,27.1,778633.3535,9583854.451
"11229","T10",45,"goiabao","Pradosia cochlearia","Sapotaceae",22.7,"O","S",2,13.19,20.45,22.7,778632.3141,9583855.94
"11239","T10",47,"iperana","Eperua bijuga","Fabaceae",10.9,"O","S",2,6.56,14.43,9.1,778631.8074,9583875.202
"11249","T10",55,"cucutitiriba","Pouteria sp.","Sapotaceae",20,"O","S",2,13.81,22.1,20.1,778631.836,9583905.746
"11279","T10",66,"matamata","Eschweilera parviflora","Lecythidaceae",25.2,"O","S",1,14.45,23.12,25.8,778633.5042,9583982.491
"11299","T10",68,"jatereu","Lecythis idatimon","Lecythidaceae",11.8,"O","S",2,7.51,11.6,11.8,778633.7913,9583986.75
"11339","T10",76,"angelim rajado","Zygia racemosa","Fabaceae",11.4,"O","S",3,7.04,14.1,11.5,778634.7562,9584038.864
"11349","T10",78,"inga","Inga marginata","Fabaceae",16.6,"O","S",2,9.02,14.25,17,778634.7983,9584050.712
"11359","T10",79,"breu branco","Protium paniculatum","Burseraceae",17.2,"O","S",2,8.8,13.42,13.5,778635.9643,9584059.219
"11369","T10",81,"macucu","Licania guianensis","Chrysobalanaceae",21.3,"O","C",1,18.26,29.52,NA,778635.3015,9584060.655
"11399","T10",86,"capueiro","Rinorea guianensis","Violaceae",23.3,"O","S",2,14.69,22.3,23.7,778633.4193,9584031.783
"11459","T10",97,"matamata","Eschweilera parviflora","Lecythidaceae",23.1,"O","S",2,12.55,19.65,24.4,778631.2024,9583923.295
"11479","T10",99,"abiurana","Pouteria gongrijpii","Sapotaceae",18.5,"O","S",1,10.62,20.76,19.4,778631.9812,9583912.852
"11489","T10",100,"tento","Ormosia grossa","Fabaceae",10.1,"O","S",2,7.3,9.61,10.2,778631.8069,9583904.325
"11519","T10",103,"jatereu","Lecythis idatimon","Lecythidaceae",24.9,"O","S",2,20.28,30.24,24.9,778631.3681,9583887.745
"11529","T10",104,"jatereu","Lecythis idatimon","Lecythidaceae",12.2,"O","S",2,5.89,11.6,12.4,778630.6122,9583878.461
"11539","T10",107,"axixa","Sterculia pruriens","Malvaceae",22.9,"O","S",2,13.2,25.74,23.1,778631.0432,9583864.778
"11559","T10",109,"capueiro","Rinorea guianensis","Violaceae",13.5,"O","S",2,9.86,15.53,13.9,778631.8223,9583855.671
"11569","T10",110,"pintadinho","Poeppigia procera","Fabaceae",26.4,"O","S",2,1.74,17.04,NA,778631.7456,9583842.479
"11579","T10",111,"cucutitiriba","Pouteria sp.","Sapotaceae",15.6,"O","S",3,8.1,13.26,15.6,778632.0093,9583840.205
"11589","T10",112,"jarana","Lecythis lurida","Lecythidaceae",17.5,"O","S",2,16.82,23.3,17.7,778632.1093,9583840.208
"11599","T10",115,"capueiro","Rinorea guianensis","Violaceae",10.2,"O","S",3,15.1,25.15,10.3,778633.0786,9583800.162
"11619","T10",117,"capueiro","Rinorea guianensis","Violaceae",16.4,"O","S",3,8.88,21.15,17.9,778634.2856,9583793.352
"11629","T10",120,"jatereu","Lecythis idatimon","Lecythidaceae",14.1,"O","S",2,3.61,10.01,14.3,778634.2479,9583761.304
"11639","T10",123,"jatereu","Lecythis idatimon","Lecythidaceae",11.3,"O","S",2,8.75,12.07,11.6,778632.6106,9583737.3
"11659","T10",129,"matamata","Eschweilera amazonica","Lecythidaceae",29.8,"O","S",1,14.28,23.62,29.1,778631.823,9583707.984
"11679","T10",132,"papo-de-mutum","Lacunaria jenmanii","Ochnaceae",16.5,"O","S",2,11.19,19.42,18.3,778630.4672,9583657.521
"11689","T10",134,"capueiro","Rinorea guianensis","Violaceae",11.4,"O","S",2,15.09,20.6,11.6,778630.2477,9583649.35
"11709","T10",139,"jatereu","Lecythis idatimon","Lecythidaceae",14.8,"O","S",1,11.47,23.68,15,778629.9548,9583608.959
"117113","T10",140,"bacaba","Oenocarpus bacaba","Arecaceae",21.5,"P",NA,NA,17.13,21.07,21.7,778628.9823,9583602.252
"12069","T11",7,"acariquara","Minquartia guianensis","Olacaceae",16.4,"O","C",2,13.6,20.33,17,779265.5688,9584148.249
"12079","T11",10,"abiu cutite",NA,NA,12.5,"O","S",1,12.48,20,13.3,779285.4323,9584148.897
"12089","T11",12,"capueiro","Rinorea guianensis","Violaceae",22.6,"O","S",2,14.5,22.24,23,779289.8178,9584148.126
"12109","T11",26,"jatereu","Lecythis idatimon","Lecythidaceae",28.2,"O","S",3,14.53,24.34,28.4,779373.6165,9584151.43
"121113","T11",27,"louro","Ocotea canaliculata","Lauraceae",23.1,"O","S",1,13.31,19.99,25.1,779380.912,9584150.639
"121211","T11",30,"matamata","Eschweilera amazonica","Lecythidaceae",11.8,"O","S",3,12.88,15.51,12.3,779405.6047,9584152.012
"12139","T11",31,"jatereu","Lecythis idatimon","Lecythidaceae",12,"O","S",3,8.94,12.75,12.5,779410.4446,9584152.346
"12149","T11",32,"liana",NA,NA,10.3,"L",NA,NA,NA,NA,10.5,779406.5682,9584152.239
"12199","T11",39,"iperana","Eperua bijuga","Fabaceae",10.9,"O","S",2,4.44,6.94,10.9,779462.3891,9584155.111
"12209","T11",43,"tento","Ormosia grossa","Fabaceae",16.3,"O","S",3,9.16,13.96,16.4,779491.2387,9584156.164
"122113","T11",44,"breu branco","Protium paniculatum","Burseraceae",10.3,"O","S",3,4.42,7.6,10.4,779492.957,9584157.074
"122211","T11",47,"catuaba","Abuta grandifolia","Menispermaceae",14,"O","S",3,5.21,8.16,14.7,779510.727,9584157.479
"12239","T11",50,"breu branco","Protium paniculatum","Burseraceae",11.2,"O","S",3,10.44,14.89,11.3,779525.7621,9584158.289
"12249","T11",51,"louro","Ocotea canaliculata","Lauraceae",19.5,"O","C",2,13.02,21.49,20.3,779526.7096,9584159.303
"12289","T11",59,"tento","Ormosia coccinea","Fabaceae",10.8,"O","S",2,3.09,5.06,10.5,779578.572,9584160.445
"12299","T11",60,"tento","Ormosia coccinea","Fabaceae",16.9,"O","S",2,9.06,13.58,17,779581.0173,9584159.507
"123113","T11",62,"abiurana","Pouteria gongrijpii","Sapotaceae",11.7,"O","S",2,10.27,15.23,12.3,779585.3796,9584159.603
"123211","T11",63,"capueiro","Rinorea guianensis","Violaceae",16.1,"O","C",1,8.59,11.86,17.5,779590.7112,9584159.721
"12339","T11",65,"inga preto","Inga nobilis","Fabaceae",10.4,"O","S",2,7.26,11.91,10.6,779609.11,9584161.018
"12349","T11",66,"jatereu","Lecythis idatimon","Lecythidaceae",18.3,"O","S",2,9.35,14.53,18.4,779621.7121,9584161.296
"12359","T11",67,"morta",NA,NA,18.2,"O",NA,NA,NA,10.91,18,779623.6531,9584161.239
