base,nomePopular,nomeCient,familia,deadAno1,deadAno2,ingresso,dap1,dap2,ida,intervaloMed,ht1,hcom1,ht2,hcom2,posSocio,luminosidade,classeDiam,classeDiam2,grupoEco,utmLeste,UTMNorte
Cauaxi_PA,matamata,Eschweilera amazonica,Lecythidaceae,FALSE,FALSE,,35,36,0.5,2,30.76,16.82,,,C,1,35,c035,,778820.488,9585341.869
Cauaxi_PA,abiurana,Pouteria gongrijpii,Sapotaceae,FALSE,FALSE,,12.6,12.9,0.15,2,16,10.08,,,S,3,15,c015,,778818.201,9585340.739
Cauaxi_PA,matamata,Eschweilera parviflora,Lecythidaceae,FALSE,FALSE,,10.4,10.6,0.1,2,11.91,6.4,,,S,2,15,c015,,778817.8273,9585341.583
Cauaxi_PA,jatereu,Lecythis idatimon,Lecythidaceae,FALSE,FALSE,,15.8,15.8,0,2,14.28,9.63,,,S,2,15,c015,Shade-tolerant,778815.6633,9585341.454
Cauaxi_PA,fava,Parkia sp,Fabaceae,FALSE,FALSE,,40.8,44,1.6,2,22.84,12.56,,,S,1,45,c045,,778791.8409,9585343.776
Cauaxi_PA,casca seca,Licania canescens,Chrysobalanaceae,FALSE,FALSE,,17.5,17.5,0,2,27.97,17.15,,,S,2,15,c015,,778783.611,9585344.787
Cauaxi_PA,matamata,Eschweilera amazonica,Lecythidaceae,FALSE,FALSE,,24,24.4,0.2,2,27.47,16.75,,,S,2,25,c025,,778779.3785,9585345.307
Cauaxi_PA,parajuba,Manilkara bidentata,Sapotaceae,FALSE,FALSE,,39.8,40.6,0.4,2,28.26,19.95,,,S,2,35,c035,,778776.5812,9585345.853
Cauaxi_PA,amapa amargoso,Brosimum guianense,Moraceae,FALSE,FALSE,,48.6,51.2,1.3,2,30.26,20.24,,,E,1,45,c045,,778759.305,9585348.045
Cauaxi_PA,manguerana,Tovomita sp,Clusiaceae,FALSE,FALSE,,10.6,10.7,0.05,2,8.31,4.79,,,S,2,15,c015,,778751.4609,9585348.13
Cauaxi_PA,jatereu,Lecythis idatimon,Lecythidaceae,FALSE,FALSE,,32.7,33.3,0.3,2,20.84,14.91,,,E,1,35,c035,Shade-tolerant,778741.2511,9585349.386
Cauaxi_PA,breu barrote,Tetragastris panamensis,Burseraceae,FALSE,FALSE,,17.1,17.2,0.05,2,13.23,6.92,,,S,2,15,c015,Intermediate,778739.7804,9585349.404
