parcela,arv,comum.nome,cientifico.nome,familia.nome,dap.2012,tipo,vert.2012,Luz.2012,Hcom.2012,Htot.2012,dap.2014,UTM.leste,UTM.norte
T16,114,abiurana casca fina,Pouteria retinervis,Sapotaceae,10.3,O,S,1,7.03,15.06,10.6,780836.4734,9586784.009
T16,115,macaranduba,Manilkara huberi,Sapotaceae,26.4,O,S,2,18.11,26.27,27.5,780838.6452,9586795.161
T16,116,matamata branco,Eschweilera coriacea,Lecythidaceae,11.9,O,S,1,14.24,21.23,12.2,780837.958,9586798.612
T16,117,abiurana branca,Pouteria guianensis,Sapotaceae,15.6,O,S,2,17.54,22.95,15.9,780837.8769,9586803.406
T16,118,abiu cutite,NA,NA,14.5,O,S,2,14.37,16.94,15,780839.3524,9586803.185
T16,119,uxirana,Sacoglottis guianensis,Humiriaceae,34.1,O,S,2,19.44,28.36,34.7,780839.2061,9586808.946
T16,120,uxirana,Sacoglottis guianensis,Humiriaceae,10.5,O,S,2,11,18.19,10.8,780840.1506,9586811.195
T16,121,matamata preto,Eschweilera ovata,Lecythidaceae,40.8,O,S,1,20.15,33.68,40.8,780843.6504,9586814.974
T16,122,ucuuba,Virola michelii,Myristicaceae,10.8,O,S,2,3.4,10.78,10.9,780841.2038,9586818.21
T17,2,louro,Ocotea canaliculata,Lauraceae,19.2,O,S,2,8.27,13.47,21,780796.1954,9586160.574
T17,3,matamata branco,Eschweilera coriacea,Lecythidaceae,18.3,O,S,2,6.58,12.13,18.3,780795.5954,9586160.575
T17,4,guariuba,Clarisia racemosa,Moraceae,22.7,O,S,2,11.79,17.57,22.8,780795.581,9586153.474
T17,5,jarana,Lecythis lurida,Lecythidaceae,10.1,O,S,2,6.94,9.27,10.3,780795.8723,9586149.213
T17,6,morta,NA,NA,17.2,O,NA,NA,NA,6.1,17.2,780796.3626,9586144.478
T17,7,piquia,Caryocar villosum,Caryocaraceae,35.4,O,S,1,15.15,23.5,35.8,780798.0626,9586144.475
T17,8,louro,Ocotea canaliculata,Lauraceae,17.9,O,S,2,4.93,8.68,18,780796.2491,9586137.851
T17,9,tauari,Couratari stellata,Lecythidaceae,35,O,C ,2,15,28.45,35.4,780789.2395,9586133.131
T17,10,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,36,O,C,2,15.93,24.84,38.8,780787.8366,9586131.714
T17,11,louro cunauaru,Endlicheria sp.,Lauraceae,23.8,O,S,2,4.06,6.6,24,780796.0076,9586117.495
T17,12,abiu cutite,NA,NA,43,O,S,1,10.64,16.51,44.8,780795.5018,9586114.655
T17,13,piquia,Caryocar villosum,Caryocaraceae,164,O,C,1,29.07,41.21,185,780787.9748,9586101.415
T17,14,matamata branco,Eschweilera coriacea,Lecythidaceae,45.3,O,C,2,25.84,37.91,46,780799.9671,9586097.604
T17,15,capueiro,Rinorea guianensis,Violaceae,33.8,O,C,2,18.89,30.5,34.3,780796.8632,9586095.716
T17,16,capueiro,Rinorea guianensis,Violaceae,28.1,O,C,2,19.39,26.97,28.2,780795.0459,9586087.199
T17,17,breu barrote,Tetragastris panamensis,Burseraceae,17.5,O,S,3,11.15,16.66,17.8,780795.1391,9586083.885
T17,18,seringueira,Hevea brasiliensis,Euphorbiaceae,39.8,O,C,1,12.34,18.73,42.5,780803.2381,9586083.395
T17,19,inga branco,Inga thibaudiana,Fabaceae,37.5,O,C,1,20.22,29.12,38.7,780787.9362,9586082.479
T17,20,louro,Ocotea canaliculata,Lauraceae,12.8,O,S,2,8.21,14.28,NA,780795.7314,9586080.096
T17,21,ucuuba,Virola michelii,Myristicaceae,38.7,O,C,1,8.57,13.22,40,780794.914,9586071.577
T17,22,timborana,Pseudopiptadenia suaveolens,Fabaceae,10.1,O,S,2,6.06,6.96,10.3,780796.0102,9586069.681
T17,23,capueiro,Rinorea guianensis,Violaceae,28.6,O,S,2,11.52,18.86,23.8,780794.9056,9586063.529
T17,24,jatereu,Lecythis idatimon,Lecythidaceae,10.8,O,S,2,11.34,19.89,14,780795.2947,9586062.108
T17,25,abiurana,Pouteria gongrijpii,Sapotaceae,38.2,O,S,2,26.34,33.63,39.2,780804.9044,9586066.822
T17,26,carapanauba,Aspidosperma excelsum,Apocynaceae,124,O,E,1,26.59,42.46,124.8,780791.8899,9586059.748
T17,27,morta,NA,NA,49.9,O,NA,NA,NA,36.62,49.7,780790.2822,9586055.964
T17,28,jarana,Lecythis lurida,Lecythidaceae,55.6,O,C,2,27.94,42.77,56,780799.5783,9586054.051
T17,29,capueiro,Rinorea guianensis,Violaceae,19.5,O,S,2,29.41,44.75,20,780796.0774,9586053.585
T17,31,liana,NA,NA,12.6,L,NA,NA,NA,NA,13.6,780795.3735,9586051.693
T17,32,capueiro,Rinorea guianensis,Violaceae,27.1,O,S,2,12.13,17.46,27.4,780795.5725,9586051.219
T17,33,mapatirana,Pourouma villosa,Urticaceae,47.9,O,C,1,18.33,31.22,49.1,780792.859,9586044.597
T17,34,goiabao,Pradosia cochlearia,Sapotaceae,47.4,O,C,2,17.67,30.51,47.7,780800.8513,9586040.793
T17,35,jarana,Lecythis lurida,Lecythidaceae,39,O,S,2,15.33,25.82,39.5,780795.9436,9586037.016
T17,36,abiurana,Pouteria gongrijpii,Sapotaceae,16.1,O,S,2,10.58,17.32,16.8,780796.0224,9586026.601
T17,37,pau-jacare,Laetia procera,Salicaceae,40,O,E,1,21.59,33.32,42.5,780803.8185,9586024.691
T17,38,maria preta,Ziziphus sp.,Rhamnaceae,41.5,O,C,1,12.6,24.21,42.3,780799.3098,9586020.44
T17,39,matamata preto,Eschweilera ovata,Lecythidaceae,12.2,O,S,2,6.27,8.68,12.6,780795.606,9586018.554
T17,40,abiurana branca,Pouteria guianensis,Sapotaceae,18,O,S,2,9.27,13.74,18.2,780795.6915,9586011.452
T17,41,inhare,Helicostylis sp.,Moraceae,10.9,O,S,2,8.19,10.83,11.6,780794.8828,9586007.193
T17,42,inga branco,Inga thibaudiana,Fabaceae,46.1,O,C,2,12.38,19.05,46.5,780795.877,9586004.351
T17,43,mato,NA,NA,11.7,O,S,2,10.01,13.64,12.7,780794.9462,9585989.204
T17,44,abiurana,Pouteria gongrijpii,Sapotaceae,11.9,O,S,2,11.3,15.72,12.3,780794.8462,9585989.204
T17,45,morta,NA,NA,54.8,O,NA,NA,NA,10,NA,780800.3297,9585981.145
T17,46,macaranduba,Manilkara huberi,Sapotaceae,42.8,O,C,2,17.9,26.97,43.8,780789.7585,9585978.019
T17,47,louro-chumbo,Aiouea sp.,Lauraceae,32.2,O,S,2,6.36,13.99,34,780795.9476,9585967.111
T17,48,morta,NA,NA,40,O,NA,NA,NA,16.69,NA,780801.3431,9585963.566
T17,49,matamata,Eschweilera amazonica,Lecythidaceae,13.5,O,S,2,7.18,9.8,13.8,780798.0402,9585961.521
T17,50,pau-jacare,Laetia procera,Salicaceae,54.7,O,E,1,16.19,27.96,55.3,780792.8753,9585958.068
T17,51,envira preta,Guatteria schomburgkiana,Annonaceae,44,O,S,2,18.01,23.54,45.5,780800.2677,9585954.735
T17,52,louro preto,Nectandra cuspidata,Lauraceae,11,O,S,2,6.74,9.18,11.7,780797.2924,9585954.42
T17,53,louro amarelo,Aniba parviflora,Lauraceae,11.6,O,S,2,7.17,8.67,12,780798.4859,9585950.672
T17,54,gameleira,Ficus maxima,Moraceae,11.2,O,S,2,8.24,12.92,12.2,780799.4653,9585946.175
T17,55,jatereu,Lecythis idatimon,Lecythidaceae,14.2,O,S,2,9.92,14.91,14.4,780800.4143,9585932.474
T17,56,timborana,Pseudopiptadenia suaveolens,Fabaceae,40,O,E,1,12.05,28.12,41,780796.047,9585928.137
T17,57,abiurana,Pouteria gongrijpii,Sapotaceae,12.2,O,S,3,8,10.55,12.5,780800.2611,9585926.404
T17,58,araracanga,Aspidosperma spruceanum,Apocynaceae,47.3,O,C,2,20.37,36.82,48.7,780799.0721,9585920.467
T17,59,breu branco,Protium paniculatum,Burseraceae,16.2,O,S,3,12.14,17.38,16.3,780801.0884,9585919.47
T17,60,breu branco,Protium paniculatum,Burseraceae,12.5,O,S,2,10.04,17.38,12.6,780801.7845,9585919.543
T17,61,inga peludo,Inga grandis,Fabaceae,21,O,S,2,8.08,16.18,21,780803.3251,9585916.317
T17,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,67.7,O,C,1,21.82,38,70.9,780801.296,9585891.887
T17,63,matamata preto,Eschweilera ovata,Lecythidaceae,35.5,O,C,2,15.85,31.43,36.3,780810.1018,9585890.399
T17,64,louro preto,Nectandra cuspidata,Lauraceae,23.1,O,S,1,18.17,26.65,23.1,780805.0405,9585885.02
T17,65,guajara branco,Pouteria sp.,Sapotaceae,45.1,O,C,2,11.8,19.37,46,780808.5931,9585878.97
T17,66,morta,NA,NA,24,O,NA,NA,NA,12.7,NA,780806.7679,9585872.93
T17,68,morta,NA,NA,30.5,O,NA,NA,NA,7.67,30.5,780807.1398,9585869.528
T17,69,mututi,Pterocarpus sp.,Fabaceae,50,O,E,1,29.03,44.79,51,780804.1662,9585867.82
T17,70,matamata branco,Eschweilera coriacea,Lecythidaceae,26.1,O,S,1,10.99,16.06,26.2,780808.709,9585837.301
T17,71,inga amarelo,Inga sp.,Fabaceae,10.5,O,S,2,8.37,11.51,11.2,780809.8344,9585831.998
T17,72,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,10.3,O,S,2,5.88,8.57,10.5,780810.5512,9585821.762
T17,73,araracanga,Aspidosperma spruceanum,Apocynaceae,17.7,O,S,2,18.6,21.18,18,780809.8614,9585821.706
T17,74,ata preta,Annona sp.,Annonaceae,10.2,O,S,2,10.02,13.39,10.7,780811.0227,9585818.368
T17,75,abiurana,Pouteria gongrijpii,Sapotaceae,22.5,O,S,2,22.29,27.55,23,780810.2891,9585816.349
T17,76,carapanauba,Aspidosperma excelsum,Apocynaceae,63.7,O,C,2,18.35,29.07,64.3,780804.7985,9585815.91
T17,77,jatereu,Lecythis idatimon,Lecythidaceae,26.5,O,S,2,16.94,22.78,26.6,780811.4723,9585813.992
T17,78,matamata preto,Eschweilera ovata,Lecythidaceae,16.1,O,S,2,7.89,20.56,18.2,780811.1584,9585806.614
T17,79,mapatirana,Pourouma minor,Urticaceae,45.5,O,C,2,23.6,30.85,45.6,780815.6412,9585795.697
T17,80,inga branco,Inga thibaudiana,Fabaceae,35,O,C,1,18.89,28.58,37.5,780815.2544,9585791.745
T17,81,freijo cinza,Cordia goeldiana,Boraginaceae,46.2,O,C,1,29.35,41.54,46.5,780818.0058,9585772.357
T17,82,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,O,C,1,26.68,45.83,55.2,780817.2423,9585769.355
T17,83,arataciu,Sagotia racemosa,Euphorbiaceae,10.5,O,S,2,9.06,13.62,11,780815.1001,9585764.772
T17,84,seringueira,Hevea brasiliensis,Euphorbiaceae,36.7,O,C,1,18.1,31.03,36.8,780815.5886,9585759.909
T17,85,jatereu,Lecythis idatimon,Lecythidaceae,17.5,O,C,1,15.26,25.52,18.3,780816.7768,9585760.004
T17,86,cacau,Theobroma glaucum,Malvaceae,29,O,C,1,21.22,25.95,29.5,780815.6275,9585759.422
T17,87,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.7,O,C,1,16.65,28.07,38.7,780817.9053,9585752.251
T17,88,morta,NA,NA,59.5,O,NA,NA,NA,18.56,NA,780817.2923,9585744.849
T17,89,matamata preto,Eschweilera ovata,Lecythidaceae,16.6,O,S,3,6.99,12.03,16.7,780817.2116,9585734.549
T17,90,tatapiririca,Tapirira guianensis,Anacardiaceae,36,O,S,2,20.34,32.88,40,780815.3246,9585728.026
T17,91,ucuuba,Virola michelii,Myristicaceae,10.3,O,S,2,13.05,16.83,10.5,780818.2104,9585725.805
T17,92,tachi vermelho,Tachigali paniculata,Fabaceae,70,O,E,1,29.8,42.03,72,780820.1822,9585724.982
T17,93,jatereu,Lecythis idatimon,Lecythidaceae,17.1,O,S,2,22.42,27.36,17.4,780819.6928,9585723.472
T17,94,morta,NA,NA,30.8,O,NA,NA,NA,11.05,NA,780819.1196,9585721.956
T17,95,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,45,O,S,1,20.45,30.75,45.2,780822.5497,9585712.916
T17,96,jarana,Lecythis lurida,Lecythidaceae,90.3,O,C,1,23.93,39.99,90.3,780816.194,9585704.566
T17,97,morta,NA,NA,48,O,NA,NA,NA,7.02,NA,780819.8285,9585697.993
T17,98,jatereu,Lecythis idatimon,Lecythidaceae,11.8,O,S,2,13.08,18.77,12.2,780819.8484,9585707.799
T17,99,jatereu,Lecythis idatimon,Lecythidaceae,36.8,O,C,1,1.87,25.91,37.7,780822.3974,9585677.12
T18,1,jatereu,Lecythis idatimon,Lecythidaceae,17.9,O,S,1,14.86,21.04,19,779105.3054,9584281.135
T18,2,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,O,S,1,14.87,22.16,19,779104.828,9584283.529
T18,3,matamata branco,Eschweilera coriacea,Lecythidaceae,17.2,O,S,1,14.35,22.16,20,779104.828,9584283.529
T18,4,matamata branco,Eschweilera coriacea,Lecythidaceae,12.9,O,S,1,13.36,22.16,14.5,779104.7924,9584284.012
T18,5,copaiba,Copaifera reticulata,Fabaceae,53.5,O,S,1,31.02,39.33,54.7,779111.2673,9584292.747
T18,6,cucutitiriba,Pouteria sp.,Sapotaceae,10.2,O,S,2,10.98,15.44,NA,779104.0156,9584293.184
T18,7,liana,NA,NA,22.3,L,NA,NA,NA,NA,24,779103.9441,9584300.95
T18,8,roxinho,Peltogyne lecointei,Fabaceae,88,O,E,1,17.82,39.4,NA,779103.538,9584302.377
T18,9,parajuba,Manilkara bidentata,Sapotaceae,52.3,O,C,1,25.02,34.22,53.6,779100.4036,9584304.089
T18,10,envira-cunauaru,Annona ambotay,Annonaceae,35.7,O,C,2,30.05,43.08,40.1,779101.0589,9584306.08
T18,11,inhare,Helicostylis sp.,Moraceae,57.8,O,E,1,16.33,29.75,57.8,779100.9163,9584308.013
T18,12,liana,NA,NA,13.8,L,NA,NA,NA,NA,NA,779102.0854,9584308.585
T18,13,matamata,Eschweilera parviflora,Lecythidaceae,41.4,O,S,2,25.06,31.79,NA,779102.7684,9584310.092
T18,14,pau-para-tudo,Simaba cedron,Simaroubaceae,12.2,O,S,3,10.83,13.23,12.3,779103.0604,9584311.571
T18,15,matamata-jiboia,Eschweilera sp.,Lecythidaceae,37.3,O,C,2,22.13,30.14,38.4,779094.213,9584311.89
T18,16,inga vermelho,Inga alba,Fabaceae,39.6,O,S,2,14.5,18.77,40.2,779104.442,9584321.388
T18,17,parapara,Jacaranda copaia,Bignoniaceae,41.1,O,C,2,19.68,29.23,41.8,779104.3351,9584322.837
T18,18,uxi,Endopleura uchi,Humiriaceae,30,O,S,2,25.57,34.75,30,779102.8881,9584324.673
T18,19,jatoba,Hymenaea courbaril,Fabaceae,28.7,O,S,2,28.84,40.39,29.7,779102.4962,9584329.988
T18,20,tachi preto,Tachigali myrmecophila,Fabaceae,50,O,E,1,25.9,51.68,50.4,779101.3999,9584331.364
T18,21,seringueira,Hevea brasiliensis,Euphorbiaceae,35,O,S,2,21.27,34.8,35.6,779099.2985,9584332.666
T18,22,morototo,Schefflera morototoni,Araliaceae,35.1,O,S,2,26.78,30.51,36.7,779097.2326,9584333.485
T18,23,capueiro,Rinorea guianensis,Violaceae,16.9,O,S,2,21.01,25.73,17.3,779100.2325,9584333.706
T18,24,abiurana,Pouteria gongrijpii,Sapotaceae,28.9,O,S,2,22.43,29.39,29.2,779099.9474,9584337.571
T18,25,inga vermelho,Inga alba,Fabaceae,28,O,S,2,21.63,31.23,29.3,779099.4841,9584343.852
T18,26,mato,NA,NA,37.4,O,S,2,18.77,30.57,35.2,779100.9719,9584350.762
T18,27,mapatirana,Pourouma villosa,Urticaceae,40.8,O,C,2,24.49,33.31,41.6,779088.2903,9584400.343
T18,28,tachi branco,Tachigali paniculata,Fabaceae,49.9,O,S,2,25.97,33.98,52.8,779091.4599,9584411.749
T18,29,matamata branco,Eschweilera coriacea,Lecythidaceae,49.7,O,C,2,24.17,32.99,50.4,779085.2352,9584415.661
T18,30,embauba branca,Cecropia palmata,Urticaceae,40.7,O,C,1,23.4,28.91,41.5,779099.7941,9584421.107
T18,31,mapatirana,Pourouma minor,Urticaceae,39.5,O,C,2,21.11,29.93,42.5,779091.4738,9584422.436
T18,32,morta,NA,NA,17.4,O,NA,NA,NA,6.21,NA,779094.0096,9584427.48
T18,33,copaiba,Copaifera reticulata,Fabaceae,73.5,O,E,1,25.59,32.4,74.5,779089.1529,9584380.491
T18,34,jatereu,Lecythis idatimon,Lecythidaceae,25.8,O,S,2,9.33,21.32,26.1,779097.6725,9584385.977
T18,35,inga peludo,Inga grandis,Fabaceae,14.2,O,S,2,13.59,23.51,15.6,779097.5584,9584388.883
T18,36,capueiro,Rinorea guianensis,Violaceae,11.7,O,S,2,6.82,10.05,NA,779096.9813,9584391.269
T18,37,macaranduba,Manilkara huberi,Sapotaceae,86.3,O,E,1,42.24,53.52,90.2,779098.9615,9584394.33
T18,38,arataciu,Sagotia racemosa,Euphorbiaceae,11.7,O,S,2,11.38,15.68,12,779096.0763,9584399.46
T18,39,seringueira,Hevea brasiliensis,Euphorbiaceae,59.5,O,C,2,29.09,42.43,60.8,779102.1811,9584402.339
T18,40,iperana,Eperua bijuga,Fabaceae,18.9,O,S,2,14.92,24.99,19.2,779095.8554,9584403.815
T18,41,matamata branco,Eschweilera coriacea,Lecythidaceae,43.6,O,C,2,25.07,35.54,43.8,779092.9204,9584405.542
T18,42,jarana,Lecythis lurida,Lecythidaceae,54.7,O,C,2,24.6,36.87,55.4,779085.3421,9584414.212
T18,43,abiurana,Pouteria gongrijpii,Sapotaceae,39.6,O,S,2,20.63,29.47,39.7,779090.0706,9584416.989
T18,44,caramuxi,Pouteria hispida,Sapotaceae,39.4,O,C,2,22.65,36.25,40,779085.0927,9584417.594
T18,45,embauba branca,Cecropia palmata,Urticaceae,38.9,O,E,1,29.76,39.33,40.5,779097.2506,9584431.119
T18,46,goiabao,Pradosia cochlearia,Sapotaceae,15,O,S,3,14.39,20.02,14.8,779093.3179,9584446.373
T18,47,breu barrote,Tetragastris panamensis,Burseraceae,56,O,S,2,15.4,26.43,60,779089.6777,9584449.505
T18,48,goiabao,Pradosia cochlearia,Sapotaceae,13.5,O,S,1,11.67,21.36,13.7,779092.5911,9584452.148
T18,49,liana,NA,NA,15,L,NA,NA,NA,NA,15.3,779090.7181,9584462.696
T18,50,jatereu,Lecythis idatimon,Lecythidaceae,27.4,O,C,2,12.81,25.85,27.6,779092.6611,9584463.325
T18,51,capueiro,Rinorea guianensis,Violaceae,12,O,S,3,9.29,12.65,12,779090.3262,9584468.01
T18,52,louro preto,Ocotea cernua,Lauraceae,32.3,O,S,1,20.78,31.44,33.1,779091.4365,9584470.521
T18,53,axixa,Sterculia pruriens,Malvaceae,41.4,O,C,2,25.5,39.33,41.9,779087.7891,9584475.109
T18,54,roxinho,Peltogyne lecointei,Fabaceae,50,O,C,2,24.67,43.68,55,779082.6957,9584476.191
T18,55,fava amarela,Parkia sp.,Fabaceae,13.5,O,S,2,8.42,13.65,14,779089.3997,9584480.571
T18,56,breu vermelho,Protium hebetatum,Burseraceae,42.1,O,S,2,27.34,38.88,44.9,779088.3321,9584483.251
T18,57,liana,NA,NA,10.9,L,NA,NA,NA,NA,11.3,779089.5416,9584486.247
T18,58,parajuba,Manilkara bidentata,Sapotaceae,77.8,O,E,1,31.34,43.14,76.5,779086.65,9584488.096
T18,59,embauba branca,Cecropia palmata,Urticaceae,37.7,O,E,1,29.99,41.54,39,779089.016,9584495.038
T18,60,pau-jacare,Laetia procera,Salicaceae,10.8,O,S,2,8,12.68,11.4,779092.1953,9584496.247
T18,61,jatereu,Lecythis idatimon,Lecythidaceae,12.2,O,S,2,7.57,10.81,12.2,779091.3507,9584501.509
T18,62,breu barrote,Tetragastris panamensis,Burseraceae,73,O,S,2,22.49,34.88,73.3,779091.0384,9584508.866
T18,63,matamata branco,Eschweilera coriacea,Lecythidaceae,40,O,S,2,24.59,38.13,54.6,779100.4104,9584514.159
T18,64,andirobarana,Guarea guidonia,Meliaceae,29.6,O,S,2,13.8,23.45,29.7,779091.4696,9584515.227
T18,65,abiu cramuri,NA,NA,57.7,O,C,2,23.91,36.9,59,779089.9989,9584523.371
T18,66,caferana,Quiina florida,Ochnaceae,35.8,O,E,1,16.21,26.76,36,779098.5314,9584526.59
T18,67,jatereu,Lecythis idatimon,Lecythidaceae,12.3,O,S,2,8.42,16.2,12.9,779092.3921,9584527.709
T18,68,breu barrote,Tetragastris panamensis,Burseraceae,55,O,S,2,11.61,22.03,60,779087.8906,9584530.848
T18,69,matamata branco,Eschweilera coriacea,Lecythidaceae,65,O,S,2,23.51,43.1,70,779093.2657,9584537.827
T18,70,tachi preto,Tachigali myrmecophila,Fabaceae,37.6,O,E,1,20.07,38.55,39.4,779093.3739,9584543.972
T18,71,abiu canelado,Micropholis crassipedicellata,Sapotaceae,62.4,O,C,2,30.34,48.45,62.5,779085.658,9584548.509
T18,72,jatereu,Lecythis idatimon,Lecythidaceae,12.2,O,S,2,6.6,12.6,NA,779094.762,9584554.293
T18,73,jatereu,Lecythis idatimon,Lecythidaceae,39.2,O,C,2,25.77,43.36,NA,779089.4508,9584560.326
T18,74,jarana,Lecythis lurida,Lecythidaceae,44.7,O,C,2,20.53,40.29,NA,779095.5488,9584557.08
T18,75,abiurana branca,Pouteria guianensis,Sapotaceae,53,O,C,2,29.68,45.42,NA,779095.0598,9584558.77
T18,76,jatereu,Lecythis idatimon,Lecythidaceae,26.2,O,S,1,17.24,29.03,27,779094.4948,9584560.7
T18,77,abiurana,Pouteria gongrijpii,Sapotaceae,42,O,C,1,17.15,35.1,63.1,779087.8471,9584566.349
T18,78,tachirana,Stryphnodendron paniculatum,Fabaceae,37,O,C,2,14.53,25.87,38.9,779099.7476,9584579.52
T18,79,matamata branco,Eschweilera coriacea,Lecythidaceae,47.3,O,C,2,20.84,35.66,50.3,779101.7962,9584580.417
T18,80,sucupira babona,Diplotropis sp.,Fabaceae,12.3,O,S,2,12.69,19.97,NA,779096.8096,9584582.437
T18,81,tachirana,Stryphnodendron paniculatum,Fabaceae,69.9,O,E,1,6.78,10.96,72,779091.816,9584583.434
T18,82,guariuba,Clarisia racemosa,Moraceae,16,O,S,2,32.57,47.62,17,779097.019,9584583.883
T18,83,abiurana,Pouteria gongrijpii,Sapotaceae,35,O,C,2,22.62,33.1,36.7,779090.1286,9584585.375
T18,84,pau-jacare,Laetia procera,Salicaceae,48.6,O,E,1,20.67,38.05,50.5,779088.8412,9584587.312
T18,85,jarana,Lecythis lurida,Lecythidaceae,47.9,O,S,2,18.89,29.47,NA,779103.8503,9584588.661
T18,86,matamata branco,Eschweilera coriacea,Lecythidaceae,36.7,O,S,2,13.3,19.03,37.5,779101.9006,9584596.391
T18,87,cucutitiriba,Pouteria sp.,Sapotaceae,20.1,O,S,2,5.41,9.71,20.4,779096.7981,9584611.375
T18,88,freijo branco,Cordia scabrifolia,Boraginaceae,35.9,O,S,2,7.2,14.23,36.3,779096.0232,9584615.239
T18,89,matamata branco,Eschweilera coriacea,Lecythidaceae,13.5,O,S,2,4.06,6.01,13.8,779097.2452,9584618.607
T18,90,jatereu,Lecythis idatimon,Lecythidaceae,20.8,O,S,2,7.16,11.61,20.7,779096.8174,9584629.703
T18,91,tachi branco,Tachigali paniculata,Fabaceae,14.7,O,S,2,5.77,9.77,14.8,779097.5488,9584634.521
T18,92,freijo branco,Cordia scabrifolia,Boraginaceae,39.7,O,S,2,7.28,12.34,40.5,779095.2677,9584637.43
T18,93,inhare,Helicostylis sp.,Moraceae,11.1,O,S,2,4.95,7.45,11.1,779097.0771,9584638.865
T18,94,matamata branco,Eschweilera coriacea,Lecythidaceae,10,O,S,2,4.28,6.54,10.4,779096.9991,9584642.241
T18,95,matamata branco,Eschweilera coriacea,Lecythidaceae,11.4,O,S,2,6.06,10,11.8,779096.3211,9584645.622
T18,96,tachi branco,Tachigali paniculata,Fabaceae,77,O,E,1,17.32,32.86,79,779089.2809,9584654.832
T18,97,goiabao,Pradosia cochlearia,Sapotaceae,41,O,C,2,14.58,18.23,41.6,779093.2934,9584656.735
T18,98,capueiro,Rinorea guianensis,Violaceae,14.9,O,S,1,7.93,11.72,15.8,779097.2064,9584674.072
T18,99,matamata branco,Eschweilera coriacea,Lecythidaceae,16.4,O,S,2,9.77,11.26,17,779096.5284,9584677.453
T18,100,morta,NA,NA,56.3,O,NA,NA,NA,9.85,NA,779093.0348,9584678.44
T18,101,capueiro,Rinorea guianensis,Violaceae,19.5,O,S,2,8.48,19.08,20.3,779098.4706,9584685.157
T18,102,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,56,O,C,2,25.93,44.36,NA,779091.4945,9584687.614
T18,103,capueiro,Rinorea guianensis,Violaceae,10.7,O,S,2,7.26,12.02,11.2,779097.3069,9584689.505
T18,104,parajuba,Manilkara bidentata,Sapotaceae,11.4,O,S,2,6.12,12.18,11.4,779098.0352,9584693.841
T18,105,capueiro,Rinorea guianensis,Violaceae,10.5,O,S,2,7.13,12.58,10.7,779098.0572,9584697.217
T18,106,jatereu,Lecythis idatimon,Lecythidaceae,20.6,O,S,2,10.66,12.91,20.8,779097.3074,9584704.939
T18,107,matamata branco,Eschweilera coriacea,Lecythidaceae,38.9,O,C,1,9.47,10.92,38.9,779088.6202,9584706.925
T18,108,capueiro,Rinorea guianensis,Violaceae,10.5,O,S,2,7.62,12.01,10.5,779096.7608,9584713.141
T18,109,matamata branco,Eschweilera coriacea,Lecythidaceae,37.2,O,C,2,11.6,15.36,38.8,779098.8859,9584716.986
T18,110,tauari,Couratari stellata,Lecythidaceae,76,O,C,2,20.01,32.13,68,779104.6984,9584718.877
T18,111,axixa,Sterculia pruriens,Malvaceae,11.8,O,S,2,4.19,7.04,11.8,779097.5048,9584719.889
T18,112,louro preto,Ocotea cernua,Lauraceae,49.9,O,C,2,13.53,22.21,50.5,779088.705,9584719.946
T18,113,matamata branco,Eschweilera coriacea,Lecythidaceae,44.2,O,C,2,8.67,13.66,44.2,779104.7895,9584732.864
T18,114,liana,NA,NA,16.9,L,NA,NA,NA,NA,18.1,779098.0959,9584733.872
T18,115,matamata branco,Eschweilera coriacea,Lecythidaceae,39.2,O,C,2,13.65,22.31,39.2,779093.8022,9584734.864
T18,116,abiurana branca,Pouteria guianensis,Sapotaceae,12.6,O,S,2,4.36,11.63,14.3,779097.5085,9584735.805
T18,117,matamata vermelho,Eschweilera coriacea,Lecythidaceae,10.5,O,S,2,4.95,7.49,11,779097.6116,9584736.286
T18,118,acoita-cavalo,Luehea speciosa,Malvaceae,34,O,E,1,13.96,26.27,34,779097.8461,9584741.59
T18,119,jatereu,Lecythis idatimon,Lecythidaceae,11.8,O,S,2,10.36,17.27,11.8,779098.3524,9584742.551
T18,120,matamata preto,Eschweilera ovata,Lecythidaceae,15.8,O,S,2,8.73,13.48,16.3,779096.8887,9584746.902
T18,121,abiurana,Pouteria gongrijpii,Sapotaceae,40.4,O,C,2,12.9,17.5,40.6,779089.8809,9584746.947
T18,122,angelim rajado,Zygia racemosa,Fabaceae,28.2,O,S,2,5.45,8.64,28.4,779097.9781,9584761.846
T18,123,parajuba,Manilkara bidentata,Sapotaceae,80.4,O,E,1,21.39,32.74,NA,779105.0062,9584766.141
T18,124,jatereu,Lecythis idatimon,Lecythidaceae,23.2,O,S,2,3.3,5.34,NA,779097.1346,9584770.533
T18,125,canela-de-jacamim,Rinorea pubiflora,Violaceae,15.7,O,S,2,9.34,16.93,NA,779099.0297,9584771.003
