parcela,arvore,comum,cientifico,familia,dap2012,cc2012,hcom,ht,vertical,luminosidade,medicao,dap2014,cc2014
T07,164,caramuxi,Pouteria hispida,Sapotaceae,45.5,47.5,23.88,31.64,C,2,20120209,46,47.5
T07,165,pau-jacare,Laetia procera,Salicaceae,45.4,47.5,21.51,33.53,C,2,20120209,46,47.5
T07,166,jatereu,Lecythis idatimon,Lecythidaceae,41.6,42.5,19.15,28.97,C,2,20120209,42.2,42.5
T07,167,jaranucu,Lecythis sp.,Lecythidaceae,38,37.5,22.94,32.58,C,2,20120209,38.7,37.5
T07,168,parajuba,Manilkara bidentata,Sapotaceae,57.5,57.5,26.64,37.71,C,2,20120209,57.7,57.5
T07,169,caramuxi,Pouteria hispida,Sapotaceae,41.5,42.5,24.34,34.79,C,2,20120209,43.9,42.5
T07,170,morta,NA,NA,58.7,57.5,NA,23.7,NA,NA,20120209,#N/A,#N/A
T07,171,matamata preto,Eschweilera ovata,Lecythidaceae,44.7,42.5,27.37,38.7,C,2,20120209,44.9,42.5
T07,172,macaranduba,Manilkara huberi,Sapotaceae,64,62.5,24.64,37.26,C,2,20120209,#N/A,#N/A
T07,173,jutai-mirim,Hymenaea parvifolia,Fabaceae,60.5,62.5,34.97,46.11,C,2,20120209,60.9,62.5
T07,174,breu barrote,Tetragastris panamensis,Burseraceae,37.7,37.5,16.79,30.35,C,2,20120209,#N/A,#N/A
T07,175,abiurana casca fina,Pouteria retinervis,Sapotaceae,36.5,37.5,21.04,31.2,C,2,20120209,39,37.5
T07,176,parajuba,Manilkara bidentata,Sapotaceae,36.5,37.5,22.61,29.76,C,2,20120209,#N/A,#N/A
T07,177,envira-cana,Xylopia nitida,Annonaceae,42.6,42.5,28.84,37.88,C,2,20120209,42.6,42.5
T07,178,matamata branco,Eschweilera coriacea,Lecythidaceae,44.5,42.5,19.18,28.04,C,2,20120209,45.5,47.5
T07,179,breu barrote,Tetragastris panamensis,Burseraceae,40,42.5,18.48,29.67,C,2,20120209,#N/A,#N/A
T07,180,morta,NA,NA,51.5,52.5,NA,2.8,NA,NA,20120209,#N/A,#N/A
T07,181,roxinho,Peltogyne lecointei,Fabaceae,52,52.5,24.33,40.21,C,2,20120209,52,52.5
T07,182,matamata branco,Eschweilera coriacea,Lecythidaceae,42,42.5,16.12,23.73,C,2,20120209,42.3,42.5
T07,183,freijo branco,Cordia scabrifolia,Boraginaceae,46.8,47.5,26.41,34.77,C,2,20120209,#N/A,#N/A
T07,184,matamata branco,Eschweilera coriacea,Lecythidaceae,45.2,47.5,19.04,31.34,C,2,20120209,46,47.5
T07,185,caqui,Diospyros guianensis,Ebenaceae,37.4,37.5,8.93,15.57,C,2,20120209,37.5,37.5
T07,186,morta,NA,NA,75.3,77.5,NA,11.84,NA,NA,20120209,#N/A,#N/A
T08,1,morta,NA,NA,33,32.5,NA,2.08,NA,NA,20120206,33,32.5
T08,2,morta,NA,NA,15.8,17.5,NA,13.01,NA,NA,20120206,17.3,17.5
T08,3,abiu cutite,NA,NA,11.4,12.5,6.98,10.68,S,3,20120206,11.5,12.5
T08,5,freijo branco,Cordia scabrifolia,Boraginaceae,27.8,27.5,14.87,22.17,S,2,20120206,35.9,37.5
T08,10,abiu cutite,NA,NA,24.2,22.5,12.29,18.9,S,2,20120206,24.3,22.5
T08,13,tachi preto,Tachigali myrmecophila,Fabaceae,55,57.5,24.39,41.72,E,1,20120206,58,57.5
T08,15,jatereu,Lecythis idatimon,Lecythidaceae,11.7,12.5,7.97,14.21,S,2,20120206,12.5,12.5
T08,17,caramuxi,Pouteria hispida,Sapotaceae,41.6,42.5,21,34.62,C,1,20120206,42.3,42.5
T08,18,matamata,Eschweilera parviflora,Lecythidaceae,60.6,62.5,30.93,43.02,C,1,20120206,61.3,62.5
T08,20,papuda,NA,NA,18.1,17.5,18.11,24.98,S,2,20120206,18.8,17.5
T08,21,goiabao,Pradosia cochlearia,Sapotaceae,58.4,57.5,23.95,48.23,S,1,20120206,58.4,57.5
T08,24,guajara,Pouteria sp.,Sapotaceae,58,57.5,30.34,46.81,C,1,20120206,58,57.5
T08,25,abiurana,Pouteria gongrijpii,Sapotaceae,50,52.5,21.92,37.32,C,1,20120206,50.1,52.5
T08,26,macaranduba,Manilkara huberi,Sapotaceae,52.5,52.5,19.87,35.52,C,1,20120206,53.4,52.5
T08,30,arataciu,Sagotia racemosa,Euphorbiaceae,14.2,12.5,8.14,14.75,S,2,20120206,#N/A,#N/A
T08,31,angelim vermelho,Dinizia excelsa,Fabaceae,151,152.5,30.2,47.11,E,1,20120206,151,152.5
T08,32,jatereu,Lecythis idatimon,Lecythidaceae,17.9,17.5,14.27,21.95,S,2,20120206,18.1,17.5
T08,33,seringueira,Hevea brasiliensis,Euphorbiaceae,11.5,12.5,5.46,8.07,S,2,20120206,11.6,12.5
T08,34,matamata,Eschweilera parviflora,Lecythidaceae,20.3,22.5,9.54,15.73,S,2,20120206,20.2,22.5
T08,40,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,55,57.5,30.93,47.73,E,1,20120206,55,57.5
T08,41,capueiro,Rinorea guianensis,Violaceae,12.5,12.5,24.19,38.55,S,1,20120206,13,12.5
T08,43,breu vermelho,Protium hebetatum,Burseraceae,24.7,22.5,15.58,26.1,S,1,20120206,25.5,27.5
T08,44,jatereu,Lecythis idatimon,Lecythidaceae,10.2,12.5,6.88,11.97,S,2,20120206,10.6,12.5
T08,45,pintadinho,Poeppigia procera,Fabaceae,22,22.5,15.09,24.77,S,2,20120206,22.6,22.5
T08,46,matamata,Eschweilera amazonica,Lecythidaceae,35.6,37.5,16.62,26.98,S,1,20120206,35.7,37.5
T08,49,morta,NA,NA,17.2,17.5,NA,9.17,NA,NA,20120206,17.2,17.5
T08,53,matamata,Eschweilera parviflora,Lecythidaceae,28.7,27.5,11.51,25.85,S,2,20120206,29.5,27.5
T08,60,abiurana,Pouteria gongrijpii,Sapotaceae,33.2,32.5,15.04,26.76,S,2,20120206,33.8,32.5
T08,63,matamata,Eschweilera parviflora,Lecythidaceae,41.7,42.5,20.36,31.17,C,2,20120206,41.9,42.5
T08,64,inga,Inga marginata,Fabaceae,11.9,12.5,12.24,18.16,S,3,20120206,12.3,12.5
T08,66,cucutitiriba,Pouteria sp.,Sapotaceae,13.9,12.5,13.9,20.71,S,3,20120206,14,12.5
T08,71,jarana,Lecythis lurida,Lecythidaceae,83.7,82.5,32.81,44.39,E,1,20120206,84.9,82.5
T08,72,seringueira,Hevea brasiliensis,Euphorbiaceae,76.8,77.5,38.2,53.07,E,1,20120206,77.2,77.5
T08,73,abiurana,Pouteria gongrijpii,Sapotaceae,60.3,62.5,17.3,23.27,C,1,20120206,61.3,62.5
T08,75,envira-cana,Xylopia nitida,Annonaceae,44.5,42.5,18.84,36.67,C,1,20120206,44.7,42.5
T08,76,burangica,Galipea trifoliata,Rutaceae,13.5,12.5,7.95,13.2,S,2,20120206,14.5,12.5
T08,77,matamata,Eschweilera amazonica,Lecythidaceae,59.5,57.5,20.71,34.19,E,1,20120206,59.3,57.5
T08,78,axixa,Sterculia pruriens,Malvaceae,29,27.5,20.43,33.66,C,1,20120206,30.6,32.5
T08,79,matamata,Eschweilera amazonica,Lecythidaceae,26.4,27.5,17.55,20.12,S,2,20120206,27,27.5
T08,80,matamata,Eschweilera amazonica,Lecythidaceae,35,37.5,16.35,26.55,S,1,20120206,40,42.5
T08,81,matamata,Eschweilera amazonica,Lecythidaceae,18.4,17.5,11.46,21.64,S,2,20120206,19.3,17.5
T08,83,morta,NA,NA,51,52.5,NA,5.78,NA,NA,20120206,51,52.5
T08,85,morta,NA,NA,28.1,27.5,NA,6.9,NA,NA,20120206,28,27.5
T08,86,abiurana,Pouteria gongrijpii,Sapotaceae,48,47.5,29.52,41.14,E,1,20120206,55,57.5
T08,87,jatereu,Lecythis idatimon,Lecythidaceae,11,12.5,7.12,11.22,S,3,20120206,11.3,12.5
T08,88,morta,NA,NA,14.8,12.5,NA,6.67,NA,NA,20120206,14.7,12.5
T08,90,uxi,Endopleura uchi,Humiriaceae,53.2,52.5,18.78,28.29,S,1,20120206,54.2,52.5
T08,92,matamata,Eschweilera amazonica,Lecythidaceae,23.5,22.5,13.5,25.64,S,1,20120206,24,22.5
T08,93,morta,NA,NA,32.3,32.5,NA,18.18,NA,NA,20120206,32.3,32.5
T08,94,andirobarana,Guarea guidonia,Meliaceae,38.6,37.5,11.45,24.52,S,2,20120206,39.4,37.5
T08,96,abiurana,Pouteria gongrijpii,Sapotaceae,55,57.5,25.58,40.37,C,2,20120206,55,57.5
T08,97,inhare,Helicostylis sp.,Moraceae,44.2,42.5,26.5,42.26,C,2,20120206,43.9,42.5
T08,98,inga amarelo,Inga sp.,Fabaceae,14.9,12.5,11.93,23.13,S,2,20120206,15.9,17.5
T08,100,uxi,Endopleura uchi,Humiriaceae,70.6,72.5,25.09,40.91,E,1,20120206,#N/A,#N/A
T08,102,morta,NA,NA,36.7,37.5,NA,35.39,NA,NA,20120206,#N/A,#N/A
T08,106,jatereu,Lecythis idatimon,Lecythidaceae,10,12.5,10.43,13.9,S,2,20120206,10.8,12.5
T08,107,breu branco,Protium paniculatum,Burseraceae,37.2,37.5,19.27,27.31,S,2,20120206,38.4,37.5
T08,108,ata preta,Annona sp.,Annonaceae,10.7,12.5,8.92,15.07,S,2,20120206,11,12.5
T08,110,jatereu,Lecythis idatimon,Lecythidaceae,13.4,12.5,15,20.41,S,2,20120206,14.8,12.5
T08,112,barrote,Tetragastris altissima,Burseraceae,49.3,47.5,27.92,38.24,S,2,20120206,49.6,47.5
T08,114,abiu cutite,NA,NA,50.2,52.5,20.22,33.43,S,1,20120206,50.8,52.5
T08,115,matamata,Eschweilera parviflora,Lecythidaceae,17.8,17.5,14.9,18.8,S,3,20120206,17.8,17.5
T08,117,escorrega-macaco,Capirona decorticans,Rubiaceae,82,82.5,29.26,43.63,E,1,20120206,83.8,82.5
T08,120,tachi,Tachigali myrmecophila,Fabaceae,60,62.5,30.45,48.23,E,1,20120206,61,62.5
T08,122,matamata,Eschweilera parviflora,Lecythidaceae,19.1,17.5,14.79,23.1,S,2,20120206,19.9,17.5
T08,124,matamata,Eschweilera amazonica,Lecythidaceae,36.8,37.5,14.61,25.51,S,1,20120206,36.8,37.5
T08,125,matamata,Eschweilera parviflora,Lecythidaceae,14.6,12.5,4.68,9.49,S,2,20120206,15.2,17.5
T08,126,cupiuba,Goupia glabra,Goupiaceae,62.6,62.5,16.19,29.98,E,1,20120206,63.2,62.5
T08,133,abiurana,Pouteria gongrijpii,Sapotaceae,51.5,52.5,24.71,37.23,C,1,20120206,51.7,52.5
T08,134,seringarana,Micrandra minor,Euphorbiaceae,69,67.5,26.77,38.54,C,1,20120206,69.1,67.5
T08,135,jatereu,Lecythis idatimon,Lecythidaceae,19.5,17.5,11.31,17.17,S,3,20120206,19.7,17.5
T08,139,matamata,Eschweilera parviflora,Lecythidaceae,35.3,37.5,15.92,26.91,C,1,20120206,35.9,37.5
T08,140,matamata,Eschweilera amazonica,Lecythidaceae,48.5,47.5,17.74,33.37,S,2,20120206,48.8,47.5
T08,141,matamata,Eschweilera amazonica,Lecythidaceae,51,52.5,16.8,35.56,S,3,20120206,51.6,52.5
T08,142,capueiro,Rinorea guianensis,Violaceae,17.8,17.5,15.13,23.34,S,3,20120206,18.1,17.5
T08,145,matamata,Eschweilera amazonica,Lecythidaceae,38.1,37.5,21.51,39.99,C,1,20120206,38.3,37.5
T08,147,ingarana,Inga sp.,Fabaceae,41,42.5,12.67,22.98,S,3,20120206,41,42.5
T08,149,matamata,Eschweilera amazonica,Lecythidaceae,18,17.5,8.67,14.4,E,1,20120206,18.5,17.5
T08,150,tachi,Tachigali myrmecophila,Fabaceae,93.6,92.5,27.98,41.32,S,2,20120206,93.6,92.5
T08,153,matamata,Eschweilera parviflora,Lecythidaceae,57.5,57.5,27.52,45.28,C,1,20120206,58.1,57.5
T08,156,tachirana,Stryphnodendron paniculatum,Fabaceae,84.7,82.5,34.5,53.24,E,1,20120206,84.9,82.5
T08,157,matamata,Eschweilera amazonica,Lecythidaceae,13.6,12.5,11.66,18.88,S,2,20120206,14.1,12.5
T08,158,matamata,Eschweilera amazonica,Lecythidaceae,54.1,52.5,19.73,41.5,S,3,20120206,54.6,52.5
T08,160,uxirana,Sacoglottis guianensis,Humiriaceae,25.6,27.5,11.89,19.04,S,2,20120206,26.2,27.5
T08,164,freijo branco,Cordia scabrifolia,Boraginaceae,33.5,32.5,22.16,33.92,C,2,20120206,33.7,32.5
T08,165,abiurana casca fina,Pouteria retinervis,Sapotaceae,11.7,12.5,11.84,20.14,S,3,20120206,12.1,12.5
T08,167,tachi preto,Tachigali myrmecophila,Fabaceae,95.6,97.5,27.44,48.84,E,1,20120206,100.3,102.5
T08,168,balsamo,Myroxylon peruiferum,Fabaceae,13.3,12.5,7.57,12.86,S,3,20120206,13.5,12.5
T08,169,capueiro,Rinorea guianensis,Violaceae,21.7,22.5,16.34,22.46,S,2,20120206,22.2,22.5
T08,170,matamata,Eschweilera parviflora,Lecythidaceae,26.1,27.5,13.39,24.32,S,1,20120206,26.2,27.5
T08,177,parajuba,Manilkara bidentata,Sapotaceae,17.9,17.5,14.16,22.61,S,3,20120206,18.4,17.5
T08,183,jatoba,Hymenaea courbaril,Fabaceae,50.2,52.5,17.59,26.63,C,2,20120206,51.9,52.5
T08,184,matamata branco,Eschweilera coriacea,Lecythidaceae,47.3,47.5,20.97,42.4,C,2,20120206,47.2,47.5
T08,185,mapatirana,Pourouma villosa,Urticaceae,52.3,52.5,31.57,43.37,C,2,20120206,54.2,52.5
T08,186,envira preta,Guatteria schomburgkiana,Annonaceae,39.8,37.5,23.54,36.94,C,2,20120206,39.6,37.5
T08,187,macucu-de-sangue,Licania heteromorpha,Chrysobalanaceae,46.5,47.5,25.25,31.77,C,2,20120206,47.8,47.5
T08,188,abiurana,Pouteria gongrijpii,Sapotaceae,54,52.5,24.3,33.61,C,2,20120206,54,52.5
T08,189,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,61.8,62.5,27.43,39.17,C,2,20120206,63.5,62.5
T08,190,ucuuba,Virola michelii,Myristicaceae,43.8,42.5,16.14,27.44,S,2,20120206,43.9,42.5
T08,191,uxi,Endopleura uchi,Humiriaceae,66.8,67.5,17.99,33.67,C,2,20120206,67.5,67.5
T08,192,morta,NA,NA,42.3,42.5,NA,5.68,NA,NA,20120206,#N/A,#N/A
T08,193,abiurana casca fina,Pouteria retinervis,Sapotaceae,35,37.5,22.35,32.54,C,2,20120206,35.8,37.5
T08,194,breu barrote,Tetragastris panamensis,Burseraceae,45.3,47.5,19.54,27.53,C,2,20120206,45.8,47.5
T08,195,abiurana casca fina,Pouteria retinervis,Sapotaceae,37.5,37.5,24.34,33.81,C,2,20120206,37.3,37.5
T08,196,macaranduba,Manilkara huberi,Sapotaceae,54.3,52.5,26.26,36.68,C,2,20120206,55.5,57.5
T08,197,matamata branco,Eschweilera coriacea,Lecythidaceae,53.7,52.5,27.16,37.35,C,2,20120206,59.3,57.5
T08,198,matamata preto,Eschweilera ovata,Lecythidaceae,53,52.5,29.69,39.45,C,2,20120206,53.3,52.5
T08,199,ucurana,Sloanea guianensis,Elaeocarpaceae,50,52.5,22.56,31.77,C,2,20120206,54,52.5
T08,200,matamata branco,Eschweilera coriacea,Lecythidaceae,38,37.5,22.45,29.88,C,2,20120206,38.2,37.5
T08,201,tachi preto,Tachigali myrmecophila,Fabaceae,41.5,42.5,17.9,31.8,C,2,20120206,46.2,47.5
T08,202,caramuxi,Pouteria hispida,Sapotaceae,40.8,42.5,21.21,37.26,C,2,20120206,40.9,42.5
T08,203,matamata preto,Eschweilera ovata,Lecythidaceae,36.8,37.5,26.83,35.52,C,2,20120206,33.7,32.5
T08,204,breu barrote,Tetragastris panamensis,Burseraceae,38.4,37.5,18.6,31.43,C,2,20120206,38.4,37.5
T09,3,inga,Inga marginata,Fabaceae,27.2,27.5,11.82,20.85,S,1,20120203,27.2,27.5
T09,4,barrote,Tetragastris altissima,Burseraceae,42.4,42.5,23.62,32.65,C,2,20120203,43,42.5
T09,6,abiurana,Pouteria gongrijpii,Sapotaceae,47.9,47.5,21.15,27.12,C,1,20120203,48,47.5
T09,7,morta,NA,NA,48.6,47.5,NA,2.14,NA,NA,20120203,48.6,47.5
T09,8,breu vermelho,Protium hebetatum,Burseraceae,63.7,62.5,26.4,38.09,C,1,20120203,63.6,62.5
T09,10,tento,Ormosia coccinea,Fabaceae,57,57.5,3.89,5.79,NA,NA,20120203,57,57.5
T09,11,jarana,Lecythis lurida,Lecythidaceae,20.3,22.5,13.86,23.75,S,2,20120203,20.4,22.5
T09,12,morta,NA,NA,10.9,12.5,NA,12.32,NA,NA,20120203,10.8,12.5
T09,13,abiurana,Pouteria gongrijpii,Sapotaceae,75,77.5,18.44,31.04,E,1,20120203,75,77.5
T09,14,iperana,Eperua bijuga,Fabaceae,51.2,52.5,20.45,31.87,C,1,20120203,51.3,52.5
T09,15,uxirana,Sacoglottis guianensis,Humiriaceae,52.7,52.5,19.9,34.52,C,1,20120203,52.8,52.5
T09,20,andiroba,Carapa guianensis,Meliaceae,19,17.5,12.56,19.7,S,2,20120203,19,17.5
T09,23,matamata,Eschweilera parviflora,Lecythidaceae,36.2,37.5,10.82,15.63,S,2,20120203,36.3,37.5
T09,24,arataciu,Sagotia racemosa,Euphorbiaceae,10.5,12.5,9.35,13.82,S,2,20120203,10.5,12.5
T09,25,morta,NA,NA,41.8,42.5,NA,18.33,NA,NA,20120203,41.89,42.5
T09,26,abiurana,Pouteria gongrijpii,Sapotaceae,51.7,52.5,22.48,34.41,C,1,20120203,51.7,52.5
T09,28,jatereu,Lecythis idatimon,Lecythidaceae,19,17.5,19.29,31.52,S,3,20120203,19,17.5
T09,30,abiurana,Pouteria gongrijpii,Sapotaceae,35.8,37.5,22.56,31.35,C,1,20120203,35.9,37.5
T09,31,jarana,Lecythis lurida,Lecythidaceae,92,92.5,25.97,35.29,S,1,20120203,93,92.5
T09,32,abiurana,Pouteria gongrijpii,Sapotaceae,44.7,42.5,17.09,35.99,C,1,20120203,44.9,42.5
T09,34,barrote,Tetragastris altissima,Burseraceae,59.8,57.5,27.18,36.95,C,1,20120203,59.9,57.5
T09,36,jatereu,Lecythis idatimon,Lecythidaceae,12.5,12.5,13.14,17.86,S,2,20120203,13,12.5
T09,37,matamata,Eschweilera parviflora,Lecythidaceae,45,47.5,19.86,28.97,S,2,20120203,45.6,47.5
T09,39,matamata,Eschweilera parviflora,Lecythidaceae,20.8,22.5,15.17,23.04,S,2,20120203,21,22.5
T09,40,abiu cutite,NA,NA,58.4,57.5,24.43,36.95,C,1,20120203,58.6,57.5
T09,41,abiurana,Pouteria gongrijpii,Sapotaceae,99,97.5,11.15,14.39,S,3,20120203,99,97.5
T09,42,jatereu,Lecythis idatimon,Lecythidaceae,24,22.5,22.94,29.18,C,1,20120203,24.2,22.5
T09,43,morta,NA,NA,24.6,22.5,NA,4.31,NA,NA,20120203,24.6,22.5
T09,44,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,109.8,107.5,37.2,50.87,E,1,20120203,109.8,107.5
T09,45,uxi,Endopleura uchi,Humiriaceae,14.4,12.5,10.2,20.73,C,2,20120203,14.5,12.5
T09,46,matamata,Eschweilera parviflora,Lecythidaceae,14.3,12.5,7.81,9.3,S,2,20120203,14.3,12.5
T09,49,caramuxi,Pouteria hispida,Sapotaceae,51.1,52.5,33.17,40.8,E,1,20120203,51.2,52.5
T09,50,abiu cutite,NA,NA,50.4,52.5,21.64,30.06,C,1,20120203,50.4,52.5
T09,52,ingarana,Inga sp.,Fabaceae,18.5,17.5,10.3,13.52,S,2,20120203,18.4,17.5
T09,57,capueiro,Rinorea guianensis,Violaceae,11.5,12.5,7.99,12.01,S,1,20120203,11.6,12.5
T09,58,joao-mole,Neea oppositifolia,Nyctaginaceae,13.3,12.5,6.41,9.44,S,3,20120203,14.4,12.5
T09,59,murta,Strychnos subcordata,Loganiaceae,40,42.5,18.89,31.57,S,2,20120203,41,42.5
T09,60,itauba,Mezilaurus itauba,Lauraceae,84,82.5,5.78,8.85,S,2,20120203,85,87.5
T09,62,seringueira,Hevea brasiliensis,Euphorbiaceae,54.6,52.5,28.37,37.58,E,1,20120203,54.7,52.5
T09,63,abiurana,Pouteria gongrijpii,Sapotaceae,85.8,87.5,30.61,50.03,E,1,20120203,85.8,87.5
T09,64,muirapiranga,Brosimum rubescens,Moraceae,17,17.5,10.88,17.17,S,2,20120203,17.1,17.5
T09,65,uxirana,Sacoglottis guianensis,Humiriaceae,43.9,42.5,28.01,45.22,C,1,20120203,44.9,42.5
T09,66,abiurana,Pouteria gongrijpii,Sapotaceae,69.9,67.5,28.58,42.27,C,1,20120203,68.9,67.5
T09,67,capueiro,Rinorea guianensis,Violaceae,11,12.5,7.72,12.07,S,2,20120203,11.2,12.5
T09,68,abiurana,Pouteria gongrijpii,Sapotaceae,49.7,47.5,26.76,37.89,S,2,20120203,49.6,47.5
T09,69,macaranduba,Manilkara huberi,Sapotaceae,78.5,77.5,17.55,30.01,E,1,20120203,79,77.5
T09,71,macaranduba,Manilkara huberi,Sapotaceae,20.2,22.5,16.07,20.93,S,2,20120203,20.2,22.5
T09,72,capueiro,Rinorea guianensis,Violaceae,12.5,12.5,NA,9.66,S,2,20120203,13.5,12.5
T09,73,coco-pau,Couepia robusta,Chrysobalanaceae,65.3,67.5,31.14,38.54,C,1,20120203,65.2,67.5
T09,74,capueiro,Rinorea guianensis,Violaceae,21.1,22.5,14.94,20.21,S,2,20120203,21.1,22.5
T09,76,jatereu,Lecythis idatimon,Lecythidaceae,20.3,22.5,14.41,22.27,S,2,20120203,20.2,22.5
T09,77,ingarana,Inga sp.,Fabaceae,38.4,37.5,17.89,31.2,S,2,20120203,38.5,37.5
T09,79,abiurana,Pouteria gongrijpii,Sapotaceae,38.5,37.5,17.99,28.79,S,3,20120203,38.5,37.5
T09,80,capueiro,Rinorea guianensis,Violaceae,15.3,17.5,11.16,17.92,S,3,20120203,15.3,17.5
T09,81,morta,NA,NA,44.6,42.5,NA,20.07,NA,NA,20120203,44.7,42.5
T09,83,guajara,Pouteria sp.,Sapotaceae,70,72.5,31.21,47.19,E,1,20120203,70,72.5
T09,85,uxirana,Sacoglottis guianensis,Humiriaceae,71,72.5,8.42,11.62,S,2,20120203,71,72.5
T09,89,guajara,Pouteria sp.,Sapotaceae,55,57.5,31.52,48.65,E,1,20120203,55,57.5
T09,90,angelim vermelho,Dinizia excelsa,Fabaceae,15,17.5,10.25,15.35,S,2,20120203,14,12.5
T09,92,guajara peludo,Pouteria sp.,Sapotaceae,62,62.5,12.73,22.87,E,1,20120203,62,62.5
T09,95,jatereu,Lecythis idatimon,Lecythidaceae,13.2,12.5,6.5,10.75,S,2,20120203,12,12.5
T09,96,mapatirana,Pourouma villosa,Urticaceae,50.2,52.5,15.26,24.84,E,1,20120203,50.2,52.5
T09,98,caramuxi,Pouteria hispida,Sapotaceae,55,57.5,5.07,6.56,S,2,20120203,55,57.5
T09,100,jarana,Lecythis lurida,Lecythidaceae,41.7,42.5,13.66,22.49,C,1,20120203,41.6,42.5
T09,101,mato,NA,NA,147,147.5,15.81,20.93,S,2,20120203,147,147.5
T09,102,murta,Strychnos subcordata,Loganiaceae,14.1,12.5,8.49,13.4,S,1,20120203,14.1,12.5
T09,105,matamata,Eschweilera amazonica,Lecythidaceae,57.1,57.5,20.5,31.29,C,1,20120203,57.1,57.5
T09,106,breu branco,Protium paniculatum,Burseraceae,12,12.5,13.57,17.45,S,2,20120203,12,12.5
T09,109,barrote,Tetragastris altissima,Burseraceae,51,52.5,21.64,35.61,S,2,20120203,51.2,52.5
T09,111,barrote,Tetragastris altissima,Burseraceae,24,22.5,16.24,25.06,S,2,20120203,24,22.5
T09,112,parajuba,Manilkara bidentata,Sapotaceae,51.4,52.5,21.44,33.25,C,1,20120203,51.5,52.5
T09,113,barrote,Tetragastris altissima,Burseraceae,50.8,52.5,20.99,36.41,C,1,20120203,50.7,52.5
T09,114,barrote,Tetragastris altissima,Burseraceae,43.2,42.5,12.66,23.68,NA,NA,20120203,43.2,42.5
T09,115,envira,Xylopia sp.,Annonaceae,26.3,27.5,18.01,24.66,S,2,20120203,26.4,27.5
T09,117,uxi,Endopleura uchi,Humiriaceae,28.6,27.5,22.59,29.52,C,1,20120203,28.6,27.5
T09,119,seringueira,Hevea brasiliensis,Euphorbiaceae,41,42.5,23,26.2,C,1,20120203,41,42.5
T09,120,morta,NA,NA,10.5,12.5,NA,1.9,NA,NA,20120203,10.3,12.5
T09,123,morta,NA,NA,60.8,62.5,NA,21.41,NA,NA,20120203,60.5,62.5
T09,125,barrote,Tetragastris altissima,Burseraceae,44.2,42.5,20.12,30.07,S,2,20120203,44.2,42.5
T09,129,abiurana,Pouteria gongrijpii,Sapotaceae,46.1,47.5,19.79,31.56,S,3,20120203,46.2,47.5
T09,131,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,12.5,12.71,16.59,S,3,20120203,13.4,12.5
T09,133,envira,Xylopia sp.,Annonaceae,72.5,72.5,22.15,30.86,S,3,20120203,72.6,72.5
T09,134,angelim rajado,Zygia racemosa,Fabaceae,10.3,12.5,11.93,17.62,S,3,20120203,10.3,12.5
T09,135,barrote,Tetragastris altissima,Burseraceae,33.7,32.5,22.05,25.34,S,3,20120203,33.8,32.5
T09,136,abiurana,Pouteria gongrijpii,Sapotaceae,21.5,22.5,20.55,29.37,C,2,20120203,21.5,22.5
T09,137,barrote,Tetragastris altissima,Burseraceae,31,32.5,21.67,27.72,C,2,20120203,31,32.5
T09,139,jatereu,Lecythis idatimon,Lecythidaceae,10.6,12.5,12.8,16.33,S,2,20120203,10.6,12.5
T09,141,tento,Ormosia coccinea,Fabaceae,30.2,32.5,12.86,24.23,S,2,20120203,30.3,32.5
T09,142,morta,NA,NA,19.1,17.5,NA,9.83,NA,NA,20120203,19,17.5
T09,143,timborana,Pseudopiptadenia suaveolens,Fabaceae,67.1,67.5,20.12,36.01,C,2,20120203,67,67.5
T09,144,iperana,Eperua bijuga,Fabaceae,24.5,22.5,18.35,24.54,S,3,20120203,24.6,22.5
T09,147,andirobarana,Guarea guidonia,Meliaceae,16.6,17.5,9.34,12.03,S,3,20120203,17.6,17.5
T09,148,jatereu,Lecythis idatimon,Lecythidaceae,19.9,17.5,18.15,20.9,S,3,20120203,19.9,17.5
T09,150,jarana,Lecythis lurida,Lecythidaceae,14.2,12.5,15.42,20.16,S,3,20120203,14.2,12.5
T09,152,caramuxi,Pouteria hispida,Sapotaceae,38.4,37.5,10.82,15.63,C,2,20120203,38.4,37.5
T09,153,morta,NA,NA,32.5,32.5,NA,12.19,NA,NA,20120203,32.5,32.5
T09,161,jatereu,Lecythis idatimon,Lecythidaceae,12.5,12.5,7.91,10.98,S,2,20120203,12.5,12.5
T09,162,morta,NA,NA,43.1,42.5,NA,3.57,NA,NA,20120203,43.2,42.5
T09,164,caramuxi,Pouteria hispida,Sapotaceae,64.1,62.5,11.98,22.35,C,1,20120203,65.1,67.5
T09,165,morta,NA,NA,54.5,52.5,NA,8.31,NA,NA,20120203,#N/A,#N/A
T09,166,jarana,Lecythis lurida,Lecythidaceae,44.9,42.5,19.43,30.27,C,2,20120203,#N/A,#N/A
T09,167,envira-surucucu,Duguetia surinamensis,Annonaceae,48.4,47.5,18.83,28.22,C,2,20120203,#N/A,#N/A
T09,168,ucuuba,Virola michelii,Myristicaceae,55.2,57.5,25.35,36.18,C,2,20120203,#N/A,#N/A
T09,169,breu barrote,Tetragastris panamensis,Burseraceae,52.7,52.5,17.03,31.39,C,2,20120203,#N/A,#N/A
