parcela,arvore,comum,cientifico,familia,dap2012,vertical,luminosidade,hcom,ht,medicao
T13,95,matamata preto,Eschweilera ovata,Lecythidaceae,37.7,C,2,15.14,20.17,20120326
T13,96,jatereu,Lecythis idatimon,Lecythidaceae,35.2,C,2,16.36,21.68,20120326
T13,102,casca seca,Licania canescens,Chrysobalanaceae,67,C,1,19.08,31.38,20120326
T13,103,morta,NA,NA,42.3,NA,NA,NA,5.12,20120326
T13,106,fava amargosa,Vataireopsis speciosa,Fabaceae,37.4,C,2,18.04,28.39,20120326
T13,107,matamata branco,Eschweilera coriacea,Lecythidaceae,51.3,C,2,19.28,28.45,20120326
T13,114,matamata branco,Eschweilera coriacea,Lecythidaceae,42,S,2,19.63,27.08,20120326
T13,115,caramuxi,Pouteria hispida,Sapotaceae,55.1,E,1,20.03,33.85,20120326
T13,116,matamata branco,Eschweilera coriacea,Lecythidaceae,37.5,C,2,16.02,23.06,20120326
T13,119,macaranduba,Manilkara huberi,Sapotaceae,40.4,E,1,22.86,26.38,20120326
T13,120,joao-mole,Neea oppositifolia,Nyctaginaceae,48.4,E,1,22.53,33.53,20120326
T13,121,piquiarana,Caryocar glabrum,Caryocaraceae,38.1,C,2,21.71,26.83,20120326
T13,122,jatereu,Lecythis idatimon,Lecythidaceae,41,C,2,14.93,33.08,20120326
T13,123,caramuxi,Pouteria hispida,Sapotaceae,43.5,C,2,21.29,32.33,20120326
T13,124,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,36.1,C,2,23.74,30.7,20120326
T13,125,jutai,Hymenaea parvifolia,Fabaceae,42.5,E,1,23.12,30.4,20120326
T13,126,abiurana branca,Pouteria guianensis,Sapotaceae,42.9,C,2,23.71,31.18,20120326
T13,128,pintadinho,Poeppigia procera,Fabaceae,36.5,S,2,16.77,27.53,20120326
T13,130,tachi vermelho,Tachigali paniculata,Fabaceae,72,E,1,24.56,33.35,20120326
T13,131,guajara cinza,Pouteria sp.,Sapotaceae,38.7,C,2,25.18,29.79,20120326
T13,132,macaranduba,Manilkara huberi,Sapotaceae,53,C,2,22.58,27.88,20120326
T13,133,parajuba,Manilkara bidentata,Sapotaceae,42.1,C,2,17.96,28.69,20120326
T14,1,matamata branco,Eschweilera coriacea,Lecythidaceae,58.4,C ,2,22.36,36.97,20120310
T14,2,angelim rajado,Zygia racemosa,Fabaceae,50.3,C,2,24.13,37.42,20120310
T14,3,jarana,Lecythis lurida,Lecythidaceae,72.4,E,1,29.5,45.53,20120310
T14,4,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,71.2,E,1,27.66,44.17,20120310
T14,10,louro preto,Ocotea cernua,Lauraceae,42.4,C,2,25.44,38.12,20120310
T14,14,ingarana,Inga sp.,Fabaceae,48.3,C,1,20.06,33.6,20120310
T14,16,abiurana,Pouteria gongrijpii,Sapotaceae,53.4,S,1,18.27,34.38,20120310
T14,19,matamata branco,Eschweilera coriacea,Lecythidaceae,80,E,1,30.63,47.27,20120310
T14,20,matamata branco,Eschweilera coriacea,Lecythidaceae,42.7,C,2,13.96,27.96,20120310
T14,22,axixa,Sterculia pruriens,Malvaceae,39.6,S,2,18.39,32.7,20120310
T14,26,caramuxi,Pouteria hispida,Sapotaceae,52.2,C,1,22.02,34.35,20120310
T14,30,morta,NA,NA,37.9,NA,NA,NA,2.87,20120310
T14,33,abiurana,Pouteria gongrijpii,Sapotaceae,57.2,S,1,22.93,34.02,20120310
T14,34,jatereu,Lecythis idatimon,Lecythidaceae,48,S,2,10.15,16.25,20120310
T14,35,jarana,Lecythis lurida,Lecythidaceae,45.3,C,1,20.03,31.92,20120310
T14,39,abiurana,Pouteria gongrijpii,Sapotaceae,37,C,2,25.28,43.24,20120310
T14,40,matamata vermelho,Eschweilera coriacea,Lecythidaceae,39.2,C,2,22.19,34.6,20120310
T14,41,jatereu,Lecythis idatimon,Lecythidaceae,38.6,C,2,28.78,9.22,20120310
T14,46,matamata branco,Eschweilera coriacea,Lecythidaceae,53.1,C,2,25.58,42.28,20120310
T14,47,piquiarana,Caryocar glabrum,Caryocaraceae,76.4,C,2,24.09,37.17,20120310
T14,48,matamata branco,Eschweilera coriacea,Lecythidaceae,36,C,2,22.64,35.11,20120310
T14,49,matamata branco,Eschweilera coriacea,Lecythidaceae,49,C,2,25.28,41.78,20120310
T14,53,inga vermelho,Inga alba,Fabaceae,35.1,S,2,13.73,24.16,20120310
T14,56,freijo branco,Cordia scabrifolia,Boraginaceae,41,C,2,18.74,31.67,20120310
T14,57,matamata branco,Eschweilera coriacea,Lecythidaceae,43,C,2,13.2,24.33,20120310
T14,58,pau santo,Zollernia paraensis,Fabaceae,89.3,C,1,18.66,33.51,20120310
T14,59,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,84.4,E,1,33.47,46.2,20120310
T14,60,mapatirana,Pourouma minor,Urticaceae,41.1,E,1,16.48,31,20120310
T14,61,axixa,Sterculia pruriens,Malvaceae,41.6,C,2,16.71,40.2,20120310
T14,64,abiu cramuri,NA,NA,42.7,C,2,24.98,34.74,20120310
T14,65,tachirana,Stryphnodendron paniculatum,Fabaceae,40.1,C,2,17.91,32.77,20120310
T14,67,breu barrote,Tetragastris panamensis,Burseraceae,36,S,2,17.55,36.74,20120310
T14,70,abiurana,Pouteria gongrijpii,Sapotaceae,40.7,E,1,22.83,41.85,20120310
T14,76,tauari,Couratari stellata,Lecythidaceae,55,E,1,24.39,38.95,20120310
T14,77,matamata branco,Eschweilera coriacea,Lecythidaceae,41,C,2,21.42,33.41,20120310
T14,78,abiurana,Pouteria gongrijpii,Sapotaceae,39.2,C,1,19.06,32.59,20120310
T14,79,morta,NA,NA,52.2,NA,NA,NA,1.85,20120310
T14,81,abiurana,Pouteria gongrijpii,Sapotaceae,40.7,S,1,19.66,30.5,20120310
T14,82,abiurana,Pouteria gongrijpii,Sapotaceae,67.5,E,1,26.71,42.65,20120310
T14,83,goiabao,Pradosia cochlearia,Sapotaceae,59.1,C,1,27.93,38.04,20120310
T14,87,tanibuca,Terminalia amazonia,Combretaceae,49.3,C,1,26.33,41.6,20120310
T14,88,abiurana,Pouteria gongrijpii,Sapotaceae,39.5,C,1,29.65,40.11,20120310
T14,89,cajuacu,Anacardium spruceanum,Anacardiaceae,63.3,C,1,22.47,36.32,20120310
T14,90,jarana,Lecythis lurida,Lecythidaceae,50.3,C,1,25.34,31.61,20120310
T14,91,abiurana,Pouteria gongrijpii,Sapotaceae,59,C,1,27.69,34.55,20120310
T14,93,matamata branco,Eschweilera coriacea,Lecythidaceae,35,S,2,20.91,31.36,20120310
T14,96,abiurana,Pouteria gongrijpii,Sapotaceae,38.9,C,2,26.21,38.32,20120310
T14,97,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,80.5,E,1,24.35,32.35,20120310
T14,98,coracao-de-negro,Swartzia corrugata,Fabaceae,35,C,1,29.77,41.91,20120310
T14,99,macaranduba,Manilkara huberi,Sapotaceae,74.6,E,1,32.01,44.06,20120310
T14,100,abiurana,Pouteria gongrijpii,Sapotaceae,35.4,C,2,20.87,34.88,20120310
T14,101,tauari,Couratari stellata,Lecythidaceae,57,E,1,28.45,42.76,20120310
T14,103,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,65,E,1,30.86,41.74,20120310
T14,104,abiurana,Pouteria gongrijpii,Sapotaceae,39.1,S,2,20.68,30.83,20120310
T14,105,seringarana,Micrandra minor,Euphorbiaceae,43.4,C,1,25.05,35.8,20120310
T14,107,tachirana,Stryphnodendron paniculatum,Fabaceae,48.3,E,1,23.68,29.26,20120310
T14,113,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,E,1,9.65,16.36,20120310
T14,114,jutai-pororoca,Dialium guianense,Fabaceae,40.3,S,2,13.85,19.61,20120310
T14,115,abiurana branca,Pouteria guianensis,Sapotaceae,43,C,2,23.57,36.62,20120310
T14,117,jarana,Lecythis lurida,Lecythidaceae,54.3,C,1,20.93,26.27,20120310
T14,118,matamata branco,Eschweilera coriacea,Lecythidaceae,40.8,C,1,23.77,33.96,20120310
T14,119,sucupira preta,Bowdichia nitida,Fabaceae,65.8,C,1,21.78,29.41,20120310
T14,120,morta,NA,NA,48.3,NA,NA,NA,6.76,20120310
T15,2,abiurana branca,Pouteria guianensis,Sapotaceae,37,C ,2,12.32,17.12,20120324
T15,7,axixa,Sterculia pruriens,Malvaceae,35.3,C,2,21.53,28.5,20120324
T15,11,casca seca,Licania canescens,Chrysobalanaceae,52.2,C,2,26.02,38.26,20120324
T15,12,morta,NA,NA,50.1,NA,NA,NA,3.53,20120324
T15,14,macaranduba,Manilkara huberi,Sapotaceae,41.7,C,1,20.9,32.58,20120324
T15,17,matamata branco,Eschweilera coriacea,Lecythidaceae,35.4,S,2,19.75,28.42,20120324
T15,18,abiurana,Pouteria gongrijpii,Sapotaceae,50,C,2,29.93,40.02,20120324
T15,24,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,39.2,C,2,18.62,26.65,20120324
T15,26,freijo branco,Cordia scabrifolia,Boraginaceae,43.3,S,2,17.84,26.6,20120324
T15,29,caramuxi,Pouteria hispida,Sapotaceae,43.4,C,2,20.25,30.53,20120324
T15,31,matamata,Eschweilera parviflora,Lecythidaceae,50.1,C,2,23.95,35.02,20120324
T15,32,caramuxi,Pouteria hispida,Sapotaceae,38.3,C,2,25.53,34.89,20120324
T15,34,matamata branco,Eschweilera coriacea,Lecythidaceae,45.4,S,2,29.35,39.71,20120324
T15,36,macaranduba,Manilkara huberi,Sapotaceae,88.5,E,1,32.15,49.4,20120324
T15,38,muirapiranga,Brosimum rubescens,Moraceae,58.9,C,2,28.87,36.24,20120324
T15,39,louro preto,Nectandra cuspidata,Lauraceae,44.1,S,2,12.84,21.77,20120324
T15,41,abiurana,Pouteria gongrijpii,Sapotaceae,68,C,2,28.9,41.3,20120324
T15,42,matamata branco,Eschweilera coriacea,Lecythidaceae,38.8,S,2,15.91,35.54,20120324
T15,44,tachi branco,Tachigali paniculata,Fabaceae,55,E,1,29.43,43.03,20120324
T15,45,caramuxi,Pouteria hispida,Sapotaceae,41.8,C,2,26.07,35.83,20120324
T15,47,matamata branco,Eschweilera coriacea,Lecythidaceae,37.6,C,2,22.89,36.02,20120324
T15,49,breu vermelho,Protium hebetatum,Burseraceae,43,E,1,21.13,37.55,20120324
T15,50,inga vermelho,Inga alba,Fabaceae,35.2,C,2,21.84,35.46,20120324
T15,51,goiabao,Pradosia cochlearia,Sapotaceae,49,C,2,27.71,29.8,20120324
T15,52,maracatiara,Astronium graveolens,Anacardiaceae,88.4,E,1,33.91,49.86,20120324
T15,53,matamata branco,Eschweilera coriacea,Lecythidaceae,42.1,S,2,24.08,35.31,20120324
T15,54,morta,NA,NA,86.3,NA,NA,NA,3.78,20120324
T15,55,breu vermelho,Protium hebetatum,Burseraceae,52,E,1,25.16,29.34,20120324
T15,56,morta,NA,NA,70,NA,NA,NA,8.44,20120324
T15,57,tachi preto,Tachigali myrmecophila,Fabaceae,53.6,E,1,23.6,31.61,20120324
T15,58,matamata branco,Eschweilera coriacea,Lecythidaceae,58.6,C,2,25.06,32.99,20120324
T15,59,abiurana,Pouteria gongrijpii,Sapotaceae,50,C,1,26.02,43.98,20120324
T15,61,morta,NA,NA,99.9,NA,NA,NA,22.35,20120324
T15,66,caramuxi,Pouteria hispida,Sapotaceae,38.2,C,1,21.53,27.93,20120324
T15,67,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,82.8,C,2,26.78,33.04,20120324
T15,68,tauari,Couratari stellata,Lecythidaceae,41.9,C,2,18.55,32.34,20120324
T15,70,matamata branco,Eschweilera coriacea,Lecythidaceae,49.4,C,2,14.83,31.34,20120324
T15,71,ucuuba,Virola michelii,Myristicaceae,47.8,C,2,24.6,33.43,20120324
T15,72,louro-abacate,Ocotea glomerata,Lauraceae,82.5,C,1,19.63,30.29,20120324
T15,73,abiurana branca,Pouteria guianensis,Sapotaceae,39.4,S,2,18.86,26.12,20120324
T15,74,matamata branco,Eschweilera coriacea,Lecythidaceae,42.5,S,1,18.14,24.36,20120324
T15,75,morta,NA,NA,47.9,NA,NA,NA,20.13,20120324
T15,77,jatereu,Lecythis idatimon,Lecythidaceae,36.6,C,2,15.08,22.89,20120324
T15,78,jatereu,Lecythis idatimon,Lecythidaceae,36,C,2,19.83,24.87,20120324
T15,79,morta,NA,NA,39.3,NA,NA,NA,8.12,20120324
T15,83,timborana,Pseudopiptadenia suaveolens,Fabaceae,43.1,E,1,23.93,31.51,20120324
T15,84,abiurana,Pouteria gongrijpii,Sapotaceae,42.3,S,2,16.98,26.98,20120324
T15,86,goiabao,Pradosia cochlearia,Sapotaceae,45.3,E,1,22.83,34.22,20120324
T15,87,abiurana,Pouteria gongrijpii,Sapotaceae,50,E,1,19.02,37.66,20120324
T15,88,abiurana branca,Pouteria guianensis,Sapotaceae,42.2,C,2,19.96,32.41,20120324
T15,89,ucurana,Sloanea guianensis,Elaeocarpaceae,40,C,2,19.87,27.66,20120324
T15,91,abiurana,Pouteria gongrijpii,Sapotaceae,50,C,1,17.22,30.04,20120324
T15,92,parajuba,Manilkara bidentata,Sapotaceae,71.4,E,1,25.73,38.54,20120324
T15,93,caramuxi,Pouteria hispida,Sapotaceae,44.5,S,2,16.78,29.34,20120324
T15,95,goiabao,Pradosia cochlearia,Sapotaceae,57,C,2,19.4,30.43,20120324
T15,96,muirapiranga,Brosimum rubescens,Moraceae,37.8,C,2,22.39,31.02,20120324
T15,97,breu barrote,Tetragastris panamensis,Burseraceae,52,S,2,12.02,25.91,20120324
T15,98,matamata branco,Eschweilera coriacea,Lecythidaceae,50.5,C,2,18.9,23.71,20120324
T15,100,jatereu,Lecythis idatimon,Lecythidaceae,38,S,2,13.91,26.36,20120324
T15,103,parajuba,Manilkara bidentata,Sapotaceae,66,C,2,18.69,32.68,20120324
T15,104,matamata branco,Eschweilera coriacea,Lecythidaceae,35.4,C,2,16.24,31.43,20120324
T15,109,maracatiara,Astronium graveolens,Anacardiaceae,51.2,E,1,24.56,38.64,20120324
T15,111,abiurana,Pouteria gongrijpii,Sapotaceae,42.8,C,2,21.77,32.29,20120324
T15,113,parajuba,Manilkara bidentata,Sapotaceae,52.9,C,2,23.34,35.16,20120324
T15,116,iperana,Eperua bijuga,Fabaceae,43,S,2,14.38,30.14,20120324
T15,117,piquiarana,Caryocar glabrum,Caryocaraceae,80,C,2,19.89,41.3,20120324
T15,118,tatapiririca,Tapirira guianensis,Anacardiaceae,50,C,2,18.54,34.37,20120324
T15,120,casca seca,Licania canescens,Chrysobalanaceae,39.5,C,2,19.89,37.23,20120324
T15,121,breu barrote,Tetragastris panamensis,Burseraceae,56,C,2,17.45,37.55,20120324
T16,8,anani,Symphonia globulifera,Clusiaceae,58.7,E,1,22.54,42.86,20120312
T16,10,uxirana,Sacoglottis guianensis,Humiriaceae,49,C,1,11.58,17.59,20120312
T16,11,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,E,1,18.38,42.87,20120312
T16,12,matamata branco,Eschweilera coriacea,Lecythidaceae,35,S,2,16.99,25.1,20120312
T16,13,breu barrote,Tetragastris panamensis,Burseraceae,43,S,3,21.97,40.7,20120312
T16,14,mato,NA,NA,60,E,1,22.3,34.58,20120312
T16,15,inga branco,Inga thibaudiana,Fabaceae,40.1,S,2,14.75,29.37,20120312
T16,17,jatereu,Lecythis idatimon,Lecythidaceae,39.8,S,1,15.64,27.96,20120312
T16,20,tatajuba,Bagassa guianensis,Moraceae,93.9,E,1,25.64,39.56,20120312
T16,21,breu barrote,Tetragastris panamensis,Burseraceae,46.4,S,2,19.69,30.38,20120312
T16,22,ucurana,Sloanea guianensis,Elaeocarpaceae,50,C,2,22.26,36.63,20120312
T16,23,ucuuba,Virola michelii,Myristicaceae,53.7,C,1,27.34,34.97,20120312
T16,24,louro preto,Nectandra cuspidata,Lauraceae,37.5,S,3,18.58,29.61,20120312
T16,26,mato,NA,NA,43.9,S,2,13.69,25.76,20120312
T16,27,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,47.6,C,2,20.04,33.13,20120312
T16,29,macaranduba,Manilkara huberi,Sapotaceae,43.3,C,2,12.59,23.68,20120312
T16,33,morta,NA,NA,40,NA,NA,NA,12.47,20120312
T16,36,piquiarana,Caryocar glabrum,Caryocaraceae,41.9,C,2,11.52,21.67,20120312
T16,40,breu barrote,Tetragastris panamensis,Burseraceae,50,S,2,14.12,29.71,20120312
T16,41,tatajuba,Bagassa guianensis,Moraceae,71,E,1,20.29,36.57,20120312
T16,42,mandioqueira,Qualea paraensis,Vochysiaceae,93.4,E,1,23.66,47.23,20120312
T16,43,guajara cinza,Pouteria sp.,Sapotaceae,42.5,S,2,9.45,26.35,20120312
T16,44,jatoba,Hymenaea courbaril,Fabaceae,78.1,E,1,16.21,30.5,20120312
T16,45,axixa,Sterculia pruriens,Malvaceae,39.7,S,2,16.21,27.3,20120312
T16,46,matamata branco,Eschweilera coriacea,Lecythidaceae,39.7,S,2,17.91,28.34,20120312
T16,47,matamata branco,Eschweilera coriacea,Lecythidaceae,39.3,S,2,15.95,28.33,20120312
T16,48,matamata branco,Eschweilera coriacea,Lecythidaceae,40,S,2,19.07,35.88,20120312
T16,50,goiabao,Pradosia cochlearia,Sapotaceae,74.5,E,1,13.21,28.63,20120312
T16,51,matamata branco,Eschweilera coriacea,Lecythidaceae,51.5,C,1,17.05,39.64,20120312
T16,52,matamata preto,Eschweilera ovata,Lecythidaceae,46.8,C,1,16.4,30.86,20120312
T16,54,matamata branco,Eschweilera coriacea,Lecythidaceae,43.4,S,2,21.21,31.78,20120312
T16,56,matamata preto,Eschweilera ovata,Lecythidaceae,35.4,S,2,17.14,25.32,20120312
T16,58,matamata branco,Eschweilera coriacea,Lecythidaceae,35.5,C,2,15.8,26.19,20120312
T16,59,abiurana branca,Pouteria guianensis,Sapotaceae,48.3,C,2,19.33,25.96,20120312
T16,60,morta,NA,NA,55,NA,NA,NA,19.01,20120312
T16,61,axixa,Sterculia pruriens,Malvaceae,56.3,C,2,21,30.24,20120312
T16,62,envira-cana,Xylopia nitida,Annonaceae,41.6,E,1,26.55,36.38,20120312
T16,63,breu barrote,Tetragastris panamensis,Burseraceae,45,S,2,17.55,33.01,20120312
T16,64,guajara,Pouteria sp.,Sapotaceae,50,C,2,22.74,37.54,20120312
T16,65,axixa,Sterculia pruriens,Malvaceae,66.4,S,2,24.67,32.76,20120312
T16,69,pau santo,Zollernia paraensis,Fabaceae,39.6,C,2,27.57,40.14,20120312
T16,70,morta,NA,NA,70,NA,NA,NA,6.4,20120312
T16,71,breu barrote,Tetragastris panamensis,Burseraceae,60,S,2,11.66,24.96,20120312
T16,74,tento,Ormosia coccinea,Fabaceae,68.3,E,1,33.34,47.03,20120312
T16,75,louro-pimenta,Ocotea canaliculata,Lauraceae,48,C,2,31.22,42.43,20120312
T16,77,goiabao,Pradosia cochlearia,Sapotaceae,36.6,C,2,20.36,31.17,20120312
T16,79,abiurana,Pouteria gongrijpii,Sapotaceae,36,C,1,22.04,27.02,20120312
T16,80,morta,NA,NA,40,NA,NA,NA,6.44,20120312
T16,81,matamata branco,Eschweilera coriacea,Lecythidaceae,37.6,C,2,26.12,32.02,20120312
T16,82,cucutitiriba,Pouteria sp.,Sapotaceae,36.6,E,1,24.99,35.19,20120312
T16,83,morta,NA,NA,68.4,NA,NA,NA,33.12,20120312
T16,85,abiurana branca,Pouteria guianensis,Sapotaceae,51.7,S,2,20.1,29.73,20120312
T16,88,freijo cinza,Cordia goeldiana,Boraginaceae,49.2,S,2,38.37,45.31,20120312
T16,91,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,S,2,17.96,27.09,20120312
T16,94,fava-atana,Parkia gigantocarpa,Fabaceae,36.1,S,2,19.87,26.88,20120312
T16,99,ingarana,Inga sp.,Fabaceae,46.7,S,2,13.88,24.51,20120312
T16,100,morta,NA,NA,37.9,NA,NA,NA,8.22,20120312
T16,102,goiabao,Pradosia cochlearia,Sapotaceae,46.1,E,1,26.34,34.47,20120312
T16,104,morta,NA,NA,35,NA,NA,NA,18.38,20120312
T16,105,macaranduba,Manilkara huberi,Sapotaceae,55.9,C,2,24.17,37.67,20120312
T16,106,joao-mole,Neea oppositifolia,Nyctaginaceae,48.7,S,2,16.2,22.26,20120312
T16,108,breu barrote,Tetragastris panamensis,Burseraceae,55,C,2,15.46,25.68,20120312
T16,109,ucuuba,Virola michelii,Myristicaceae,42.4,C,2,22.38,30.59,20120312
T16,111,matamata branco,Eschweilera coriacea,Lecythidaceae,39.9,C,2,18.03,28.1,20120312
T16,113,timborana,Pseudopiptadenia suaveolens,Fabaceae,70,E,1,35.31,49.92,20120312
T16,121,matamata preto,Eschweilera ovata,Lecythidaceae,40.8,S,1,20.15,33.68,20120312
T17,7,piquia,Caryocar villosum,Caryocaraceae,35.4,S,1,15.15,23.5,20120314
T17,9,tauari,Couratari stellata,Lecythidaceae,35,C ,2,15,28.45,20120314
T17,10,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,36,C,2,15.93,24.84,20120314
T17,12,abiu cutite,NA,NA,43,S,1,10.64,16.51,20120314
T17,13,piquia,Caryocar villosum,Caryocaraceae,164,C,1,29.07,41.21,20120314
T17,14,matamata branco,Eschweilera coriacea,Lecythidaceae,45.3,C,2,25.84,37.91,20120314
T17,18,seringueira,Hevea brasiliensis,Euphorbiaceae,39.8,C,1,12.34,18.73,20120314
T17,19,inga branco,Inga thibaudiana,Fabaceae,37.5,C,1,20.22,29.12,20120314
T17,21,ucuuba,Virola michelii,Myristicaceae,38.7,C,1,8.57,13.22,20120314
T17,25,abiurana,Pouteria gongrijpii,Sapotaceae,38.2,S,2,26.34,33.63,20120314
T17,26,carapanauba,Aspidosperma excelsum,Apocynaceae,124,E,1,26.59,42.46,20120314
T17,27,morta,NA,NA,49.9,NA,NA,NA,36.62,20120314
T17,28,jarana,Lecythis lurida,Lecythidaceae,55.6,C,2,27.94,42.77,20120314
T17,33,mapatirana,Pourouma villosa,Urticaceae,47.9,C,1,18.33,31.22,20120314
T17,34,goiabao,Pradosia cochlearia,Sapotaceae,47.4,C,2,17.67,30.51,20120314
T17,35,jarana,Lecythis lurida,Lecythidaceae,39,S,2,15.33,25.82,20120314
T17,37,pau-jacare,Laetia procera,Salicaceae,40,E,1,21.59,33.32,20120314
T17,38,maria preta,Ziziphus sp.,Rhamnaceae,41.5,C,1,12.6,24.21,20120314
T17,42,inga branco,Inga thibaudiana,Fabaceae,46.1,C,2,12.38,19.05,20120314
T17,45,morta,NA,NA,54.8,NA,NA,NA,10,20120314
T17,46,macaranduba,Manilkara huberi,Sapotaceae,42.8,C,2,17.9,26.97,20120314
T17,48,morta,NA,NA,40,NA,NA,NA,16.69,20120314
T17,50,pau-jacare,Laetia procera,Salicaceae,54.7,E,1,16.19,27.96,20120314
T17,51,envira preta,Guatteria schomburgkiana,Annonaceae,44,S,2,18.01,23.54,20120314
T17,56,timborana,Pseudopiptadenia suaveolens,Fabaceae,40,E,1,12.05,28.12,20120314
T17,58,araracanga,Aspidosperma spruceanum,Apocynaceae,47.3,C,2,20.37,36.82,20120314
T17,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,67.7,C,1,21.82,38,20120314
T17,63,matamata preto,Eschweilera ovata,Lecythidaceae,35.5,C,2,15.85,31.43,20120314
T17,65,guajara branco,Pouteria sp.,Sapotaceae,45.1,C,2,11.8,19.37,20120314
T17,69,mututi,Pterocarpus sp.,Fabaceae,50,E,1,29.03,44.79,20120314
T17,76,carapanauba,Aspidosperma excelsum,Apocynaceae,63.7,C,2,18.35,29.07,20120314
T17,79,mapatirana,Pourouma minor,Urticaceae,45.5,C,2,23.6,30.85,20120314
T17,80,inga branco,Inga thibaudiana,Fabaceae,35,C,1,18.89,28.58,20120314
T17,81,freijo cinza,Cordia goeldiana,Boraginaceae,46.2,C,1,29.35,41.54,20120314
T17,82,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,C,1,26.68,45.83,20120314
T17,84,seringueira,Hevea brasiliensis,Euphorbiaceae,36.7,C,1,18.1,31.03,20120314
T17,87,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.7,C,1,16.65,28.07,20120314
T17,88,morta,NA,NA,59.5,NA,NA,NA,18.56,20120314
T17,90,tatapiririca,Tapirira guianensis,Anacardiaceae,36,S,2,20.34,32.88,20120314
T17,92,tachi vermelho,Tachigali paniculata,Fabaceae,70,E,1,29.8,42.03,20120314
T17,95,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,45,S,1,20.45,30.75,20120314
T17,96,jarana,Lecythis lurida,Lecythidaceae,90.3,C,1,23.93,39.99,20120314
T17,97,morta,NA,NA,48,NA,NA,NA,7.02,20120314
T17,99,jatereu,Lecythis idatimon,Lecythidaceae,36.8,C,1,1.87,25.91,20120314
T18,5,copaiba,Copaifera reticulata,Fabaceae,53.5,S,1,31.02,39.33,20120322
T18,8,roxinho,Peltogyne lecointei,Fabaceae,88,E,1,17.82,39.4,20120322
T18,9,parajuba,Manilkara bidentata,Sapotaceae,52.3,C,1,25.02,34.22,20120322
T18,10,envira-cunauaru,Annona ambotay,Annonaceae,35.7,C,2,30.05,43.08,20120322
T18,11,inhare,Helicostylis sp.,Moraceae,57.8,E,1,16.33,29.75,20120322
T18,13,matamata,Eschweilera parviflora,Lecythidaceae,41.4,S,2,25.06,31.79,20120322
T18,15,matamata-jiboia,Eschweilera sp.,Lecythidaceae,37.3,C,2,22.13,30.14,20120322
T18,16,inga vermelho,Inga alba,Fabaceae,39.6,S,2,14.5,18.77,20120322
T18,17,parapara,Jacaranda copaia,Bignoniaceae,41.1,C,2,19.68,29.23,20120322
T18,20,tachi preto,Tachigali myrmecophila,Fabaceae,50,E,1,25.9,51.68,20120322
T18,21,seringueira,Hevea brasiliensis,Euphorbiaceae,35,S,2,21.27,34.8,20120322
T18,22,morototo,Schefflera morototoni,Araliaceae,35.1,S,2,26.78,30.51,20120322
T18,26,mato,NA,NA,37.4,S,2,18.77,30.57,20120322
T18,27,mapatirana,Pourouma villosa,Urticaceae,40.8,C,2,24.49,33.31,20120322
T18,28,tachi branco,Tachigali paniculata,Fabaceae,49.9,S,2,25.97,33.98,20120322
T18,29,matamata branco,Eschweilera coriacea,Lecythidaceae,49.7,C,2,24.17,32.99,20120322
T18,30,embauba branca,Cecropia palmata,Urticaceae,40.7,C,1,23.4,28.91,20120322
T18,31,mapatirana,Pourouma minor,Urticaceae,39.5,C,2,21.11,29.93,20120322
T18,33,copaiba,Copaifera reticulata,Fabaceae,73.5,E,1,25.59,32.4,20120322
T18,37,macaranduba,Manilkara huberi,Sapotaceae,86.3,E,1,42.24,53.52,20120322
T18,39,seringueira,Hevea brasiliensis,Euphorbiaceae,59.5,C,2,29.09,42.43,20120322
T18,41,matamata branco,Eschweilera coriacea,Lecythidaceae,43.6,C,2,25.07,35.54,20120322
T18,42,jarana,Lecythis lurida,Lecythidaceae,54.7,C,2,24.6,36.87,20120322
T18,43,abiurana,Pouteria gongrijpii,Sapotaceae,39.6,S,2,20.63,29.47,20120322
T18,44,caramuxi,Pouteria hispida,Sapotaceae,39.4,C,2,22.65,36.25,20120322
T18,45,embauba branca,Cecropia palmata,Urticaceae,38.9,E,1,29.76,39.33,20120322
T18,47,breu barrote,Tetragastris panamensis,Burseraceae,56,S,2,15.4,26.43,20120322
T18,53,axixa,Sterculia pruriens,Malvaceae,41.4,C,2,25.5,39.33,20120322
T18,54,roxinho,Peltogyne lecointei,Fabaceae,50,C,2,24.67,43.68,20120322
T18,56,breu vermelho,Protium hebetatum,Burseraceae,42.1,S,2,27.34,38.88,20120322
T18,58,parajuba,Manilkara bidentata,Sapotaceae,77.8,E,1,31.34,43.14,20120322
